1.8178 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
6.2431 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
6.8996 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x132a438748>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132c087048>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8996 	EXP 	window1: recordFrameIntervals = False
7.0653 	EXP 	window1: recordFrameIntervals = True
7.2488 	EXP 	window1: recordFrameIntervals = False
7.3717 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
7.3805 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
7.3875 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
7.4198 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.4646 	EXP 	text_2: autoDraw = True
7.7850 	DATA 	Keypress: g
7.7975 	EXP 	text_2: autoDraw = False
7.7975 	EXP 	waiting: autoDraw = True
28.8654 	DATA 	Keypress: equal
28.8750 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
28.8754 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
28.8758 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C6.png')])
28.9145 	EXP 	waiting: autoDraw = False
28.9145 	EXP 	cueImage: image = 'stimsday2details/C6.png'
28.9145 	EXP 	cueImage: autoDraw = True
28.9145 	EXP 	text: autoDraw = True
30.3548 	DATA 	Keypress: equal
31.8550 	DATA 	Keypress: equal
33.3700 	DATA 	Keypress: equal
34.8700 	DATA 	Keypress: equal
36.3704 	DATA 	Keypress: equal
37.8658 	DATA 	Keypress: equal
39.3692 	DATA 	Keypress: equal
40.8700 	DATA 	Keypress: equal
42.3701 	DATA 	Keypress: equal
43.8537 	DATA 	Keypress: equal
45.3535 	DATA 	Keypress: equal
46.8538 	DATA 	Keypress: equal
48.3700 	DATA 	Keypress: equal
49.8697 	DATA 	Keypress: equal
51.3651 	DATA 	Keypress: equal
52.8578 	DATA 	Keypress: equal
54.3579 	DATA 	Keypress: equal
55.8582 	DATA 	Keypress: equal
57.3576 	DATA 	Keypress: equal
58.8699 	DATA 	Keypress: equal
60.3542 	DATA 	Keypress: equal
61.8538 	DATA 	Keypress: equal
63.3538 	DATA 	Keypress: equal
64.8538 	DATA 	Keypress: equal
66.3532 	DATA 	Keypress: equal
67.8525 	DATA 	Keypress: equal
69.3698 	DATA 	Keypress: equal
70.8698 	DATA 	Keypress: equal
72.3702 	DATA 	Keypress: equal
73.8695 	DATA 	Keypress: equal
75.3699 	DATA 	Keypress: equal
76.8705 	DATA 	Keypress: equal
78.3529 	DATA 	Keypress: equal
79.8646 	DATA 	Keypress: equal
81.3527 	DATA 	Keypress: equal
82.8647 	DATA 	Keypress: equal
84.3645 	DATA 	Keypress: equal
85.8644 	DATA 	Keypress: equal
87.3644 	DATA 	Keypress: equal
88.8528 	DATA 	Keypress: equal
89.0921 	DATA 	Keypress: space
89.2491 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C20.png')])
89.2686 	EXP 	cueImage: autoDraw = False
89.2686 	EXP 	text: autoDraw = False
89.2686 	EXP 	cueImage: image = 'stimsday2details/C20.png'
89.2686 	EXP 	cueImage: autoDraw = True
89.2686 	EXP 	text: autoDraw = True
90.3527 	DATA 	Keypress: equal
91.8528 	DATA 	Keypress: equal
93.3654 	DATA 	Keypress: equal
94.8529 	DATA 	Keypress: equal
96.3706 	DATA 	Keypress: equal
97.8698 	DATA 	Keypress: equal
99.3551 	DATA 	Keypress: equal
100.8705 	DATA 	Keypress: equal
102.3654 	DATA 	Keypress: equal
103.8522 	DATA 	Keypress: equal
105.3526 	DATA 	Keypress: equal
106.8530 	DATA 	Keypress: equal
108.3694 	DATA 	Keypress: equal
