1.8170 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
6.1674 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
6.8474 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1328c4b7b8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132a89a080>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8474 	EXP 	window1: recordFrameIntervals = False
7.0135 	EXP 	window1: recordFrameIntervals = True
7.1968 	EXP 	window1: recordFrameIntervals = False
7.3506 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
7.3593 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
7.3660 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
7.3980 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.4326 	EXP 	text_2: autoDraw = True
7.7669 	DATA 	Keypress: g
7.7801 	EXP 	text_2: autoDraw = False
7.7801 	EXP 	waiting: autoDraw = True
28.2983 	DATA 	Keypress: equal
28.3078 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
28.3103 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
28.3107 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C17.png')])
28.3658 	EXP 	waiting: autoDraw = False
28.3658 	EXP 	cueImage: image = 'stimsday2details/C17.png'
28.3658 	EXP 	cueImage: autoDraw = True
28.3658 	EXP 	text: autoDraw = True
29.7981 	DATA 	Keypress: equal
31.2980 	DATA 	Keypress: equal
32.7978 	DATA 	Keypress: equal
34.2982 	DATA 	Keypress: equal
35.7979 	DATA 	Keypress: equal
37.2980 	DATA 	Keypress: equal
38.7983 	DATA 	Keypress: equal
40.2978 	DATA 	Keypress: equal
41.7980 	DATA 	Keypress: equal
43.2980 	DATA 	Keypress: equal
44.7978 	DATA 	Keypress: equal
46.2981 	DATA 	Keypress: equal
47.7976 	DATA 	Keypress: equal
49.2978 	DATA 	Keypress: equal
50.7976 	DATA 	Keypress: equal
52.2978 	DATA 	Keypress: equal
53.7975 	DATA 	Keypress: equal
55.2979 	DATA 	Keypress: equal
56.7976 	DATA 	Keypress: equal
58.2980 	DATA 	Keypress: equal
59.7975 	DATA 	Keypress: equal
61.2976 	DATA 	Keypress: equal
62.7974 	DATA 	Keypress: equal
64.2976 	DATA 	Keypress: equal
65.7973 	DATA 	Keypress: equal
67.2975 	DATA 	Keypress: equal
68.7979 	DATA 	Keypress: equal
70.2978 	DATA 	Keypress: equal
71.7975 	DATA 	Keypress: equal
73.2979 	DATA 	Keypress: equal
74.7974 	DATA 	Keypress: equal
76.2975 	DATA 	Keypress: equal
77.7973 	DATA 	Keypress: equal
79.2972 	DATA 	Keypress: equal
80.7972 	DATA 	Keypress: equal
82.2973 	DATA 	Keypress: equal
83.7972 	DATA 	Keypress: equal
85.2972 	DATA 	Keypress: equal
86.7971 	DATA 	Keypress: equal
88.2827 	DATA 	Keypress: equal
89.7970 	DATA 	Keypress: equal
