Question,answer.thisRepN,answer.thisTrialN,answer.thisN,answer.thisIndex,QuestionNr.started,QuestionNr.stopped,answer1.response,answer1.rt,answer1.history,answer1.started,answer1.stopped,answer2.response,answer2.rt,answer2.history,answer2.started,answer2.stopped,answer3.response,answer3.rt,answer3.history,answer3.started,answer3.stopped,answer4.response,answer4.rt,answer4.history,answer4.started,answer4.stopped,answer5.response,answer5.rt,answer5.history,answer5.started,answer5.stopped,answer6.response,answer6.rt,answer6.history,answer6.started,answer6.stopped,blank.started,blank.stopped,session,participant,date,expName,psychopyVersion,frameRate
"When a couple from the NORTH just held a torch together, the most likely next event is:",0,0,0,3,15.01193906,None,None,None,"[(None, 0.0), (0, 0)]",0.184776317,None,None,None,"[(None, 0.0), (0, 0)]",0.184776317,None,None,None,"[(None, 0.0), (0, 0)]",0.184776317,None,None,None,"[(None, 0.0), (0, 0)]",0.184776317,None,None,None,"[(None, 0.0), (0, 0)]",0.184776317,None,100,48.358,"[(None, 0.0), (100, 39.472), (100, 48.358)]",0.184776317,None,63.38117694,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the SOUTH just planted a flower, the most likely next event is:",0,1,1,5,64.08036079,None,None,None,"[(None, 0.0), (0, 0)]",0.170830186,None,None,None,"[(None, 0.0), (0, 0)]",0.170830186,None,100,8.993,"[(None, 0.0), (97, 7.225), (100, 7.926), (100, 8.993)]",0.170830186,None,None,None,"[(None, 0.0), (0, 0)]",0.170830186,None,None,None,"[(None, 0.0), (0, 0)]",0.170830186,None,None,None,"[(None, 0.0), (0, 0)]",0.170830186,None,73.08093959,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the NORTH just celebrated around a campfire, the most likely next event is:",0,2,2,0,73.76411315,None,None,None,"[(None, 0.0), (0, 0)]",0.157912551,None,None,None,"[(None, 0.0), (0, 0)]",0.157912551,None,100,7.04,"[(None, 0.0), (100, 6.272), (100, 7.04)]",0.157912551,None,None,None,"[(None, 0.0), (0, 0)]",0.157912551,None,None,None,"[(None, 0.0), (0, 0)]",0.157912551,None,None,None,"[(None, 0.0), (0, 0)]",0.157912551,None,80.81362059,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the SOUTH just dropped a coin into a bowl, the most likely next event is:",0,3,3,6,81.49737724,None,None,None,"[(None, 0.0), (0, 0)]",0.156175853,None,None,None,"[(None, 0.0), (0, 0)]",0.156175853,None,None,None,"[(None, 0.0), (0, 0)]",0.156175853,None,None,None,"[(None, 0.0), (0, 0)]",0.156175853,None,None,None,"[(None, 0.0), (0, 0)]",0.156175853,None,100,6.552,"[(None, 0.0), (100, 5.528), (100, 6.552)]",0.156175853,None,88.0642131,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the NORTH just dropped a coin into a bowl, the most likely next event is:",0,4,4,2,88.74689818,None,None,None,"[(None, 0.0), (0, 0)]",0.156850284,None,None,None,"[(None, 0.0), (0, 0)]",0.156850284,None,None,None,"[(None, 0.0), (0, 0)]",0.156850284,None,None,None,"[(None, 0.0), (0, 0)]",0.156850284,None,100,14.787,"[(None, 0.0), (100, 12.62), (100, 14.786)]",0.156850284,None,None,None,"[(None, 0.0), (0, 0)]",0.156850284,None,103.5473666,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the SOUTH just celebrated around a campfire, the most likely next event is:",0,5,5,4,104.2306038,None,None,None,"[(None, 0.0), (0, 0)]",0.155406641,None,None,None,"[(None, 0.0), (0, 0)]",0.155406641,None,None,None,"[(None, 0.0), (0, 0)]",0.155406641,None,100,5.274,"[(None, 0.0), (100, 4.372), (100, 5.274)]",0.155406641,None,None,None,"[(None, 0.0), (0, 0)]",0.155406641,None,None,None,"[(None, 0.0), (0, 0)]",0.155406641,None,109.5139164,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the SOUTH just held a torch together, the most likely next event is:",0,6,6,7,110.1969245,None,None,None,"[(None, 0.0), (0, 0)]",0.153576908,None,None,None,"[(None, 0.0), (0, 0)]",0.153576908,None,None,None,"[(None, 0.0), (0, 0)]",0.153576908,None,None,None,"[(None, 0.0), (0, 0)]",0.153576908,None,100,7.64,"[(None, 0.0), (100, 6.973), (100, 7.64)]",0.153576908,None,None,None,"[(None, 0.0), (0, 0)]",0.153576908,None,117.8470403,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
"When a couple from the NORTH just planted a flower, the most likely next event is:",0,7,7,1,118.5482171,None,None,None,"[(None, 0.0), (0, 0)]",0.165795081,None,None,None,"[(None, 0.0), (0, 0)]",0.165795081,None,None,None,"[(None, 0.0), (0, 0)]",0.165795081,None,100,9.977,"[(None, 0.0), (100, 8.409), (100, 9.977)]",0.165795081,None,None,None,"[(None, 0.0), (0, 0)]",0.165795081,None,None,None,"[(None, 0.0), (0, 0)]",0.165795081,None,128.5298481,None,1,10,2019_Aug_23_1019,schematest,3.1.3,59.49266228
