leftimage,rightimage,n,ITIfixation.started_mean,ITIfixation.started_raw,ITIfixation.started_std,ITIfixation.stopped_raw,Q.started_mean,Q.started_raw,Q.started_std,Q.stopped_raw,answer.keys_raw,answer.rt_mean,answer.rt_raw,answer.rt_std,answer.started_mean,answer.started_raw,answer.started_std,answer.stopped_raw,leftimageLoc.started_mean,leftimageLoc.started_raw,leftimageLoc.started_std,leftimageLoc.stopped_raw,rightimageLoc.started_mean,rightimageLoc.started_raw,rightimageLoc.started_std,rightimageLoc.stopped_raw,order
stimsday2details/wedding28.png,stimsday2details/wedding22.png,1.0,96.23833465576172,96.23833465576172,0.0,,91.7918930053711,91.7918930053711,0.0,,'k',4.423063278198242,4.423063278198242,0.0,91.7918930053711,91.7918930053711,0.0,,91.7918930053711,91.7918930053711,0.0,,91.7918930053711,91.7918930053711,0.0,,6.0
stimsday2details/wedding22.png,stimsday2details/wedding6.png,1.0,187.6860809326172,187.6860809326172,0.0,,181.12002563476562,181.12002563476562,0.0,,'k',6.550363540649414,6.550363540649414,0.0,181.12002563476562,181.12002563476562,0.0,,181.12002563476562,181.12002563476562,0.0,,181.12002563476562,181.12002563476562,0.0,,17.0
stimsday2details/wedding6.png,stimsday2details/wedding38.png,1.0,50.655399322509766,50.655399322509766,0.0,,44.44009017944336,44.44009017944336,0.0,,'k',6.185282230377197,6.185282230377197,0.0,44.44009017944336,44.44009017944336,0.0,,44.44009017944336,44.44009017944336,0.0,,44.44009017944336,44.44009017944336,0.0,,2.0
stimsday2details/wedding38.png,stimsday2details/wedding2.png,1.0,42.672420501708984,42.672420501708984,0.0,,36.50531005859375,36.50531005859375,0.0,,'k',6.144517421722412,6.144517421722412,0.0,36.50531005859375,36.50531005859375,0.0,,36.50531005859375,36.50531005859375,0.0,,36.50531005859375,36.50531005859375,0.0,,1.0
stimsday2details/wedding2.png,stimsday2details/wedding34.png,1.0,166.22018432617188,166.22018432617188,0.0,,156.2051239013672,156.2051239013672,0.0,,'k',9.985301971435547,9.985301971435547,0.0,156.2051239013672,156.2051239013672,0.0,,156.2051239013672,156.2051239013672,0.0,,156.2051239013672,156.2051239013672,0.0,,14.0
stimsday2details/wedding34.png,stimsday2details/wedding23.png,1.0,125.28777313232422,125.28777313232422,0.0,,117.20984649658203,117.20984649658203,0.0,,'k',8.056584358215332,8.056584358215332,0.0,117.20984649658203,117.20984649658203,0.0,,117.20984649658203,117.20984649658203,0.0,,117.20984649658203,117.20984649658203,0.0,,9.0
stimsday2details/wedding23.png,stimsday2details/wedding1.png,1.0,170.52066040039062,170.52066040039062,0.0,,167.95352172851562,167.95352172851562,0.0,,'k',2.5434179306030273,2.5434179306030273,0.0,167.95352172851562,167.95352172851562,0.0,,167.95352172851562,167.95352172851562,0.0,,167.95352172851562,167.95352172851562,0.0,,15.0
stimsday2details/wedding1.png,stimsday2details/wedding19.png,1.0,89.97134399414062,89.97134399414062,0.0,,82.65959930419922,82.65959930419922,0.0,,'k',7.285050392150879,7.285050392150879,0.0,82.65959930419922,82.65959930419922,0.0,,82.65959930419922,82.65959930419922,0.0,,82.65959930419922,82.65959930419922,0.0,,5.0
stimsday2details/wedding19.png,stimsday2details/wedding17.png,1.0,149.90367126464844,149.90367126464844,0.0,,141.43699645996094,141.43699645996094,0.0,,'k',8.438491821289062,8.438491821289062,0.0,141.43699645996094,141.43699645996094,0.0,,141.43699645996094,141.43699645996094,0.0,,141.43699645996094,141.43699645996094,0.0,,12.0
stimsday2details/wedding17.png,stimsday2details/wedding20.png,1.0,217.7863006591797,217.7863006591797,0.0,,212.20346069335938,212.20346069335938,0.0,,'l',5.564253807067871,5.564253807067871,0.0,212.20346069335938,212.20346069335938,0.0,,212.20346069335938,212.20346069335938,0.0,,212.20346069335938,212.20346069335938,0.0,,21.0
stimsday2details/wedding20.png,stimsday2details/wedding29.png,1.0,179.35348510742188,179.35348510742188,0.0,,172.25396728515625,172.25396728515625,0.0,,'k',7.068977355957031,7.068977355957031,0.0,172.25396728515625,172.25396728515625,0.0,,172.25396728515625,172.25396728515625,0.0,,172.25396728515625,172.25396728515625,0.0,,16.0
stimsday2details/wedding22.png,stimsday2details/wedding28.png,1.0,115.40473175048828,115.40473175048828,0.0,,105.63795471191406,105.63795471191406,0.0,,'l',9.742915153503418,9.742915153503418,0.0,105.63795471191406,105.63795471191406,0.0,,105.63795471191406,105.63795471191406,0.0,,105.63795471191406,105.63795471191406,0.0,,8.0
stimsday2details/wedding6.png,stimsday2details/wedding22.png,1.0,200.05294799804688,200.05294799804688,0.0,,196.8697509765625,196.8697509765625,0.0,,'l',3.160428762435913,3.160428762435913,0.0,196.8697509765625,196.8697509765625,0.0,,196.8697509765625,196.8697509765625,0.0,,196.8697509765625,196.8697509765625,0.0,,19.0
stimsday2details/wedding38.png,stimsday2details/wedding6.png,1.0,57.0213508605957,57.0213508605957,0.0,,52.39409637451172,52.39409637451172,0.0,,'l',4.605010032653809,4.605010032653809,0.0,52.39409637451172,52.39409637451172,0.0,,52.39409637451172,52.39409637451172,0.0,,52.39409637451172,52.39409637451172,0.0,,3.0
stimsday2details/wedding2.png,stimsday2details/wedding38.png,1.0,195.13681030273438,195.13681030273438,0.0,,189.4202117919922,189.4202117919922,0.0,,'l',5.694276332855225,5.694276332855225,0.0,189.4202117919922,189.4202117919922,0.0,,189.4202117919922,189.4202117919922,0.0,,189.4202117919922,189.4202117919922,0.0,,18.0
