1.8366 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
246.6922 	EXP 	text: autoDraw = True
247.7611 	DATA 	Keypress: equal
249.2610 	DATA 	Keypress: equal
250.7614 	DATA 	Keypress: equal
252.2609 	DATA 	Keypress: equal
253.7611 	DATA 	Keypress: equal
255.2612 	DATA 	Keypress: equal
256.7612 	DATA 	Keypress: equal
258.2605 	DATA 	Keypress: equal
259.7606 	DATA 	Keypress: equal
261.2605 	DATA 	Keypress: equal
262.7606 	DATA 	Keypress: equal
264.2605 	DATA 	Keypress: equal
265.7604 	DATA 	Keypress: equal
267.2605 	DATA 	Keypress: equal
268.7604 	DATA 	Keypress: equal
270.2603 	DATA 	Keypress: equal
271.7606 	DATA 	Keypress: equal
273.2603 	DATA 	Keypress: equal
274.7604 	DATA 	Keypress: equal
276.2604 	DATA 	Keypress: equal
277.7605 	DATA 	Keypress: equal
279.2604 	DATA 	Keypress: equal
280.7604 	DATA 	Keypress: equal
282.2604 	DATA 	Keypress: equal
283.7604 	DATA 	Keypress: equal
285.2604 	DATA 	Keypress: equal
286.7601 	DATA 	Keypress: equal
288.2604 	DATA 	Keypress: equal
289.7603 	DATA 	Keypress: equal
291.2602 	DATA 	Keypress: equal
292.7601 	DATA 	Keypress: equal
294.2602 	DATA 	Keypress: equal
295.5933 	DATA 	Keypress: space
295.7375 	EXP 	New trial (rep=0, index=8): OrderedDict([('cue', 'stimsday2details/C22.png')])
295.7582 	EXP 	cueImage: autoDraw = False
295.7582 	EXP 	text: autoDraw = False
295.7582 	EXP 	cueImage: image = 'stimsday2details/C22.png'
295.7582 	EXP 	cueImage: autoDraw = True
295.7582 	EXP 	text: autoDraw = True
295.7599 	DATA 	Keypress: equal
297.2599 	DATA 	Keypress: equal
298.7602 	DATA 	Keypress: equal
300.2601 	DATA 	Keypress: equal
301.7600 	DATA 	Keypress: equal
303.2599 	DATA 	Keypress: equal
304.7601 	DATA 	Keypress: equal
306.2599 	DATA 	Keypress: equal
307.7599 	DATA 	Keypress: equal
309.2598 	DATA 	Keypress: equal
310.7600 	DATA 	Keypress: equal
312.2598 	DATA 	Keypress: equal
313.7598 	DATA 	Keypress: equal
315.2598 	DATA 	Keypress: equal
316.7597 	DATA 	Keypress: equal
318.2599 	DATA 	Keypress: equal
319.7597 	DATA 	Keypress: equal
321.2597 	DATA 	Keypress: equal
322.7600 	DATA 	Keypress: equal
324.2598 	DATA 	Keypress: equal
325.7597 	DATA 	Keypress: equal
327.2597 	DATA 	Keypress: equal
327.6763 	DATA 	Keypress: space
327.8149 	EXP 	New trial (rep=0, index=9): OrderedDict([('cue', 'stimsday2details/C19.png')])
327.8412 	EXP 	cueImage: autoDraw = False
327.8412 	EXP 	text: autoDraw = False
327.8412 	EXP 	cueImage: image = 'stimsday2details/C19.png'
327.8412 	EXP 	cueImage: autoDraw = True
327.8412 	EXP 	text: autoDraw = True
328.7598 	DATA 	Keypress: equal
330.2598 	DATA 	Keypress: equal
331.7599 	DATA 	Keypress: equal
333.2596 	DATA 	Keypress: equal
334.7598 	DATA 	Keypress: equal
336.2596 	DATA 	Keypress: equal
337.7595 	DATA 	Keypress: equal
339.2596 	DATA 	Keypress: equal
340.7596 	DATA 	Keypress: equal
342.2597 	DATA 	Keypress: equal
343.7598 	DATA 	Keypress: equal
345.2597 	DATA 	Keypress: equal
346.7596 	DATA 	Keypress: equal
348.2596 	DATA 	Keypress: equal
349.7595 	DATA 	Keypress: equal
351.2596 	DATA 	Keypress: equal
352.7608 	DATA 	Keypress: equal
354.2596 	DATA 	Keypress: equal
355.7593 	DATA 	Keypress: equal
357.2593 	DATA 	Keypress: equal
358.7596 	DATA 	Keypress: equal
360.2592 	DATA 	Keypress: equal
361.7593 	DATA 	Keypress: equal
363.2597 	DATA 	Keypress: equal
364.7592 	DATA 	Keypress: equal
366.2592 	DATA 	Keypress: equal
367.7592 	DATA 	Keypress: equal
369.2594 	DATA 	Keypress: equal
370.7591 	DATA 	Keypress: equal
371.0439 	DATA 	Keypress: space
371.2056 	EXP 	New trial (rep=0, index=10): OrderedDict([('cue', 'stimsday2details/C29.png')])
371.2239 	EXP 	cueImage: autoDraw = False
371.2239 	EXP 	text: autoDraw = False
371.2239 	EXP 	cueImage: image = 'stimsday2details/C29.png'
371.2239 	EXP 	cueImage: autoDraw = True
371.2239 	EXP 	text: autoDraw = True
372.2593 	DATA 	Keypress: equal
373.7591 	DATA 	Keypress: equal
375.2593 	DATA 	Keypress: equal
376.7594 	DATA 	Keypress: equal
378.2593 	DATA 	Keypress: equal
379.7589 	DATA 	Keypress: equal
381.2589 	DATA 	Keypress: equal
382.7589 	DATA 	Keypress: equal
384.2590 	DATA 	Keypress: equal
385.7592 	DATA 	Keypress: equal
387.2594 	DATA 	Keypress: equal
388.7589 	DATA 	Keypress: equal
390.2589 	DATA 	Keypress: equal
391.7590 	DATA 	Keypress: equal
393.2589 	DATA 	Keypress: equal
394.7589 	DATA 	Keypress: equal
396.2590 	DATA 	Keypress: equal
397.7589 	DATA 	Keypress: equal
399.2590 	DATA 	Keypress: equal
400.7588 	DATA 	Keypress: equal
402.2589 	DATA 	Keypress: equal
402.3752 	DATA 	Keypress: space
402.5557 	EXP 	New trial (rep=0, index=11): OrderedDict([('cue', 'stimsday2details/C1.png')])
402.5736 	EXP 	cueImage: autoDraw = False
402.5736 	EXP 	text: autoDraw = False
402.5736 	EXP 	cueImage: image = 'stimsday2details/C1.png'
402.5736 	EXP 	cueImage: autoDraw = True
402.5736 	EXP 	text: autoDraw = True
403.7590 	DATA 	Keypress: equal
405.2587 	DATA 	Keypress: equal
406.7593 	DATA 	Keypress: equal
408.2588 	DATA 	Keypress: equal
409.7587 	DATA 	Keypress: equal
411.2588 	DATA 	Keypress: equal
412.7586 	DATA 	Keypress: equal
414.2585 	DATA 	Keypress: equal
415.7589 	DATA 	Keypress: equal
417.2586 	DATA 	Keypress: equal
418.7588 	DATA 	Keypress: equal
420.2585 	DATA 	Keypress: equal
421.7586 	DATA 	Keypress: equal
423.2588 	DATA 	Keypress: equal
424.7586 	DATA 	Keypress: equal
426.2586 	DATA 	Keypress: equal
427.7584 	DATA 	Keypress: equal
429.2584 	DATA 	Keypress: equal
430.7584 	DATA 	Keypress: equal
432.2584 	DATA 	Keypress: equal
433.7583 	DATA 	Keypress: equal
435.2587 	DATA 	Keypress: equal
436.7587 	DATA 	Keypress: equal
438.2583 	DATA 	Keypress: equal
438.5246 	DATA 	Keypress: space
438.7398 	EXP 	cueImage: autoDraw = False
438.7398 	EXP 	text: autoDraw = False
439.0113 	EXP 	window1: mouseVisible = True
