cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,text_2.started,text_2.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,cueImage.started,cueImage.stopped,keyToMoveOn.keys,keyToMoveOn.rt,keyToMoveOn.started,keyToMoveOn.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,g,10.988077681977302,6.909368251101114,None,,,,,,,,,,,,,,,,,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
,,,,,,,,,6.909368251101114,None,17.909830413060263,None,equal,12.834494006936438,17.909830413060263,None,,,,,,,,,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C22.png,0,0,0,6,,,,,,,,,,,,,30.793206570087932,None,space,86.37202376697678,30.793206570087932,None,30.793206570087932,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C19.png,0,1,1,4,,,,,,,,,,,,,117.32553671102505,None,space,90.36742208199576,117.32553671102505,None,117.32553671102505,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C1.png,0,2,2,0,,,,,,,,,,,,,207.85784523305483,None,space,55.63847926503513,207.85784523305483,None,207.85784523305483,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C6.png,0,3,3,2,,,,,,,,,,,,,263.6571161900647,None,space,69.37158850103151,263.6571161900647,None,263.6571161900647,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C23.png,0,4,4,7,,,,,,,,,,,,,333.2057106620632,None,space,65.7345768599771,333.2057106620632,None,333.2057106620632,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C28.png,0,5,5,8,,,,,,,,,,,,,399.1045027190121,None,space,108.40504710294772,399.1045027190121,None,399.1045027190121,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C34.png,0,6,6,10,,,,,,,,,,,,,507.67478501203004,None,space,94.56741741497535,507.67478501203004,None,507.67478501203004,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C17.png,0,7,7,3,,,,,,,,,,,,,602.4028056490934,None,space,65.08733484800905,602.4028056490934,None,602.4028056490934,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C2.png,0,8,8,1,,,,,,,,,,,,,667.667654384044,None,space,78.28832845808938,667.667654384044,None,667.667654384044,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C29.png,0,9,9,9,,,,,,,,,,,,,746.1168894671137,None,space,85.80067229189444,746.1168894671137,None,746.1168894671137,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C38.png,0,10,10,11,,,,,,,,,,,,,832.0827673660824,None,space,105.70383936795406,832.0827673660824,None,832.0827673660824,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
stimsday2details/C20.png,0,11,11,5,,,,,,,,,,,,,937.9649527260335,None,space,111.58337666897569,937.9649527260335,None,937.9649527260335,None,001,3,2019_Jul_09_1604,recall,3.1.2,59.87613960905921,
