leftimage,rightimage,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,leftimageLoc.started,leftimageLoc.stopped,rightimageLoc.started,rightimageLoc.stopped,answer.keys,answer.rt,answer.started,answer.stopped,Q.started,Q.stopped,ITIfixation.started,ITIfixation.stopped,session,participant,date,expName,psychopyVersion,frameRate,
stimsday2details/wedding23.png,stimsday2details/wedding19.png,0,0,0,15,9.970283011999982,None,9.970283011999982,None,k,30.394250044000273,9.970283011999982,None,9.970283011999982,None,40.42560339400006,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding19.png,stimsday2details/wedding29.png,0,1,1,14,42.207390811000096,None,42.207390811000096,None,l,2.49469357199996,42.207390811000096,None,42.207390811000096,None,44.72435688199994,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding1.png,stimsday2details/wedding17.png,0,2,2,21,46.55798717500011,None,46.55798717500011,None,l,6.775401356000202,46.55798717500011,None,46.55798717500011,None,53.35750976700001,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding6.png,stimsday2details/wedding17.png,0,3,3,9,55.12388858899976,None,55.12388858899976,None,l,8.869564627000273,55.12388858899976,None,55.12388858899976,None,64.02345715899992,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding19.png,stimsday2details/wedding23.png,0,4,4,4,65.7572201590001,None,65.7572201590001,None,l,9.792459984999823,65.7572201590001,None,65.7572201590001,None,75.57406547900018,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding28.png,stimsday2details/wedding6.png,0,5,5,8,77.36200204999977,None,77.36200204999977,None,l,4.584498175000135,77.36200204999977,None,77.36200204999977,None,81.97361505399977,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding38.png,stimsday2details/wedding22.png,0,6,6,11,83.77707654400001,None,83.77707654400001,None,l,14.088784448999832,83.77707654400001,None,83.77707654400001,None,97.89054520199988,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding17.png,stimsday2details/wedding1.png,0,7,7,10,99.62476485600018,None,99.62476485600018,None,k,7.206015985999784,99.62476485600018,None,99.62476485600018,None,106.85705092099988,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding38.png,stimsday2details/wedding20.png,0,8,8,1,108.62408898100011,None,108.62408898100011,None,l,3.7914194459999635,108.62408898100011,None,108.62408898100011,None,112.44026604700002,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding17.png,stimsday2details/wedding6.png,0,9,9,20,114.17398331000004,None,114.17398331000004,None,k,5.858495016000234,114.17398331000004,None,114.17398331000004,None,120.0564338969998,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding20.png,stimsday2details/wedding29.png,0,10,10,2,121.79053831100009,None,121.79053831100009,None,l,2.3207160160000058,121.79053831100009,None,121.79053831100009,None,124.13982948400007,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding22.png,stimsday2details/wedding38.png,0,11,11,0,125.87362662099986,None,125.87362662099986,None,k,2.6106634380003015,125.87362662099986,None,125.87362662099986,None,128.5067473260001,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding34.png,stimsday2details/wedding2.png,0,12,12,6,130.33929566400002,None,130.33929566400002,None,l,2.6575217199997496,130.33929566400002,None,130.33929566400002,None,133.0228761799999,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding28.png,stimsday2details/wedding2.png,0,13,13,18,134.74388753899984,None,134.74388753899984,None,l,8.628051867000067,134.74388753899984,None,134.74388753899984,None,143.3894691810001,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding6.png,stimsday2details/wedding28.png,0,14,14,19,145.12177156400003,None,145.12177156400003,None,k,2.95984979800005,145.12177156400003,None,145.12177156400003,None,148.106062974,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding20.png,stimsday2details/wedding38.png,0,15,15,12,149.8396230809999,None,149.8396230809999,None,k,1.8144744579999497,149.8396230809999,None,149.8396230809999,None,151.673014299,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding29.png,stimsday2details/wedding19.png,0,16,16,3,153.40603899300004,None,153.40603899300004,None,k,1.8379596680001669,153.40603899300004,None,153.40603899300004,None,155.27306335899993,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding23.png,stimsday2details/wedding34.png,0,17,17,5,157.17261785399978,None,157.17261785399978,None,l,5.117559435999738,157.17261785399978,None,157.17261785399978,None,162.32267169399984,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding34.png,stimsday2details/wedding23.png,0,18,18,16,164.042943207,None,164.042943207,None,k,1.8729159600002276,164.042943207,None,164.042943207,None,165.93962769900008,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding2.png,stimsday2details/wedding34.png,0,19,19,17,167.67281289599987,None,167.67281289599987,None,l,3.2227503680001064,167.67281289599987,None,167.67281289599987,None,170.9224828739998,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding2.png,stimsday2details/wedding28.png,0,20,20,7,172.6388092860002,None,172.6388092860002,None,l,7.379603035999935,172.6388092860002,None,172.6388092860002,None,180.03949060700006,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
stimsday2details/wedding29.png,stimsday2details/wedding20.png,0,21,21,13,181.7728090730002,None,181.7728090730002,None,k,2.589751337999587,181.7728090730002,None,181.7728090730002,None,184.38880518399992,None,001,26,2019_Nov_12_1631,sequencetask,3.1.3,59.711504819815296,
