cue,n,cueImage.started_mean,cueImage.started_raw,cueImage.started_std,cueImage.stopped_raw,keyToMoveOn.keys_raw,keyToMoveOn.rt_mean,keyToMoveOn.rt_raw,keyToMoveOn.rt_std,keyToMoveOn.started_mean,keyToMoveOn.started_raw,keyToMoveOn.started_std,keyToMoveOn.stopped_raw,text.started_mean,text.started_raw,text.started_std,text.stopped_raw,order
stimsday2details/C1.png,1.0,84.91033935546875,84.91033935546875,0.0,,'space',66.71765899658203,66.71765899658203,0.0,84.91033935546875,84.91033935546875,0.0,,84.91033935546875,84.91033935546875,0.0,,1.0
stimsday2details/C2.png,1.0,200.84217834472656,200.84217834472656,0.0,,'space',43.76810073852539,43.76810073852539,0.0,200.84217834472656,200.84217834472656,0.0,,200.84217834472656,200.84217834472656,0.0,,3.0
stimsday2details/C6.png,1.0,434.589111328125,434.589111328125,0.0,,'space',43.367919921875,43.367919921875,0.0,434.589111328125,434.589111328125,0.0,,434.589111328125,434.589111328125,0.0,,8.0
stimsday2details/C17.png,1.0,26.444414138793945,26.444414138793945,0.0,,'space',58.30112838745117,58.30112838745117,0.0,26.444414138793945,26.444414138793945,0.0,,26.444414138793945,26.444414138793945,0.0,,0.0
stimsday2details/C19.png,1.0,379.2898254394531,379.2898254394531,0.0,,'space',55.13462448120117,55.13462448120117,0.0,379.2898254394531,379.2898254394531,0.0,,379.2898254394531,379.2898254394531,0.0,,7.0
stimsday2details/C20.png,1.0,590.6538696289062,590.6538696289062,0.0,,'space',59.017860412597656,59.017860412597656,0.0,590.6538696289062,590.6538696289062,0.0,,590.6538696289062,590.6538696289062,0.0,,11.0
stimsday2details/C22.png,1.0,525.2713012695312,525.2713012695312,0.0,,'space',65.21761322021484,65.21761322021484,0.0,525.2713012695312,525.2713012695312,0.0,,525.2713012695312,525.2713012695312,0.0,,10.0
stimsday2details/C23.png,1.0,478.1219482421875,478.1219482421875,0.0,,'space',46.98442077636719,46.98442077636719,0.0,478.1219482421875,478.1219482421875,0.0,,478.1219482421875,478.1219482421875,0.0,,9.0
stimsday2details/C28.png,1.0,332.7904968261719,332.7904968261719,0.0,,'space',46.35121536254883,46.35121536254883,0.0,332.7904968261719,332.7904968261719,0.0,,332.7904968261719,332.7904968261719,0.0,,6.0
stimsday2details/C29.png,1.0,282.324462890625,282.324462890625,0.0,,'space',50.30118942260742,50.30118942260742,0.0,282.324462890625,282.324462890625,0.0,,282.324462890625,282.324462890625,0.0,,5.0
stimsday2details/C34.png,1.0,151.79281616210938,151.79281616210938,0.0,,'space',48.88459396362305,48.88459396362305,0.0,151.79281616210938,151.79281616210938,0.0,,151.79281616210938,151.79281616210938,0.0,,2.0
stimsday2details/C38.png,1.0,244.77511596679688,244.77511596679688,0.0,,'space',37.36779022216797,37.36779022216797,0.0,244.77511596679688,244.77511596679688,0.0,,244.77511596679688,244.77511596679688,0.0,,4.0

extraInfo
session,001
participant,26
date,2019_Nov_12_1608
expName,recall
psychopyVersion,3.1.2
frameRate,60.00254843031858
