cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,text_2.started,text_2.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,cueImage.started,cueImage.stopped,keyToMoveOn.keys,keyToMoveOn.rt,keyToMoveOn.started,keyToMoveOn.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,g,0.2707858479116112,7.777922070818022,None,,,,,,,,,,,,,,,,,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
,,,,,,,,,7.777922070818022,None,8.061313520884141,None,equal,18.31879129796289,8.061313520884141,None,,,,,,,,,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C17.png,0,0,0,3,,,,,,,,,,,,,26.44441395998001,None,space,58.30112726287916,26.44441395998001,None,26.44441395998001,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C1.png,0,1,1,0,,,,,,,,,,,,,84.91034296387807,None,space,66.71765657817014,84.91034296387807,None,84.91034296387807,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C34.png,0,2,2,10,,,,,,,,,,,,,151.79281639889814,None,space,48.88459430797957,151.79281639889814,None,151.79281639889814,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C2.png,0,3,3,1,,,,,,,,,,,,,200.84217902482487,None,space,43.76810021116398,200.84217902482487,None,200.84217902482487,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C38.png,0,4,4,11,,,,,,,,,,,,,244.77511545084417,None,space,37.36778888804838,244.77511545084417,None,244.77511545084417,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C29.png,0,5,5,9,,,,,,,,,,,,,282.32447342784144,None,space,50.30119040189311,282.32447342784144,None,282.32447342784144,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C28.png,0,6,6,8,,,,,,,,,,,,,332.7904990708921,None,space,46.35121613997035,332.7904990708921,None,332.7904990708921,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C19.png,0,7,7,4,,,,,,,,,,,,,379.28983531100675,None,space,55.13462635013275,379.28983531100675,None,379.28983531100675,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C6.png,0,8,8,2,,,,,,,,,,,,,434.58912412286736,None,space,43.36792137194425,434.58912412286736,None,434.58912412286736,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C23.png,0,9,9,7,,,,,,,,,,,,,478.1219400288537,None,space,46.98441924597137,478.1219400288537,None,478.1219400288537,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C22.png,0,10,10,6,,,,,,,,,,,,,525.2713004609104,None,space,65.2176158290822,525.2713004609104,None,525.2713004609104,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
stimsday2details/C20.png,0,11,11,5,,,,,,,,,,,,,590.6538579480257,None,space,59.01785977697,590.6538579480257,None,590.6538579480257,None,001,26,2019_Nov_12_1608,recall,3.1.2,60.00254843031858,
