,onsets,offsets,weddNr
0,392.0,420.0,1.0
1,69.0,98.0,2.0
2,163.0,207.0,6.0
3,307.0,339.0,17.0
4,35.0,68.0,19.0
5,121.0,162.0,20.0
6,246.0,306.0,22.0
7,3.0,34.0,23.0
8,208.0,245.0,28.0
9,421.0,99998.0,29.0
10,99.0,120.0,34.0
11,340.0,391.0,38.0
