,onsets,offsets,weddNr
0,251.0,306.0,1.0
1,340.0,376.0,2.0
2,3.0,42.0,6.0
3,377.0,410.0,17.0
4,444.0,99998.0,19.0
5,43.0,86.0,20.0
6,87.0,136.0,22.0
7,181.0,208.0,23.0
8,307.0,339.0,28.0
9,411.0,443.0,29.0
10,209.0,250.0,34.0
11,137.0,180.0,38.0
