,onsets,offsets,weddNr
0,268,366,1
1,826,985,2
2,590,753,6
3,986,1054,17
4,183,267,19
5,3,79,20
6,482,589,22
7,1135,99998,23
8,367,481,28
9,754,825,29
10,1055,1134,34
11,80,182,38
