,onsets,offsets,weddNr
0,63.0,104.0,1.0
1,341.0,368.0,2.0
2,304.0,340.0,6.0
3,242.0,269.0,17.0
4,105.0,144.0,19.0
5,369.0,99998.0,20.0
6,3.0,28.0,22.0
7,270.0,303.0,23.0
8,177.0,207.0,28.0
9,29.0,62.0,29.0
10,145.0,176.0,34.0
11,208.0,241.0,38.0
