,onsets,offsets,weddNr
0,253.0,99998.0,1.0
1,22.0,42.0,2.0
2,3.0,21.0,6.0
3,70.0,89.0,17.0
4,203.0,231.0,19.0
5,149.0,181.0,20.0
6,182.0,202.0,22.0
7,136.0,148.0,23.0
8,90.0,115.0,28.0
9,232.0,252.0,29.0
10,43.0,69.0,34.0
11,116.0,135.0,38.0
