,onsets,offsets,weddNr
0,98.0,118.0,1.0
1,65.0,97.0,2.0
2,212.0,232.0,6.0
3,33.0,64.0,17.0
4,119.0,157.0,19.0
5,185.0,211.0,20.0
6,290.0,321.0,22.0
7,233.0,248.0,23.0
8,158.0,184.0,28.0
9,249.0,289.0,29.0
10,322.0,99998.0,34.0
11,3.0,32.0,38.0
