,onsets,offsets,weddNr
0,52.0,122.0,1.0
1,185.0,246.0,2.0
2,431.0,489.0,6.0
3,3.0,51.0,17.0
4,636.0,699.0,19.0
5,247.0,314.0,20.0
6,490.0,550.0,22.0
7,386.0,430.0,23.0
8,700.0,99998.0,28.0
9,551.0,635.0,29.0
10,123.0,184.0,34.0
11,315.0,385.0,38.0
