6.2458 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1440, 900]. Using actual size
6.9702 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1360d5b70>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1361fde48>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([2880, 1800]), stereo=False, units='norm', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.9702 	EXP 	window1: recordFrameIntervals = False
7.1529 	EXP 	window1: recordFrameIntervals = True
7.3365 	EXP 	window1: recordFrameIntervals = False
7.5639 	EXP 	Created leftimageLoc = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='leftimageLoc', opacity=1.0, ori=0.0, pos=array([-0.5,  0. ]), size=array([0.87, 1.  ]), texRes=128, units='norm', win=Window(...))
7.5652 	EXP 	Created rightimageLoc = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='rightimageLoc', opacity=1.0, ori=0.0, pos=array([0.5, 0. ]), size=array([0.87, 1.  ]), texRes=128, units='norm', win=Window(...))
7.6549 	EXP 	Created Q = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='Q', opacity=1.0, ori=0, pos=array([0. , 0.5]), rgb=array([255., 255., 255.]), text='Which one came first?', units='norm', win=Window(...), wrapWidth=1)
7.6577 	EXP 	Created ITIfixation = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='ITIfixation', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='+', units='norm', win=Window(...), wrapWidth=1)
7.6690 	EXP 	Imported subj25_day2_sequence.csv as conditions, 22 conditions, 2 params
7.6694 	EXP 	Created sequence: random, trialTypes=22, nReps=1, seed=None
7.6698 	EXP 	New trial (rep=0, index=0): OrderedDict([('leftimage', 'stimsday2details/wedding19.png'), ('rightimage', 'stimsday2details/wedding20.png')])
8.1515 	EXP 	leftimageLoc: image = 'stimsday2details/wedding19.png'
8.1515 	EXP 	rightimageLoc: image = 'stimsday2details/wedding20.png'
8.1515 	EXP 	leftimageLoc: autoDraw = True
8.1515 	EXP 	rightimageLoc: autoDraw = True
8.1515 	EXP 	Q: autoDraw = True
21.7962 	DATA 	Keypress: l
21.8044 	EXP 	leftimageLoc: autoDraw = False
21.8044 	EXP 	rightimageLoc: autoDraw = False
21.8044 	EXP 	Q: autoDraw = False
21.8044 	EXP 	ITIfixation: autoDraw = True
23.2897 	EXP 	New trial (rep=0, index=1): OrderedDict([('leftimage', 'stimsday2details/wedding6.png'), ('rightimage', 'stimsday2details/wedding38.png')])
23.6383 	EXP 	ITIfixation: autoDraw = False
23.6383 	EXP 	ITIfixation: autoDraw = False
23.6383 	EXP 	leftimageLoc: image = 'stimsday2details/wedding6.png'
23.6383 	EXP 	rightimageLoc: image = 'stimsday2details/wedding38.png'
23.6383 	EXP 	leftimageLoc: autoDraw = True
23.6383 	EXP 	rightimageLoc: autoDraw = True
23.6383 	EXP 	Q: autoDraw = True
31.5282 	DATA 	Keypress: k
31.5375 	EXP 	leftimageLoc: autoDraw = False
31.5375 	EXP 	rightimageLoc: autoDraw = False
31.5375 	EXP 	Q: autoDraw = False
31.5375 	EXP 	ITIfixation: autoDraw = True
33.0227 	EXP 	New trial (rep=0, index=2): OrderedDict([('leftimage', 'stimsday2details/wedding34.png'), ('rightimage', 'stimsday2details/wedding23.png')])
33.3588 	EXP 	ITIfixation: autoDraw = False
33.3588 	EXP 	ITIfixation: autoDraw = False
33.3588 	EXP 	leftimageLoc: image = 'stimsday2details/wedding34.png'
33.3588 	EXP 	rightimageLoc: image = 'stimsday2details/wedding23.png'
33.3588 	EXP 	leftimageLoc: autoDraw = True
33.3588 	EXP 	rightimageLoc: autoDraw = True
33.3588 	EXP 	Q: autoDraw = True
37.6943 	DATA 	Keypress: k
37.7041 	EXP 	leftimageLoc: autoDraw = False
37.7041 	EXP 	rightimageLoc: autoDraw = False
37.7041 	EXP 	Q: autoDraw = False
37.7041 	EXP 	ITIfixation: autoDraw = True
39.1892 	EXP 	New trial (rep=0, index=3): OrderedDict([('leftimage', 'stimsday2details/wedding22.png'), ('rightimage', 'stimsday2details/wedding23.png')])
39.4712 	EXP 	ITIfixation: autoDraw = False
39.4712 	EXP 	ITIfixation: autoDraw = False
39.4712 	EXP 	leftimageLoc: image = 'stimsday2details/wedding22.png'
39.4712 	EXP 	rightimageLoc: image = 'stimsday2details/wedding23.png'
39.4712 	EXP 	leftimageLoc: autoDraw = True
39.4712 	EXP 	rightimageLoc: autoDraw = True
39.4712 	EXP 	Q: autoDraw = True
42.0066 	DATA 	Keypress: k
42.0211 	EXP 	leftimageLoc: autoDraw = False
42.0211 	EXP 	rightimageLoc: autoDraw = False
42.0211 	EXP 	Q: autoDraw = False
42.0211 	EXP 	ITIfixation: autoDraw = True
43.5044 	EXP 	New trial (rep=0, index=4): OrderedDict([('leftimage', 'stimsday2details/wedding2.png'), ('rightimage', 'stimsday2details/wedding17.png')])
43.9380 	EXP 	ITIfixation: autoDraw = False
43.9380 	EXP 	ITIfixation: autoDraw = False
43.9380 	EXP 	leftimageLoc: image = 'stimsday2details/wedding2.png'
43.9380 	EXP 	rightimageLoc: image = 'stimsday2details/wedding17.png'
43.9380 	EXP 	leftimageLoc: autoDraw = True
43.9380 	EXP 	rightimageLoc: autoDraw = True
43.9380 	EXP 	Q: autoDraw = True
52.9942 	DATA 	Keypress: l
53.0035 	EXP 	leftimageLoc: autoDraw = False
53.0035 	EXP 	rightimageLoc: autoDraw = False
53.0035 	EXP 	Q: autoDraw = False
53.0035 	EXP 	ITIfixation: autoDraw = True
54.4891 	EXP 	New trial (rep=0, index=5): OrderedDict([('leftimage', 'stimsday2details/wedding38.png'), ('rightimage', 'stimsday2details/wedding6.png')])
54.7375 	EXP 	ITIfixation: autoDraw = False
54.7375 	EXP 	ITIfixation: autoDraw = False
54.7375 	EXP 	leftimageLoc: image = 'stimsday2details/wedding38.png'
54.7375 	EXP 	rightimageLoc: image = 'stimsday2details/wedding6.png'
54.7375 	EXP 	leftimageLoc: autoDraw = True
54.7375 	EXP 	rightimageLoc: autoDraw = True
54.7375 	EXP 	Q: autoDraw = True
59.1072 	DATA 	Keypress: l
59.1210 	EXP 	leftimageLoc: autoDraw = False
59.1210 	EXP 	rightimageLoc: autoDraw = False
59.1210 	EXP 	Q: autoDraw = False
59.1210 	EXP 	ITIfixation: autoDraw = True
60.6056 	EXP 	New trial (rep=0, index=6): OrderedDict([('leftimage', 'stimsday2details/wedding34.png'), ('rightimage', 'stimsday2details/wedding38.png')])
60.8538 	EXP 	ITIfixation: autoDraw = False
60.8538 	EXP 	ITIfixation: autoDraw = False
60.8538 	EXP 	leftimageLoc: image = 'stimsday2details/wedding34.png'
60.8538 	EXP 	rightimageLoc: image = 'stimsday2details/wedding38.png'
60.8538 	EXP 	leftimageLoc: autoDraw = True
60.8538 	EXP 	rightimageLoc: autoDraw = True
60.8538 	EXP 	Q: autoDraw = True
68.9079 	DATA 	Keypress: k
68.9201 	EXP 	leftimageLoc: autoDraw = False
68.9201 	EXP 	rightimageLoc: autoDraw = False
68.9201 	EXP 	Q: autoDraw = False
68.9201 	EXP 	ITIfixation: autoDraw = True
70.4055 	EXP 	New trial (rep=0, index=7): OrderedDict([('leftimage', 'stimsday2details/wedding23.png'), ('rightimage', 'stimsday2details/wedding34.png')])
