condsFile,northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,QeggPainting1,Qcharacter1,Qgift1,QeggPainting2,Qcharacter2,Qgift2,Qname1,Qtheme1,Qname2,Qtheme2,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,image_3.started,image_3.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northOrSouthQ.keys,northOrSouthQ.started,northOrSouthQ.stopped,northorsouth2.started,northorsouth2.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.909460617229342,None,g,0.25404339795932174,8.909460617229342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.176134043373168,None,equal,15.168809185735881,9.176134043373168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_3.csv,north.png,stims/wedding-9.1a.mp4,stims/wedding-9.1b.mp4,stims/wedding-9.2a.mp4,stims/wedding-9.3a.mp4,stims/wedding-9.4a.mp4,stims/wedding-9.5.mp4,stimsday1details/newegg3.png,stimsday1details/newperson3.png,stimsday1details/gift9.png,stimsday1details/egg9.png,stimsday1details/couple9.png,stimsday1details/new3.png,stimsday1details/n9.png,stimsday1details/t9.png,stimsday1details/cn9.png,stimsday1details/ct9.png,0,0,0,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,24.379646256100386,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_3.csv,north.png,stims/wedding-9.1a.mp4,stims/wedding-9.1b.mp4,stims/wedding-9.2a.mp4,stims/wedding-9.3a.mp4,stims/wedding-9.4a.mp4,stims/wedding-9.5.mp4,stimsday1details/newegg3.png,stimsday1details/newperson3.png,stimsday1details/gift9.png,stimsday1details/egg9.png,stimsday1details/couple9.png,stimsday1details/new3.png,stimsday1details/n9.png,stimsday1details/t9.png,stimsday1details/cn9.png,stimsday1details/ct9.png,0,0,0,2,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6388455028645694,None,36.87584719620645,51.22560650808737,51.2422768692486,60.225487736053765,60.24207754898816,77.22527013905346,77.24194167507812,81.22521445900202,81.24188532307744,None,104.24158806912601,108.22487235814333,108.24154891399667,132.224566468969,132.24123321613297,None,['2'],[2.2351689161732793],76.24194881739095,81.22521445900202,['1'],[2.38537414977327],103.24160691397265,108.22487235814333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_3.csv,north.png,stims/wedding-9.1a.mp4,stims/wedding-9.1b.mp4,stims/wedding-9.2a.mp4,stims/wedding-9.3a.mp4,stims/wedding-9.4a.mp4,stims/wedding-9.5.mp4,stimsday1details/newegg3.png,stimsday1details/newperson3.png,stimsday1details/gift9.png,stimsday1details/egg9.png,stimsday1details/couple9.png,stimsday1details/new3.png,stimsday1details/n9.png,stimsday1details/t9.png,stimsday1details/cn9.png,stimsday1details/ct9.png,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9008369892835617e-05,None,None,146.92438260326162,None,146.92438260326162,None,146.92438260326162,None,148.92435324424878,None,None,148.92435324424878,None,148.92435324424878,None,150.92432979121804,None,150.92432979121804,None,None,150.92432979121804,None,None,152.92431038198993,None,152.92431038198993,None,152.92431038198993,None,154.92427414422855,None,154.92427414422855,None,None,154.92427414422855,None,156.92425739439204,None,None,156.92425739439204,None,156.92425739439204,None,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_2.csv,north.png,stims/wedding-5.1a.mp4,stims/wedding-5.1b.mp4,stims/wedding-5.2a.mp4,stims/wedding-5.3a.mp4,stims/wedding-5.4a.mp4,stims/wedding-5.5.mp4,stimsday1details/newegg2.png,stimsday1details/couple5.png,stimsday1details/gift5.png,stimsday1details/egg5.png,stimsday1details/newperson2.png,stimsday1details/new2.png,stimsday1details/cn5.png,stimsday1details/ct5.png,stimsday1details/n5.png,stimsday1details/t5.png,0,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,159.0909031801857,None,2.8402850492857397,None,168.9241608553566,183.09057031897828,183.10733981896192,192.09046769421548,192.10713578714058,209.09018905926496,209.1069137030281,232.08995091821998,232.10661052400246,256.089646182023,256.10631530499086,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_2.csv,north.png,stims/wedding-5.1a.mp4,stims/wedding-5.1b.mp4,stims/wedding-5.2a.mp4,stims/wedding-5.3a.mp4,stims/wedding-5.4a.mp4,stims/wedding-5.5.mp4,stimsday1details/newegg2.png,stimsday1details/couple5.png,stimsday1details/gift5.png,stimsday1details/egg5.png,stimsday1details/newperson2.png,stimsday1details/new2.png,stimsday1details/cn5.png,stimsday1details/ct5.png,stimsday1details/n5.png,stimsday1details/t5.png,0,1,1,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_2.csv,north.png,stims/wedding-5.1a.mp4,stims/wedding-5.1b.mp4,stims/wedding-5.2a.mp4,stims/wedding-5.3a.mp4,stims/wedding-5.4a.mp4,stims/wedding-5.5.mp4,stimsday1details/newegg2.png,stimsday1details/couple5.png,stimsday1details/gift5.png,stimsday1details/egg5.png,stimsday1details/newperson2.png,stimsday1details/new2.png,stimsday1details/cn5.png,stimsday1details/ct5.png,stimsday1details/n5.png,stimsday1details/t5.png,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3523887395858765e-05,None,None,274.03941608499736,None,274.03941608499736,None,274.03941608499736,None,276.03939433023334,None,None,276.03939433023334,None,276.03939433023334,None,278.039373641368,None,278.039373641368,None,None,278.039373641368,None,None,280.03936094930395,None,280.03936094930395,None,280.03936094930395,None,282.03934762626886,None,282.03934762626886,None,None,282.03934762626886,None,284.0393605879508,None,None,284.0393605879508,None,284.0393605879508,None,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_1.csv,north.png,stims/wedding-3.1a.mp4,stims/wedding-3.1b.mp4,stims/wedding-3.2a.mp4,stims/wedding-3.3a.mp4,stims/wedding-3.4a.mp4,stims/wedding-3.5.mp4,stimsday1details/egg3.png,stimsday1details/couple3.png,stimsday1details/new1.png,stimsday1details/newegg1.png,stimsday1details/newperson1.png,stimsday1details/gift3.png,stimsday1details/cn3.png,stimsday1details/t3.png,stimsday1details/n3.png,stimsday1details/ct3.png,0,2,2,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,286.22253310494125,None,2.7593118506483734,None,295.9892001422122,310.2389401602559,310.2556184339337,None,319.2555059553124,336.23862230824307,336.2552278810181,359.2383334143087,359.2549960501492,None,383.25468818238005,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
videoBlock_schemaN_pathA_1.csv,north.png,stims/wedding-3.1a.mp4,stims/wedding-3.1b.mp4,stims/wedding-3.2a.mp4,stims/wedding-3.3a.mp4,stims/wedding-3.4a.mp4,stims/wedding-3.5.mp4,stimsday1details/egg3.png,stimsday1details/couple3.png,stimsday1details/new1.png,stimsday1details/newegg1.png,stimsday1details/newperson1.png,stimsday1details/gift3.png,stimsday1details/cn3.png,stimsday1details/t3.png,stimsday1details/n3.png,stimsday1details/ct3.png,0,2,2,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,30,2019_Nov_25_1624,Block3,3.1.2,60.000576904002536,
