,onsets,offsets,weddNr
0,731.0,826.0,1.0
1,141.0,235.0,2.0
2,827.0,921.0,6.0
3,399.0,487.0,17.0
4,573.0,682.0,19.0
5,683.0,730.0,20.0
6,3.0,75.0,22.0
7,305.0,398.0,23.0
8,76.0,140.0,28.0
9,488.0,572.0,29.0
10,236.0,304.0,34.0
11,922.0,99998.0,38.0
