cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,text_2.started,text_2.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,cueImage.started,cueImage.stopped,keyToMoveOn.keys,keyToMoveOn.rt,keyToMoveOn.started,keyToMoveOn.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,g,1.9902279833331704,6.528986598365009,None,,,,,,,,,,,,,,,,,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
,,,,,,,,,6.528986598365009,None,8.528957471251488,None,equal,22.193647630047053,8.528957471251488,None,,,,,,,,,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C22.png,0,0,0,6,,,,,,,,,,,,,30.765541922301054,None,space,45.564620768185705,30.765541922301054,None,30.765541922301054,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C28.png,0,1,1,8,,,,,,,,,,,,,76.51078210398555,None,space,40.71848162310198,76.51078210398555,None,76.51078210398555,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C23.png,0,2,2,7,,,,,,,,,,,,,117.39336489699781,None,space,23.07410825183615,117.39336489699781,None,117.39336489699781,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C20.png,0,3,3,5,,,,,,,,,,,,,140.62635259330273,None,space,32.85597785562277,140.62635259330273,None,140.62635259330273,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C1.png,0,4,4,0,,,,,,,,,,,,,173.64345706114545,None,space,40.23237481620163,173.64345706114545,None,173.64345706114545,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C2.png,0,5,5,1,,,,,,,,,,,,,214.04293793532997,None,space,52.67106926301494,214.04293793532997,None,214.04293793532997,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C29.png,0,6,6,9,,,,,,,,,,,,,266.87547378614545,None,space,62.450299012009054,266.87547378614545,None,266.87547378614545,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C17.png,0,7,7,3,,,,,,,,,,,,,329.4916022219695,None,space,60.554924107156694,329.4916022219695,None,329.4916022219695,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C6.png,0,8,8,2,,,,,,,,,,,,,390.20723166596144,None,space,20.334933284670115,390.20723166596144,None,390.20723166596144,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C19.png,0,9,9,4,,,,,,,,,,,,,410.69513410609215,None,space,30.932306211907417,410.69513410609215,None,410.69513410609215,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C34.png,0,10,10,10,,,,,,,,,,,,,441.7902617282234,None,space,27.85528346011415,441.7902617282234,None,441.7902617282234,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
stimsday2details/C38.png,0,11,11,11,,,,,,,,,,,,,469.79361974122,None,space,37.38520712591708,469.79361974122,None,469.79361974122,None,001,13,2019_Aug_28_1022,recall,3.1.2,59.998516663328424,
