,onsets,offsets,weddNr
0,301.0,342.0,1.0
1,97.0,133.0,2.0
2,249.0,300.0,6.0
3,185.0,248.0,17.0
4,343.0,430.0,19.0
5,431.0,526.0,20.0
6,3.0,36.0,22.0
7,134.0,184.0,23.0
8,648.0,99998.0,28.0
9,37.0,96.0,29.0
10,587.0,647.0,34.0
11,527.0,586.0,38.0
