1.8328 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
6.1362 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
6.8047 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x132cfbe7b8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132ec2a0b8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.8047 	EXP 	window1: recordFrameIntervals = False
6.9707 	EXP 	window1: recordFrameIntervals = True
7.1542 	EXP 	window1: recordFrameIntervals = False
7.2770 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
7.2858 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
7.2927 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
7.3252 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.3706 	EXP 	text_2: autoDraw = True
7.6741 	DATA 	Keypress: g
7.6873 	EXP 	text_2: autoDraw = False
7.6873 	EXP 	waiting: autoDraw = True
24.6556 	DATA 	Keypress: equal
24.6650 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
24.6655 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
24.6659 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C38.png')])
24.7204 	EXP 	waiting: autoDraw = False
24.7204 	EXP 	cueImage: image = 'stimsday2details/C38.png'
24.7204 	EXP 	cueImage: autoDraw = True
24.7204 	EXP 	text: autoDraw = True
26.1556 	DATA 	Keypress: equal
27.6554 	DATA 	Keypress: equal
29.1552 	DATA 	Keypress: equal
30.6553 	DATA 	Keypress: equal
32.1552 	DATA 	Keypress: equal
33.6551 	DATA 	Keypress: equal
35.1554 	DATA 	Keypress: equal
36.6553 	DATA 	Keypress: equal
38.1552 	DATA 	Keypress: equal
39.6553 	DATA 	Keypress: equal
41.1551 	DATA 	Keypress: equal
42.6553 	DATA 	Keypress: equal
44.1553 	DATA 	Keypress: equal
45.6550 	DATA 	Keypress: equal
47.1550 	DATA 	Keypress: equal
48.6550 	DATA 	Keypress: equal
