,onsets,offsets,weddNr
0,492.0,521.0,1.0
1,442.0,491.0,2.0
2,307.0,359.0,6.0
3,360.0,408.0,17.0
4,3.0,47.0,19.0
5,409.0,441.0,20.0
6,184.0,243.0,22.0
7,522.0,99998.0,23.0
8,244.0,266.0,28.0
9,267.0,306.0,29.0
10,48.0,113.0,34.0
11,114.0,183.0,38.0
