,onsets,offsets,weddNr
0,42.0,86.0,1.0
1,119.0,148.0,2.0
2,275.0,303.0,6.0
3,3.0,41.0,17.0
4,238.0,274.0,19.0
5,379.0,99998.0,20.0
6,336.0,378.0,22.0
7,304.0,335.0,23.0
8,207.0,237.0,28.0
9,174.0,206.0,29.0
10,87.0,118.0,34.0
11,149.0,173.0,38.0
