date,time,group,subject,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2
71619,9:03:32,1,5,5.0.14.0,1,1,block1,pretrain,0,0,0,0,0,0,5000,22,C342.jpeg,50,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,1,2,block1,pretrain,0,0,0,0,0,0,5000,16,C232.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,3,block1,pretrain,0,0,0,0,0,0,5000,18,C282.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,4,block1,pretrain,0,0,0,0,0,0,5000,24,C382.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,5,block1,pretrain,0,0,0,0,0,0,5000,20,C292.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,6,block1,pretrain,0,0,0,0,0,0,5000,23,C381.jpeg,-8,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,1,7,block1,pretrain,0,0,0,0,0,0,5000,5,C61.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,8,block1,pretrain,0,0,0,0,0,0,5000,8,C172.jpeg,-8,1,blank,3990
71619,9:03:32,1,5,5.0.14.0,1,9,block1,pretrain,0,0,0,0,0,0,5000,3,C21.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,10,block1,pretrain,0,0,0,0,0,0,5000,1,C11.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,11,block1,pretrain,0,0,0,0,0,0,5000,6,C62.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,12,block1,pretrain,0,0,0,0,0,0,5000,19,C291.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,13,block1,pretrain,0,0,0,0,0,0,5000,12,C202.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,14,block1,pretrain,0,0,0,0,0,0,5000,14,C222.jpeg,-8,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,1,15,block1,pretrain,0,0,0,0,0,0,5000,17,C281.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,16,block1,pretrain,0,0,0,0,0,0,5000,11,C201.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,17,block1,pretrain,0,0,0,0,0,0,5000,15,C231.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,18,block1,pretrain,0,0,0,0,0,0,5000,2,C12.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,19,block1,pretrain,0,0,0,0,0,0,5000,4,C22.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,20,block1,pretrain,0,0,0,0,0,0,5000,7,C171.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,21,block1,pretrain,0,0,0,0,0,0,5000,10,C192.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,22,block1,pretrain,0,0,0,0,0,0,5000,21,C341.jpeg,-8,1,blank,3991
71619,9:03:32,1,5,5.0.14.0,1,23,block1,pretrain,0,0,0,0,0,0,5000,13,C221.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,1,24,block1,pretrain,0,0,0,0,0,0,5000,9,C191.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,1,block2,pretrain,0,0,0,0,0,0,5000,3,C21.jpeg,-8,1,blank,3991
71619,9:03:32,1,5,5.0.14.0,2,2,block2,pretrain,0,0,0,0,0,0,5000,19,C291.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,3,block2,pretrain,0,0,0,0,0,0,5000,20,C292.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,4,block2,pretrain,0,0,0,0,0,0,5000,16,C232.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,5,block2,pretrain,0,0,0,0,0,0,5000,15,C231.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,6,block2,pretrain,0,0,0,0,0,0,5000,23,C381.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,7,block2,pretrain,0,0,0,0,0,0,5000,6,C62.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,8,block2,pretrain,0,0,0,0,0,0,5000,8,C172.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,9,block2,pretrain,0,0,0,0,0,0,5000,7,C171.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,10,block2,pretrain,0,0,0,0,0,0,5000,9,C191.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,11,block2,pretrain,0,0,0,0,0,0,5000,11,C201.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,12,block2,pretrain,0,0,0,0,0,0,5000,22,C342.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,13,block2,pretrain,0,0,0,0,0,0,5000,17,C281.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,14,block2,pretrain,0,0,0,0,0,0,5000,18,C282.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,15,block2,pretrain,0,0,0,0,0,0,5000,12,C202.jpeg,-8,1,blank,3991
71619,9:03:32,1,5,5.0.14.0,2,16,block2,pretrain,0,0,0,0,0,0,5000,5,C61.jpeg,-8,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,2,17,block2,pretrain,0,0,0,0,0,0,5000,13,C221.jpeg,-8,1,blank,3991
71619,9:03:32,1,5,5.0.14.0,2,18,block2,pretrain,0,0,0,0,0,0,5000,1,C11.jpeg,-8,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,2,19,block2,pretrain,0,0,0,0,0,0,5000,10,C192.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,20,block2,pretrain,0,0,0,0,0,0,5000,4,C22.jpeg,-7,1,blank,3992
71619,9:03:32,1,5,5.0.14.0,2,21,block2,pretrain,0,0,0,0,0,0,5000,2,C12.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,22,block2,pretrain,0,0,0,0,0,0,5000,24,C382.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,23,block2,pretrain,0,0,0,0,0,0,5000,21,C341.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,2,24,block2,pretrain,0,0,0,0,0,0,5000,14,C222.jpeg,-8,1,blank,3993
71619,9:03:32,1,5,5.0.14.0,3,1,block3,pretrainWithFeedback,0,0,0,0,Shannon,0,9694,7,C171Q.jpeg,33,7,Wrong! It's Steph,9723
71619,9:03:32,1,5,5.0.14.0,3,2,block3,pretrainWithFeedback,0,0,0,0,Magdalene,1,5542,15,C231Q.jpeg,-2,1,correct!,5563
71619,9:03:32,1,5,5.0.14.0,3,3,block3,pretrainWithFeedback,0,0,0,0,Shannon,1,4098,17,C281Q.jpeg,-1,1,correct!,4129
71619,9:03:32,1,5,5.0.14.0,3,4,block3,pretrainWithFeedback,0,0,0,0,Felix,1,5499,12,C202Q.jpeg,3,1,correct!,5530
71619,9:03:32,1,5,5.0.14.0,3,5,block3,pretrainWithFeedback,0,0,0,0,Doreen,0,6860,3,C21Q.jpeg,3,3,Wrong! It's Beth,6896
71619,9:03:32,1,5,5.0.14.0,3,6,block3,pretrainWithFeedback,0,0,0,0,Angela,1,3979,23,C381Q.jpeg,-3,1,correct!,3993
71619,9:03:32,1,5,5.0.14.0,3,7,block3,pretrainWithFeedback,0,0,0,0,Jim,1,5983,4,C22Q.jpeg,2,1,correct!,6013
71619,9:03:32,1,5,5.0.14.0,3,8,block3,pretrainWithFeedback,0,0,0,0,Dave,0,6419,22,C342Q.jpeg,3,22,Wrong! It's Dennis,6446
71619,9:03:32,1,5,5.0.14.0,3,9,block3,pretrainWithFeedback,0,0,0,0,Bill,0,8043,8,C172Q.jpeg,-7,8,Wrong! It's Harold,8064
71619,9:03:32,1,5,5.0.14.0,3,10,block3,pretrainWithFeedback,0,0,0,0,Jennifer,1,5128,5,C61Q.jpeg,-6,1,correct!,5140
71619,9:03:32,1,5,5.0.14.0,3,11,block3,pretrainWithFeedback,0,0,0,0,Bob,1,3317,6,C62Q.jpeg,0,1,correct!,3343
71619,9:03:32,1,5,5.0.14.0,3,12,block3,pretrainWithFeedback,0,0,0,0,Simon,1,19901,14,C222Q.jpeg,3,1,correct!,19922
71619,9:03:32,1,5,5.0.14.0,3,13,block3,pretrainWithFeedback,0,0,0,0,Dennis,0,34883,19,C291Q.jpeg,3,19,Wrong! It's Vera,34910
71619,9:03:32,1,5,5.0.14.0,3,14,block3,pretrainWithFeedback,0,0,0,0,Jeffrey,0,6549,16,C232Q.jpeg,5,16,Wrong! It's Chris,6582
71619,9:03:32,1,5,5.0.14.0,3,15,block3,pretrainWithFeedback,0,0,0,0,..,0,24547,24,C382Q.jpeg,0,24,Wrong! It's Dave,24570
71619,9:03:32,1,5,5.0.14.0,3,16,block3,pretrainWithFeedback,0,0,0,0,Jolene,1,3708,1,C11Q.jpeg,3,1,correct!,3745
71619,9:03:32,1,5,5.0.14.0,3,17,block3,pretrainWithFeedback,0,0,0,0,Beth,0,6977,11,C201Q.jpeg,0,11,Wrong! It's Camille,7004
71619,9:03:32,1,5,5.0.14.0,3,18,block3,pretrainWithFeedback,0,0,0,0,Margeret,0,10134,9,C191Q.jpeg,-5,9,Wrong! It's Hannah,10148
71619,9:03:32,1,5,5.0.14.0,3,19,block3,pretrainWithFeedback,0,0,0,0,..,0,21683,21,C341Q.jpeg,0,21,Wrong! It's Vivian,21717
71619,9:03:32,1,5,5.0.14.0,3,20,block3,pretrainWithFeedback,0,0,0,0,Jeffrey,1,5109,2,C12Q.jpeg,-1,1,correct!,5139
71619,9:03:32,1,5,5.0.14.0,3,21,block3,pretrainWithFeedback,0,0,0,0,Solomon,1,5318,20,C292Q.jpeg,0,1,correct!,5347
71619,9:03:32,1,5,5.0.14.0,3,22,block3,pretrainWithFeedback,0,0,0,0,Dave,0,4867,10,C192Q.jpeg,3,10,Wrong! It's Bill,4895
71619,9:03:32,1,5,5.0.14.0,3,23,block3,pretrainWithFeedback,0,0,0,0,Tobias,1,5160,18,C282Q.jpeg,4,1,correct!,5194
71619,9:03:32,1,5,5.0.14.0,3,24,block3,pretrainWithFeedback,0,0,0,0,Dolly,0,9491,13,C221Q.jpeg,0,13,Wrong! It's Doreen,9514
71619,9:03:32,1,5,5.0.14.0,4,1,block4,pretrainWithFeedback,0,0,0,0,Hannah,1,6266,9,C191Q.jpeg,0,1,correct!,6296
71619,9:03:32,1,5,5.0.14.0,4,2,block4,pretrainWithFeedback,0,0,0,0,Jeffrey,1,4224,2,C12Q.jpeg,0,1,correct!,4244
71619,9:03:32,1,5,5.0.14.0,4,3,block4,pretrainWithFeedback,0,0,0,0,Doreen,0,6803,11,C201Q.jpeg,3,11,Wrong! It's Camille,6827
71619,9:03:32,1,5,5.0.14.0,4,4,block4,pretrainWithFeedback,0,0,0,0,Doreen,1,6123,13,C221Q.jpeg,-3,1,correct!,6144
71619,9:03:32,1,5,5.0.14.0,4,5,block4,pretrainWithFeedback,0,0,0,0,Tobias,1,3423,18,C282Q.jpeg,0,1,correct!,3444
71619,9:03:32,1,5,5.0.14.0,4,6,block4,pretrainWithFeedback,0,0,0,0,Jolene,1,3945,1,C11Q.jpeg,0,1,correct!,3977
71619,9:03:32,1,5,5.0.14.0,4,7,block4,pretrainWithFeedback,0,0,0,0,Bill,0,4138,4,C22Q.jpeg,3,4,Wrong! It's Jim,4162
71619,9:03:32,1,5,5.0.14.0,4,8,block4,pretrainWithFeedback,0,0,0,0,Harold,0,5753,24,C382Q.jpeg,-5,24,Wrong! It's Dave,5778
71619,9:03:32,1,5,5.0.14.0,4,9,block4,pretrainWithFeedback,0,0,0,0,Felix,1,3904,12,C202Q.jpeg,-4,1,correct!,3929
71619,9:03:32,1,5,5.0.14.0,4,10,block4,pretrainWithFeedback,0,0,0,0,Harold,0,8405,22,C342Q.jpeg,3,22,Wrong! It's Dennis,8428
71619,9:03:32,1,5,5.0.14.0,4,11,block4,pretrainWithFeedback,0,0,0,0,Angela,1,4076,23,C381Q.jpeg,-7,1,correct!,4094
71619,9:03:32,1,5,5.0.14.0,4,12,block4,pretrainWithFeedback,0,0,0,0,Harold,0,8655,16,C232Q.jpeg,3,16,Wrong! It's Chris,8682
71619,9:03:32,1,5,5.0.14.0,4,13,block4,pretrainWithFeedback,0,0,0,0,Jennifer,1,5583,5,C61Q.jpeg,-3,1,correct!,5597
71619,9:03:32,1,5,5.0.14.0,4,14,block4,pretrainWithFeedback,0,0,0,0,Harold,0,5524,10,C192Q.jpeg,3,10,Wrong! It's Bill,5559
