northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,Qeggpainting1,Qeggpainting2,Qcharacter1,Qcharacter2,Qgift1,Qgift2,Qname1,Qname2,Qtheme1,Qtheme2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,South.thisRepN,South.thisTrialN,South.thisN,South.thisIndex,North.thisRepN,North.thisTrialN,North.thisN,North.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,southCueImage.started,southCueImage.stopped,northCueImage.started,northCueImage.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.rt,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.rt,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.rt,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.rt,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northorsouth2.started,northorsouth2.stopped,northOrSouthQ.keys,northOrSouthQ.rt,northOrSouthQ.started,northOrSouthQ.stopped,themeQresp.rt,session,participant,date,expName,psychopyVersion,frameRate,
south.png,stims/wedding-29.1a.mp4,stims/wedding-29.1b.mp4,stims/wedding-29.2b.mp4,stims/wedding-29.3a.mp4,stims/wedding-29.4b.mp4,stims/wedding-29.5.mp4,stimsday2details/newpainting16.png,stimsday2details/painting29.png,stimsday2details/newperson28.png,stimsday2details/couple29.png,stimsday2details/gift29.png,stimsday2details/new28.png,stimsday2details/cn29.png,stimsday2details/n29.png,stimsday2details/ct29.png,stimsday2details/t29.png,0,3,3,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-29.1a.mp4,stims/wedding-29.1b.mp4,stims/wedding-29.2b.mp4,stims/wedding-29.3a.mp4,stims/wedding-29.4b.mp4,stims/wedding-29.5.mp4,stimsday2details/newpainting16.png,stimsday2details/painting29.png,stimsday2details/newperson28.png,stimsday2details/couple29.png,stimsday2details/gift29.png,stimsday2details/new28.png,stimsday2details/cn29.png,stimsday2details/n29.png,stimsday2details/ct29.png,stimsday2details/t29.png,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39339894708246e-05,None,2,1.1143938140012324,641.6780659719952,None,641.6780659719952,None,641.6780659719952,None,643.6760155810043,None,2,0.7513352969981497,643.6760155810043,None,643.6760155810043,None,645.6757866859989,None,645.6757866859989,None,2,0.7528875400021207,645.6757866859989,None,2,647.6757199720014,None,647.6757199720014,None,647.6757199720014,None,649.6752726760024,None,649.6752726760024,None,1,0.6237374810007168,649.6752726760024,None,651.6764045860036,None,651.6764045860036,None,1,0.3021263219998218,651.6764045860036,None,1.4858376860065619,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2a.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4a.mp4,stims/wedding-19.5.mp4,stimsday2details/egg19.png,stimsday2details/newegg13.png,stimsday2details/couple19.png,stimsday2details/newperson29.png,stimsday2details/new29.png,stimsday2details/gift19.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,653.6752121290046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2a.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4a.mp4,stims/wedding-19.5.mp4,stimsday2details/egg19.png,stimsday2details/newegg13.png,stimsday2details/couple19.png,stimsday2details/newperson29.png,stimsday2details/new29.png,stimsday2details/gift19.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2a.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4a.mp4,stims/wedding-19.5.mp4,stimsday2details/egg19.png,stimsday2details/newegg13.png,stimsday2details/couple19.png,stimsday2details/newperson29.png,stimsday2details/new29.png,stimsday2details/gift19.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9921006900112843,None,663.8922499239998,688.9094234209915,688.9094234209915,None,697.913006650997,714.9315268109931,714.9315268109931,737.9086671349942,737.9086671349942,None,761.9074158000003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2a.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4a.mp4,stims/wedding-19.5.mp4,stimsday2details/egg19.png,stimsday2details/newegg13.png,stimsday2details/couple19.png,stimsday2details/newperson29.png,stimsday2details/new29.png,stimsday2details/gift19.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,4,4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2a.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4a.mp4,stims/wedding-19.5.mp4,stimsday2details/egg19.png,stimsday2details/newegg13.png,stimsday2details/couple19.png,stimsday2details/newperson29.png,stimsday2details/new29.png,stimsday2details/gift19.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9207993065938354e-05,None,2,0.8524945200042566,786.1574010439945,None,786.1574010439945,None,786.1574010439945,None,788.1568217530003,None,1,0.7349103659944376,788.1568217530003,None,788.1568217530003,None,790.1616886529955,None,790.1616886529955,None,1,0.6638300429913215,790.1616886529955,None,1,792.1618024229974,None,792.1618024229974,None,792.1618024229974,None,794.1623882900021,None,794.1623882900021,None,2,0.8180697420029901,794.1623882900021,None,796.1620947710035,None,796.1620947710035,None,2,0.8897031230007997,796.1620947710035,None,1.7912282909965143,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-22.1a.mp4,stims/wedding-22.1b.mp4,stims/wedding-22.2b.mp4,stims/wedding-22.3b.mp4,stims/wedding-22.4b.mp4,stims/wedding-22.5.mp4,stimsday2details/painting22.png,stimsday2details/newpainting17.png,stimsday2details/couple22.png,stimsday2details/newperson30.png,stimsday2details/gift22.png,stimsday2details/new30.png,stimsday2details/cn22.png,stimsday2details/n22.png,stimsday2details/ct22.png,stimsday2details/t22.png,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-22.1a.mp4,stims/wedding-22.1b.mp4,stims/wedding-22.2b.mp4,stims/wedding-22.3b.mp4,stims/wedding-22.4b.mp4,stims/wedding-22.5.mp4,stimsday2details/painting22.png,stimsday2details/newpainting17.png,stimsday2details/couple22.png,stimsday2details/newperson30.png,stimsday2details/gift22.png,stimsday2details/new30.png,stimsday2details/cn22.png,stimsday2details/n22.png,stimsday2details/ct22.png,stimsday2details/t22.png,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,798.2908735819947,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-22.1a.mp4,stims/wedding-22.1b.mp4,stims/wedding-22.2b.mp4,stims/wedding-22.3b.mp4,stims/wedding-22.4b.mp4,stims/wedding-22.5.mp4,stimsday2details/painting22.png,stimsday2details/newpainting17.png,stimsday2details/couple22.png,stimsday2details/newperson30.png,stimsday2details/gift22.png,stimsday2details/new30.png,stimsday2details/cn22.png,stimsday2details/n22.png,stimsday2details/ct22.png,stimsday2details/t22.png,0,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9578474709996954,None,808.3899821230007,833.440349002005,833.440349002005,None,842.4410692679958,None,859.4401495549973,882.4405039099947,882.4405039099947,None,906.4401393349981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-22.1a.mp4,stims/wedding-22.1b.mp4,stims/wedding-22.2b.mp4,stims/wedding-22.3b.mp4,stims/wedding-22.4b.mp4,stims/wedding-22.5.mp4,stimsday2details/painting22.png,stimsday2details/newpainting17.png,stimsday2details/couple22.png,stimsday2details/newperson30.png,stimsday2details/gift22.png,stimsday2details/new30.png,stimsday2details/cn22.png,stimsday2details/n22.png,stimsday2details/ct22.png,stimsday2details/t22.png,0,5,5,5,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-22.1a.mp4,stims/wedding-22.1b.mp4,stims/wedding-22.2b.mp4,stims/wedding-22.3b.mp4,stims/wedding-22.4b.mp4,stims/wedding-22.5.mp4,stimsday2details/painting22.png,stimsday2details/newpainting17.png,stimsday2details/couple22.png,stimsday2details/newperson30.png,stimsday2details/gift22.png,stimsday2details/new30.png,stimsday2details/cn22.png,stimsday2details/n22.png,stimsday2details/ct22.png,stimsday2details/t22.png,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.326000635046512e-05,None,2,1.145015959002194,930.1288118270022,None,930.1288118270022,None,930.1288118270022,None,932.122148658993,None,1,1.1182960900041508,932.122148658993,None,932.122148658993,None,934.1224146659952,None,934.1224146659952,None,1,1.0013378279982135,934.1224146659952,None,2,936.1222963850014,None,936.1222963850014,None,936.1222963850014,None,938.1276261849998,None,938.1276261849998,None,1,0.7516143829998327,938.1276261849998,None,940.1217680519912,None,940.1217680519912,None,1,1.1238526050001383,940.1217680519912,None,1.2857654580002418,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg14.png,stimsday2details/couple34.png,stimsday2details/newperson31.png,stimsday2details/new31.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg14.png,stimsday2details/couple34.png,stimsday2details/newperson31.png,stimsday2details/new31.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,942.2727003239997,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg14.png,stimsday2details/couple34.png,stimsday2details/newperson31.png,stimsday2details/new31.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9365720600035274,None,952.5393071419967,977.5900128409994,977.6068156830006,986.5926837839943,986.6054202090017,None,1003.6055871699937,None,1026.6051526999945,1050.5870420229912,1050.6043264509935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg14.png,stimsday2details/couple34.png,stimsday2details/newperson31.png,stimsday2details/new31.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,6,6,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
north.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg14.png,stimsday2details/couple34.png,stimsday2details/newperson31.png,stimsday2details/new31.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5235010222531855e-05,None,1,0.6521481119998498,1074.1044117489946,None,1074.1044117489946,None,1074.1044117489946,None,1076.1033833179972,None,1,0.6231777110078838,1076.1033833179972,None,1076.1033833179972,None,1078.1078870999918,None,1078.1078870999918,None,1,0.5306351579929469,1078.1078870999918,None,2,1080.108046510999,None,1080.108046510999,None,1080.108046510999,None,1082.1044448339962,None,1082.1044448339962,None,2,0.8378266109939432,1082.1044448339962,None,1084.1035008189938,None,1084.1035008189938,None,1,0.6857527829997707,1084.1035008189938,None,0.9688367439957801,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2b.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4b.mp4,stims/wedding-1.5.mp4,stimsday2details/newpainting18.png,stimsday2details/painting1.png,stimsday2details/couple1.png,stimsday2details/newperson32.png,stimsday2details/gift1.png,stimsday2details/new32.png,stimsday2details/cn1.png,stimsday2details/n1.png,stimsday2details/ct1.png,stimsday2details/t1.png,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1086.103666637995,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2b.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4b.mp4,stims/wedding-1.5.mp4,stimsday2details/newpainting18.png,stimsday2details/painting1.png,stimsday2details/couple1.png,stimsday2details/newperson32.png,stimsday2details/gift1.png,stimsday2details/new32.png,stimsday2details/cn1.png,stimsday2details/n1.png,stimsday2details/ct1.png,stimsday2details/t1.png,0,7,7,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2b.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4b.mp4,stims/wedding-1.5.mp4,stimsday2details/newpainting18.png,stimsday2details/painting1.png,stimsday2details/couple1.png,stimsday2details/newperson32.png,stimsday2details/gift1.png,stimsday2details/new32.png,stimsday2details/cn1.png,stimsday2details/n1.png,stimsday2details/ct1.png,stimsday2details/t1.png,0,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.8916037210001377,None,1096.3538069859933,1121.4547092050052,1121.4695300320018,None,1130.4712889060029,None,1147.4705112459924,1170.468955835997,1170.468955835997,1194.4688560880022,1194.4688560880022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2b.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4b.mp4,stims/wedding-1.5.mp4,stimsday2details/newpainting18.png,stimsday2details/painting1.png,stimsday2details/couple1.png,stimsday2details/newperson32.png,stimsday2details/gift1.png,stimsday2details/new32.png,stimsday2details/cn1.png,stimsday2details/n1.png,stimsday2details/ct1.png,stimsday2details/t1.png,0,7,7,7,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2b.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4b.mp4,stims/wedding-1.5.mp4,stimsday2details/newpainting18.png,stimsday2details/painting1.png,stimsday2details/couple1.png,stimsday2details/newperson32.png,stimsday2details/gift1.png,stimsday2details/new32.png,stimsday2details/cn1.png,stimsday2details/n1.png,stimsday2details/ct1.png,stimsday2details/t1.png,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.649800783023238e-05,None,2,1.3732349579950096,1218.2020789020025,None,1218.2020789020025,None,1218.2020789020025,None,1220.2017086720007,None,2,0.8229934609989868,1220.2017086720007,None,1220.2017086720007,None,1222.2020208719914,None,1222.2020208719914,None,1,0.774106500990456,1222.2020208719914,None,2,1224.201653074997,None,1224.201653074997,None,1224.201653074997,None,1226.2070473789936,None,1226.2070473789936,None,1,0.6301978970004711,1226.2070473789936,None,1228.2024145229952,None,1228.2024145229952,None,2,0.4399014469963731,1228.2024145229952,None,1.0519590789917856,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2a.mp4,stims/wedding-38.3b.mp4,stims/wedding-38.4a.mp4,stims/wedding-38.5.mp4,stimsday2details/newegg15.png,stimsday2details/egg38.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/new33.png,stimsday2details/gift38.png,stimsday2details/cn38.png,stimsday2details/n38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1230.2017184249999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2a.mp4,stims/wedding-38.3b.mp4,stims/wedding-38.4a.mp4,stims/wedding-38.5.mp4,stimsday2details/newegg15.png,stimsday2details/egg38.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/new33.png,stimsday2details/gift38.png,stimsday2details/cn38.png,stimsday2details/n38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2a.mp4,stims/wedding-38.3b.mp4,stims/wedding-38.4a.mp4,stims/wedding-38.5.mp4,stimsday2details/newegg15.png,stimsday2details/egg38.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/new33.png,stimsday2details/gift38.png,stimsday2details/cn38.png,stimsday2details/n38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9530010879971087,None,1240.568048178,1265.618002792995,1265.618002792995,None,1274.6185127469944,1291.6057851509977,1291.618701525993,1314.6183225699933,1314.6183225699933,None,1338.6170713699976,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2a.mp4,stims/wedding-38.3b.mp4,stims/wedding-38.4a.mp4,stims/wedding-38.5.mp4,stimsday2details/newegg15.png,stimsday2details/egg38.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/new33.png,stimsday2details/gift38.png,stimsday2details/cn38.png,stimsday2details/n38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2a.mp4,stims/wedding-38.3b.mp4,stims/wedding-38.4a.mp4,stims/wedding-38.5.mp4,stimsday2details/newegg15.png,stimsday2details/egg38.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/new33.png,stimsday2details/gift38.png,stimsday2details/cn38.png,stimsday2details/n38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.27229970227927e-05,None,2,0.9516689529991709,1362.6333448600053,None,1362.6333448600053,None,1362.6333448600053,None,1364.6164852280053,None,2,0.6350776100007351,1364.6164852280053,None,1364.6164852280053,None,1366.6164104359923,None,1366.6164104359923,None,1,0.7410940760019002,1366.6164104359923,None,1,1368.6174509730045,None,1368.6174509730045,None,1368.6174509730045,None,1370.6169588019984,None,1370.6169588019984,None,2,0.7018116660037776,1370.6169588019984,None,1372.6177438269951,None,1372.6177438269951,None,2,0.7394598050013883,1372.6177438269951,None,0.8568743989890208,001,5,2019_Jul_16_0936,viewing,3.1.2,60.27586539592294,
