cue,n,cueImage.started_mean,cueImage.started_raw,cueImage.started_std,cueImage.stopped_raw,keyToMoveOn.keys_raw,keyToMoveOn.rt_mean,keyToMoveOn.rt_raw,keyToMoveOn.rt_std,keyToMoveOn.started_mean,keyToMoveOn.started_raw,keyToMoveOn.started_std,keyToMoveOn.stopped_raw,text.started_mean,text.started_raw,text.started_std,text.stopped_raw,order
stimsday2details/C1.png,1.0,286.4517517089844,286.4517517089844,0.0,,'space',73.83814239501953,73.83814239501953,0.0,286.4517517089844,286.4517517089844,0.0,,286.4517517089844,286.4517517089844,0.0,,5.0
stimsday2details/C2.png,1.0,132.4202880859375,132.4202880859375,0.0,,'space',53.7997932434082,53.7997932434082,0.0,132.4202880859375,132.4202880859375,0.0,,132.4202880859375,132.4202880859375,0.0,,2.0
stimsday2details/C6.png,1.0,530.5814819335938,530.5814819335938,0.0,,'space',57.10603332519531,57.10603332519531,0.0,530.5814819335938,530.5814819335938,0.0,,530.5814819335938,530.5814819335938,0.0,,9.0
stimsday2details/C17.png,1.0,360.4496765136719,360.4496765136719,0.0,,'space',47.13483810424805,47.13483810424805,0.0,360.4496765136719,360.4496765136719,0.0,,360.4496765136719,360.4496765136719,0.0,,6.0
stimsday2details/C19.png,1.0,654.968505859375,654.968505859375,0.0,,'space',54.3504638671875,54.3504638671875,0.0,654.968505859375,654.968505859375,0.0,,654.968505859375,654.968505859375,0.0,,11.0
stimsday2details/C20.png,1.0,30.688026428222656,30.688026428222656,0.0,,'space',66.85060119628906,66.85060119628906,0.0,30.688026428222656,30.688026428222656,0.0,,30.688026428222656,30.688026428222656,0.0,,0.0
stimsday2details/C22.png,1.0,407.7498779296875,407.7498779296875,0.0,,'space',67.0176010131836,67.0176010131836,0.0,407.7498779296875,407.7498779296875,0.0,,407.7498779296875,407.7498779296875,0.0,,7.0
stimsday2details/C23.png,1.0,186.38551330566406,186.38551330566406,0.0,,'space',46.618038177490234,46.618038177490234,0.0,186.38551330566406,186.38551330566406,0.0,,186.38551330566406,186.38551330566406,0.0,,3.0
stimsday2details/C28.png,1.0,587.8471069335938,587.8471069335938,0.0,,'space',66.94235229492188,66.94235229492188,0.0,587.8471069335938,587.8471069335938,0.0,,587.8471069335938,587.8471069335938,0.0,,10.0
stimsday2details/C29.png,1.0,474.9324645996094,474.9324645996094,0.0,,'space',55.488040924072266,55.488040924072266,0.0,474.9324645996094,474.9324645996094,0.0,,474.9324645996094,474.9324645996094,0.0,,8.0
stimsday2details/C34.png,1.0,233.1857452392578,233.1857452392578,0.0,,'space',53.08344650268555,53.08344650268555,0.0,233.1857452392578,233.1857452392578,0.0,,233.1857452392578,233.1857452392578,0.0,,4.0
stimsday2details/C38.png,1.0,97.70401763916016,97.70401763916016,0.0,,'space',34.550880432128906,34.550880432128906,0.0,97.70401763916016,97.70401763916016,0.0,,97.70401763916016,97.70401763916016,0.0,,1.0

extraInfo
session,001
participant,5
date,2019_Jul_16_1008
expName,recall
psychopyVersion,3.1.2
frameRate,59.64091730260172
