1.8523 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
4.6562 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
5.3071 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1326763710>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13283ed240>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.3072 	EXP 	window1: recordFrameIntervals = False
5.4730 	EXP 	window1: recordFrameIntervals = True
5.6566 	EXP 	window1: recordFrameIntervals = False
5.7809 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
5.7896 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
5.7964 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
5.8284 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
5.8730 	EXP 	text_2: autoDraw = True
6.1596 	DATA 	Keypress: g
6.1729 	EXP 	text_2: autoDraw = False
6.1729 	EXP 	waiting: autoDraw = True
25.9746 	DATA 	Keypress: equal
25.9826 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
25.9831 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
25.9835 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C20.png')])
26.0227 	EXP 	waiting: autoDraw = False
26.0227 	EXP 	cueImage: image = 'stimsday2details/C20.png'
26.0227 	EXP 	cueImage: autoDraw = True
26.0227 	EXP 	text: autoDraw = True
27.4745 	DATA 	Keypress: equal
28.9745 	DATA 	Keypress: equal
30.4745 	DATA 	Keypress: equal
31.9745 	DATA 	Keypress: equal
33.4744 	DATA 	Keypress: equal
34.9746 	DATA 	Keypress: equal
36.4743 	DATA 	Keypress: equal
37.9743 	DATA 	Keypress: equal
39.4746 	DATA 	Keypress: equal
40.9743 	DATA 	Keypress: equal
42.4744 	DATA 	Keypress: equal
43.9742 	DATA 	Keypress: equal
45.4743 	DATA 	Keypress: equal
46.9745 	DATA 	Keypress: equal
48.4742 	DATA 	Keypress: equal
49.9742 	DATA 	Keypress: equal
51.4743 	DATA 	Keypress: equal
52.9742 	DATA 	Keypress: equal
54.4745 	DATA 	Keypress: equal
55.9741 	DATA 	Keypress: equal
57.4742 	DATA 	Keypress: equal
58.9744 	DATA 	Keypress: equal
60.4741 	DATA 	Keypress: equal
61.9740 	DATA 	Keypress: equal
63.4740 	DATA 	Keypress: equal
64.9740 	DATA 	Keypress: equal
66.4745 	DATA 	Keypress: equal
67.9740 	DATA 	Keypress: equal
69.4740 	DATA 	Keypress: equal
70.9743 	DATA 	Keypress: equal
72.4739 	DATA 	Keypress: equal
73.9740 	DATA 	Keypress: equal
75.4741 	DATA 	Keypress: equal
76.9739 	DATA 	Keypress: equal
78.4744 	DATA 	Keypress: equal
79.9739 	DATA 	Keypress: equal
81.4586 	DATA 	Keypress: equal
82.9587 	DATA 	Keypress: equal
83.9903 	DATA 	Keypress: space
84.1333 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C19.png')])
84.1553 	EXP 	cueImage: autoDraw = False
84.1553 	EXP 	text: autoDraw = False
84.1553 	EXP 	cueImage: image = 'stimsday2details/C19.png'
84.1553 	EXP 	cueImage: autoDraw = True
84.1553 	EXP 	text: autoDraw = True
84.4588 	DATA 	Keypress: equal
85.9588 	DATA 	Keypress: equal
87.4586 	DATA 	Keypress: equal
88.9586 	DATA 	Keypress: equal
90.4585 	DATA 	Keypress: equal
91.9586 	DATA 	Keypress: equal
93.4586 	DATA 	Keypress: equal
94.9586 	DATA 	Keypress: equal
96.4585 	DATA 	Keypress: equal
97.9586 	DATA 	Keypress: equal
99.4585 	DATA 	Keypress: equal
100.9585 	DATA 	Keypress: equal
102.4587 	DATA 	Keypress: equal
103.9585 	DATA 	Keypress: equal
105.4584 	DATA 	Keypress: equal
106.9587 	DATA 	Keypress: equal
108.4584 	DATA 	Keypress: equal
109.9584 	DATA 	Keypress: equal
111.4584 	DATA 	Keypress: equal
112.9584 	DATA 	Keypress: equal
114.4584 	DATA 	Keypress: equal
115.9584 	DATA 	Keypress: equal
