,onsets,offsets,weddNr
0,70.0,112.0,1.0
1,224.0,249.0,2.0
2,308.0,99998.0,6.0
3,28.0,69.0,17.0
4,3.0,27.0,19.0
5,201.0,223.0,20.0
6,288.0,307.0,22.0
7,147.0,174.0,23.0
8,113.0,146.0,28.0
9,250.0,268.0,29.0
10,175.0,200.0,34.0
11,269.0,287.0,38.0
