,onsets,offsets,weddNr
0,420.0,503.0,1.0
1,153.0,245.0,2.0
2,504.0,574.0,6.0
3,3.0,72.0,17.0
4,246.0,335.0,19.0
5,336.0,419.0,20.0
6,821.0,913.0,22.0
7,752.0,820.0,23.0
8,914.0,99998.0,28.0
9,657.0,751.0,29.0
10,575.0,656.0,34.0
11,73.0,152.0,38.0
