,onsets,offsets,weddNr
0,94.0,111.0,1.0
1,39.0,54.0,2.0
2,183.0,205.0,6.0
3,3.0,25.0,17.0
4,262.0,99998.0,19.0
5,206.0,261.0,20.0
6,26.0,38.0,22.0
7,55.0,75.0,23.0
8,112.0,127.0,28.0
9,128.0,166.0,29.0
10,167.0,182.0,34.0
11,76.0,93.0,38.0
