,onsets,offsets,weddNr
0,274.0,99998.0,1.0
1,217.0,243.0,2.0
2,106.0,124.0,6.0
3,190.0,216.0,17.0
4,61.0,83.0,19.0
5,125.0,141.0,20.0
6,37.0,60.0,22.0
7,3.0,36.0,23.0
8,142.0,170.0,28.0
9,244.0,273.0,29.0
10,84.0,105.0,34.0
11,171.0,189.0,38.0
