,onsets,offsets,weddNr
0,157.0,174.0,1.0
1,70.0,86.0,2.0
2,232.0,247.0,6.0
3,3.0,28.0,17.0
4,175.0,206.0,19.0
5,108.0,132.0,20.0
6,51.0,69.0,22.0
7,133.0,156.0,23.0
8,207.0,231.0,28.0
9,87.0,107.0,29.0
10,29.0,50.0,34.0
11,248.0,99998.0,38.0
