,onsets,offsets,weddNr
0,65.0,91.0,1.0
1,226.0,285.0,2.0
2,38.0,64.0,6.0
3,351.0,383.0,17.0
4,19.0,37.0,19.0
5,92.0,121.0,20.0
6,384.0,99998.0,22.0
7,3.0,18.0,23.0
8,286.0,350.0,28.0
9,191.0,225.0,29.0
10,122.0,152.0,34.0
11,153.0,190.0,38.0
