,onsets,offsets,weddNr
0,3.0,29.0,1.0
1,210.0,244.0,2.0
2,189.0,209.0,6.0
3,267.0,300.0,17.0
4,245.0,266.0,19.0
5,301.0,336.0,20.0
6,337.0,99998.0,22.0
7,92.0,127.0,23.0
8,168.0,188.0,28.0
9,128.0,167.0,29.0
10,30.0,73.0,34.0
11,74.0,91.0,38.0
