,onsets,offsets,weddNr
0,269.0,323.0,1.0
1,358.0,392.0,2.0
2,239.0,268.0,6.0
3,150.0,172.0,17.0
4,209.0,238.0,19.0
5,117.0,149.0,20.0
6,33.0,82.0,22.0
7,173.0,208.0,23.0
8,324.0,357.0,28.0
9,393.0,99998.0,29.0
10,83.0,116.0,34.0
11,3.0,32.0,38.0
