leftimage,rightimage,n,ITIfixation.started_mean,ITIfixation.started_raw,ITIfixation.started_std,ITIfixation.stopped_raw,Q.started_mean,Q.started_raw,Q.started_std,Q.stopped_raw,answer.keys_raw,answer.rt_mean,answer.rt_raw,answer.rt_std,answer.started_mean,answer.started_raw,answer.started_std,answer.stopped_raw,leftimageLoc.started_mean,leftimageLoc.started_raw,leftimageLoc.started_std,leftimageLoc.stopped_raw,rightimageLoc.started_mean,rightimageLoc.started_raw,rightimageLoc.started_std,rightimageLoc.stopped_raw,order
stimsday2details/wedding1.png,stimsday2details/wedding28.png,1.0,129.40740966796875,129.40740966796875,0.0,,127.1434326171875,127.1434326171875,0.0,,'k',2.241389274597168,2.241389274597168,0.0,127.1434326171875,127.1434326171875,0.0,,127.1434326171875,127.1434326171875,0.0,,127.1434326171875,127.1434326171875,0.0,,20.0
stimsday2details/wedding28.png,stimsday2details/wedding34.png,1.0,40.791690826416016,40.791690826416016,0.0,,35.525482177734375,35.525482177734375,0.0,,'k',5.249123573303223,5.249123573303223,0.0,35.525482177734375,35.525482177734375,0.0,,35.525482177734375,35.525482177734375,0.0,,35.525482177734375,35.525482177734375,0.0,,4.0
stimsday2details/wedding34.png,stimsday2details/wedding6.png,1.0,33.74183654785156,33.74183654785156,0.0,,26.328426361083984,26.328426361083984,0.0,,'l',7.396444797515869,7.396444797515869,0.0,26.328426361083984,26.328426361083984,0.0,,26.328426361083984,26.328426361083984,0.0,,26.328426361083984,26.328426361083984,0.0,,3.0
stimsday2details/wedding6.png,stimsday2details/wedding20.png,1.0,99.42401885986328,99.42401885986328,0.0,,97.66293334960938,97.66293334960938,0.0,,'l',1.7370315790176392,1.7370315790176392,0.0,97.66293334960938,97.66293334960938,0.0,,97.66293334960938,97.66293334960938,0.0,,97.66293334960938,97.66293334960938,0.0,,14.0
stimsday2details/wedding20.png,stimsday2details/wedding2.png,1.0,89.09126281738281,89.09126281738281,0.0,,87.20795440673828,87.20795440673828,0.0,,'k',1.8625763654708862,1.8625763654708862,0.0,87.20795440673828,87.20795440673828,0.0,,87.20795440673828,87.20795440673828,0.0,,87.20795440673828,87.20795440673828,0.0,,12.0
stimsday2details/wedding2.png,stimsday2details/wedding17.png,1.0,44.74150466918945,44.74150466918945,0.0,,42.55887985229492,42.55887985229492,0.0,,'l',2.1536831855773926,2.1536831855773926,0.0,42.55887985229492,42.55887985229492,0.0,,42.55887985229492,42.55887985229492,0.0,,42.55887985229492,42.55887985229492,0.0,,5.0
stimsday2details/wedding17.png,stimsday2details/wedding22.png,1.0,95.92422485351562,95.92422485351562,0.0,,90.82394409179688,90.82394409179688,0.0,,'l',5.072211265563965,5.072211265563965,0.0,90.82394409179688,90.82394409179688,0.0,,90.82394409179688,90.82394409179688,0.0,,90.82394409179688,90.82394409179688,0.0,,13.0
stimsday2details/wedding22.png,stimsday2details/wedding38.png,1.0,107.17433166503906,107.17433166503906,0.0,,104.74092102050781,104.74092102050781,0.0,,'k',2.411245346069336,2.411245346069336,0.0,104.74092102050781,104.74092102050781,0.0,,104.74092102050781,104.74092102050781,0.0,,104.74092102050781,104.74092102050781,0.0,,16.0
stimsday2details/wedding38.png,stimsday2details/wedding29.png,1.0,110.40770721435547,110.40770721435547,0.0,,108.92527770996094,108.92527770996094,0.0,,'k',1.4641495943069458,1.4641495943069458,0.0,108.92527770996094,108.92527770996094,0.0,,108.92527770996094,108.92527770996094,0.0,,108.92527770996094,108.92527770996094,0.0,,17.0
stimsday2details/wedding29.png,stimsday2details/wedding19.png,1.0,24.558574676513672,24.558574676513672,0.0,,21.809589385986328,21.809589385986328,0.0,,'l',2.7297544479370117,2.7297544479370117,0.0,21.809589385986328,21.809589385986328,0.0,,21.809589385986328,21.809589385986328,0.0,,21.809589385986328,21.809589385986328,0.0,,2.0
stimsday2details/wedding1.png,stimsday2details/wedding23.png,1.0,133.0735321044922,133.0735321044922,0.0,,131.1244659423828,131.1244659423828,0.0,,'l',1.9170516729354858,1.9170516729354858,0.0,131.1244659423828,131.1244659423828,0.0,,131.1244659423828,131.1244659423828,0.0,,131.1244659423828,131.1244659423828,0.0,,21.0
stimsday2details/wedding28.png,stimsday2details/wedding1.png,1.0,63.591163635253906,63.591163635253906,0.0,,57.79143524169922,57.79143524169922,0.0,,'l',5.770087242126465,5.770087242126465,0.0,57.79143524169922,57.79143524169922,0.0,,57.79143524169922,57.79143524169922,0.0,,57.79143524169922,57.79143524169922,0.0,,8.0
stimsday2details/wedding34.png,stimsday2details/wedding28.png,1.0,125.4242172241211,125.4242172241211,0.0,,115.5910415649414,115.5910415649414,0.0,,'l',9.811851501464844,9.811851501464844,0.0,115.5910415649414,115.5910415649414,0.0,,115.5910415649414,115.5910415649414,0.0,,115.5910415649414,115.5910415649414,0.0,,19.0
stimsday2details/wedding6.png,stimsday2details/wedding34.png,1.0,76.75732421875,76.75732421875,0.0,,65.32462310791016,65.32462310791016,0.0,,'l',11.401291847229004,11.401291847229004,0.0,65.32462310791016,65.32462310791016,0.0,,65.32462310791016,65.32462310791016,0.0,,65.32462310791016,65.32462310791016,0.0,,9.0
stimsday2details/wedding20.png,stimsday2details/wedding6.png,1.0,15.60849666595459,15.60849666595459,0.0,,8.074797630310059,8.074797630310059,0.0,,'k',7.5020036697387695,7.5020036697387695,0.0,8.074797630310059,8.074797630310059,0.0,,8.074797630310059,8.074797630310059,0.0,,8.074797630310059,8.074797630310059,0.0,,0.0
stimsday2details/wedding2.png,stimsday2details/wedding20.png,1.0,19.974929809570312,19.974929809570312,0.0,,17.397125244140625,17.397125244140625,0.0,,'l',2.5563995838165283,2.5563995838165283,0.0,17.397125244140625,17.397125244140625,0.0,,17.397125244140625,17.397125244140625,0.0,,17.397125244140625,17.397125244140625,0.0,,1.0
stimsday2details/wedding17.png,stimsday2details/wedding2.png,1.0,103.00731658935547,103.00731658935547,0.0,,101.15740203857422,101.15740203857422,0.0,,'k',1.822428822517395,1.822428822517395,0.0,101.15740203857422,101.15740203857422,0.0,,101.15740203857422,101.15740203857422,0.0,,101.15740203857422,101.15740203857422,0.0,,15.0
