leftimage,rightimage,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,leftimageLoc.started,leftimageLoc.stopped,rightimageLoc.started,rightimageLoc.stopped,answer.keys,answer.rt,answer.started,answer.stopped,Q.started,Q.stopped,ITIfixation.started,ITIfixation.stopped,session,participant,date,expName,psychopyVersion,frameRate,
stimsday2details/wedding34.png,stimsday2details/wedding23.png,0,0,0,0,34.57946581300007,None,34.57946581300007,None,l,2.4483346189999793,34.57946581300007,None,34.57946581300007,None,37.04733121100003,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding22.png,stimsday2details/wedding1.png,0,1,1,9,38.88329781900006,None,38.88329781900006,None,k,3.8688175199999932,38.88329781900006,None,38.88329781900006,None,42.78056101600009,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding19.png,stimsday2details/wedding28.png,0,2,2,13,44.634787510000024,None,44.634787510000024,None,l,1.5559500489998754,44.634787510000024,None,44.634787510000024,None,46.21417611400011,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding6.png,stimsday2details/wedding29.png,0,3,3,15,48.030062543999975,None,48.030062543999975,None,l,4.535534304999828,48.030062543999975,None,48.030062543999975,None,52.59697995300007,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding6.png,stimsday2details/wedding38.png,0,4,4,5,54.36367306400007,None,54.36367306400007,None,k,7.261076659000082,54.36367306400007,None,54.36367306400007,None,61.64739867200001,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding28.png,stimsday2details/wedding23.png,0,5,5,12,63.38011527000003,None,63.38011527000003,None,l,2.5967117610000514,63.38011527000003,None,63.38011527000003,None,65.99724831499998,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding1.png,stimsday2details/wedding20.png,0,6,6,10,67.76380864300017,None,67.76380864300017,None,k,6.922983963999968,67.76380864300017,None,67.76380864300017,None,74.71365289900018,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding17.png,stimsday2details/wedding2.png,0,7,7,18,76.54949527300005,None,76.54949527300005,None,k,9.272468967999885,76.54949527300005,None,76.54949527300005,None,85.84732650500018,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding2.png,stimsday2details/wedding38.png,0,8,8,17,87.59629885499999,None,87.59629885499999,None,l,2.886979796000105,87.59629885499999,None,87.59629885499999,None,90.51283989800004,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
stimsday2details/wedding23.png,stimsday2details/wedding34.png,0,9,9,11,92.24693958300008,None,92.24693958300008,None,k,1.2808723719999762,92.24693958300008,None,92.24693958300008,None,93.54677915000002,None,001,11,2019_Aug_23_1431,sequencetask,3.1.3,59.964685597348726,
