northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,Qeggpainting1,Qeggpainting2,Qcharacter1,Qcharacter2,Qgift1,Qgift2,Qname1,Qname2,Qtheme1,Qtheme2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,South.thisRepN,South.thisTrialN,South.thisN,South.thisIndex,North.thisRepN,North.thisTrialN,North.thisN,North.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,southCueImage.started,southCueImage.stopped,northCueImage.started,northCueImage.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.rt,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.rt,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.rt,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.rt,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.rt,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northorsouth2.started,northorsouth2.stopped,northOrSouthQ.keys,northOrSouthQ.started,northOrSouthQ.stopped,northOrSouthQ.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7201538579538465,None,g,1.4557623360306025,6.7201538579538465,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.188603690825403,None,equal,23.56455908715725,8.188603690825403,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2b.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4b.mp4,stims/wedding-34.5.mp4,stimsday2details/painting34.png,stimsday2details/newpainting13.png,stimsday2details/newperson25.png,stimsday2details/couple34.png,stimsday2details/new25.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,31.78384926682338,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2b.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4b.mp4,stims/wedding-34.5.mp4,stimsday2details/painting34.png,stimsday2details/newpainting13.png,stimsday2details/newperson25.png,stimsday2details/couple34.png,stimsday2details/new25.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2b.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4b.mp4,stims/wedding-34.5.mp4,stimsday2details/painting34.png,stimsday2details/newpainting13.png,stimsday2details/newperson25.png,stimsday2details/couple34.png,stimsday2details/new25.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2b.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4b.mp4,stims/wedding-34.5.mp4,stimsday2details/painting34.png,stimsday2details/newpainting13.png,stimsday2details/newperson25.png,stimsday2details/couple34.png,stimsday2details/new25.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,0,0,0,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6931993570178747,None,44.550057326909155,69.85380473779514,69.86716760089621,78.85412410786375,78.86715482873842,None,95.85231389384717,99.85016602370888,99.85016602370888,None,122.84886461403221,126.85395928565413,126.86614184174687,None,150.86561679001898,None,"['2', '2']","[55.3088910789229, 3.2994108721613884]",94.85266849584877,99.85016602370888,['1'],[3.839717663358897],121.86575203994289,126.85395928565413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2b.mp4,stims/wedding-34.3a.mp4,stims/wedding-34.4b.mp4,stims/wedding-34.5.mp4,stimsday2details/painting34.png,stimsday2details/newpainting13.png,stimsday2details/newperson25.png,stimsday2details/couple34.png,stimsday2details/new25.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3565255105495453e-05,None,1,1.4311758279800415,171.21918689180166,None,171.21918689180166,None,171.21918689180166,None,173.2145817456767,None,1,0.7358613046817482,173.2145817456767,None,173.2145817456767,None,175.21935278596357,None,175.21935278596357,None,2,0.9030624516308308,175.21935278596357,None,2,0.8728566439822316,177.21574282366782,None,177.21574282366782,None,177.21574282366782,None,179.2151626148261,None,179.2151626148261,None,2,0.8182479040697217,179.2151626148261,None,181.21585622197017,None,181.21585622197017,None,None,181.21585622197017,None,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
north.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3b.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson26.png,stimsday2details/new26.png,stimsday2details/gift23.png,stimsday2details/cn23.png,stimsday2details/n23.png,stimsday2details/t23.png,stimsday2details/ct23.png,0,1,1,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
north.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3b.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson26.png,stimsday2details/new26.png,stimsday2details/gift23.png,stimsday2details/cn23.png,stimsday2details/n23.png,stimsday2details/t23.png,stimsday2details/ct23.png,0,1,1,1,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,183.26572414301336,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
north.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3b.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson26.png,stimsday2details/new26.png,stimsday2details/gift23.png,stimsday2details/cn23.png,stimsday2details/n23.png,stimsday2details/t23.png,stimsday2details/ct23.png,0,1,1,1,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.971010818146169,None,193.3150798380375,218.31448193406686,218.33108110167086,None,227.33204540191218,None,244.33067612582818,267.31816968880594,267.3313272050582,None,291.32997854379937,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,11,2019_Aug_23_1338,viewing,3.1.2,None,
