,onsets,offsets,weddNr
0,59.0,81.0,1.0
1,144.0,161.0,2.0
2,3.0,18.0,6.0
3,19.0,30.0,17.0
4,31.0,46.0,19.0
5,162.0,178.0,20.0
6,179.0,99998.0,22.0
7,82.0,92.0,23.0
8,113.0,128.0,28.0
9,93.0,112.0,29.0
10,47.0,58.0,34.0
11,129.0,143.0,38.0
