,onsets,offsets,weddNr
0,39.0,62.0,1.0
1,220.0,237.0,2.0
2,163.0,177.0,6.0
3,63.0,91.0,17.0
4,92.0,113.0,19.0
5,257.0,99998.0,20.0
6,3.0,38.0,22.0
7,132.0,162.0,23.0
8,114.0,131.0,28.0
9,238.0,256.0,29.0
10,195.0,219.0,34.0
11,178.0,194.0,38.0
