cue,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,text_2.started,text_2.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,cueImage.started,cueImage.stopped,keyToMoveOn.keys,keyToMoveOn.rt,keyToMoveOn.started,keyToMoveOn.stopped,text.started,text.stopped,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,g,21.103958294028416,5.135295849991962,None,,,,,,,,,,,,,,,,,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
,,,,,,,,,5.135295849991962,None,26.251650816062465,None,equal,16.588645720970817,26.251650816062465,None,,,,,,,,,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C1.png,0,0,0,0,,,,,,,,,,,,,42.88479398097843,None,space,48.671982010942884,42.88479398097843,None,42.88479398097843,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C20.png,0,1,1,5,,,,,,,,,,,,,91.71729656902608,None,space,34.25633277290035,91.71729656902608,None,91.71729656902608,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C6.png,0,2,2,2,,,,,,,,,,,,,126.13345359300729,None,space,46.272105720010586,126.13345359300729,None,126.13345359300729,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C2.png,0,3,3,1,,,,,,,,,,,,,172.56573461496737,None,space,36.25599052407779,172.56573461496737,None,172.56573461496737,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C28.png,0,4,4,8,,,,,,,,,,,,,208.98166368703824,None,space,49.77353012096137,208.98166368703824,None,208.98166368703824,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C23.png,0,5,5,7,,,,,,,,,,,,,258.931525164051,None,space,40.13962954306044,258.931525164051,None,258.931525164051,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C17.png,0,6,6,3,,,,,,,,,,,,,299.2356484490447,None,space,42.72959633299615,299.2356484490447,None,299.2356484490447,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C34.png,0,7,7,10,,,,,,,,,,,,,342.1309632649645,None,space,31.251176786026917,342.1309632649645,None,342.1309632649645,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C19.png,0,8,8,4,,,,,,,,,,,,,373.5474362690002,None,space,48.472134576993994,373.5474362690002,None,373.5474362690002,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C22.png,0,9,9,6,,,,,,,,,,,,,422.17924194200896,None,space,36.006281589041464,422.17924194200896,None,422.17924194200896,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C29.png,0,10,10,9,,,,,,,,,,,,,458.3622737650294,None,space,27.435381452087313,458.3622737650294,None,458.3622737650294,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
stimsday2details/C38.png,0,11,11,11,,,,,,,,,,,,,485.9622837980278,None,space,50.70071465696674,485.9622837980278,None,485.9622837980278,None,001,8,2019_Jul_30_1436,recall,3.1.2,60.243475586998784,
