1.8399 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
62.3281 	DATA 	Keypress: equal
63.8446 	DATA 	Keypress: equal
65.3453 	DATA 	Keypress: equal
66.8442 	DATA 	Keypress: equal
68.3358 	DATA 	Keypress: equal
69.8392 	DATA 	Keypress: equal
71.3351 	DATA 	Keypress: equal
72.8249 	DATA 	Keypress: equal
74.3396 	DATA 	Keypress: equal
75.8388 	DATA 	Keypress: equal
77.3274 	DATA 	Keypress: equal
78.8271 	DATA 	Keypress: equal
80.3276 	DATA 	Keypress: equal
81.8251 	DATA 	Keypress: equal
83.3353 	DATA 	Keypress: equal
84.8398 	DATA 	Keypress: equal
86.3352 	DATA 	Keypress: equal
87.8254 	DATA 	Keypress: equal
89.3250 	DATA 	Keypress: equal
90.8354 	DATA 	Keypress: equal
91.5563 	DATA 	Keypress: space
91.6985 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C20.png')])
91.7173 	EXP 	cueImage: autoDraw = False
91.7173 	EXP 	text: autoDraw = False
91.7173 	EXP 	cueImage: image = 'stimsday2details/C20.png'
91.7173 	EXP 	cueImage: autoDraw = True
91.7173 	EXP 	text: autoDraw = True
92.3390 	DATA 	Keypress: equal
93.8253 	DATA 	Keypress: equal
95.3275 	DATA 	Keypress: equal
96.8274 	DATA 	Keypress: equal
98.3401 	DATA 	Keypress: equal
99.8357 	DATA 	Keypress: equal
101.3248 	DATA 	Keypress: equal
102.8396 	DATA 	Keypress: equal
104.3346 	DATA 	Keypress: equal
105.8352 	DATA 	Keypress: equal
107.3250 	DATA 	Keypress: equal
108.8386 	DATA 	Keypress: equal
110.3357 	DATA 	Keypress: equal
111.8243 	DATA 	Keypress: equal
113.3245 	DATA 	Keypress: equal
114.8240 	DATA 	Keypress: equal
116.3244 	DATA 	Keypress: equal
117.8400 	DATA 	Keypress: equal
119.3396 	DATA 	Keypress: equal
120.8390 	DATA 	Keypress: equal
122.3237 	DATA 	Keypress: equal
123.8391 	DATA 	Keypress: equal
125.3235 	DATA 	Keypress: equal
125.9732 	DATA 	Keypress: space
126.1165 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'stimsday2details/C6.png')])
126.1335 	EXP 	cueImage: autoDraw = False
126.1335 	EXP 	text: autoDraw = False
126.1335 	EXP 	cueImage: image = 'stimsday2details/C6.png'
126.1335 	EXP 	cueImage: autoDraw = True
126.1335 	EXP 	text: autoDraw = True
126.8231 	DATA 	Keypress: equal
128.3237 	DATA 	Keypress: equal
129.8342 	DATA 	Keypress: equal
131.3348 	DATA 	Keypress: equal
132.8341 	DATA 	Keypress: equal
134.3342 	DATA 	Keypress: equal
135.8240 	DATA 	Keypress: equal
137.3231 	DATA 	Keypress: equal
138.8342 	DATA 	Keypress: equal
140.3342 	DATA 	Keypress: equal
141.8247 	DATA 	Keypress: equal
143.3229 	DATA 	Keypress: equal
144.8391 	DATA 	Keypress: equal
146.3345 	DATA 	Keypress: equal
147.8227 	DATA 	Keypress: equal
149.3250 	DATA 	Keypress: equal
150.8222 	DATA 	Keypress: equal
152.3388 	DATA 	Keypress: equal
153.8338 	DATA 	Keypress: equal
155.3395 	DATA 	Keypress: equal
156.8341 	DATA 	Keypress: equal
158.3268 	DATA 	Keypress: equal
159.8222 	DATA 	Keypress: equal
161.3230 	DATA 	Keypress: equal
162.8346 	DATA 	Keypress: equal
164.3382 	DATA 	Keypress: equal
165.8389 	DATA 	Keypress: equal
167.3384 	DATA 	Keypress: equal
168.8228 	DATA 	Keypress: equal
170.3266 	DATA 	Keypress: equal
171.8225 	DATA 	Keypress: equal
172.4051 	DATA 	Keypress: space
172.5400 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'stimsday2details/C2.png')])
172.5657 	EXP 	cueImage: autoDraw = False
172.5657 	EXP 	text: autoDraw = False
172.5657 	EXP 	cueImage: image = 'stimsday2details/C2.png'
172.5657 	EXP 	cueImage: autoDraw = True
172.5657 	EXP 	text: autoDraw = True
173.3336 	DATA 	Keypress: equal
174.8339 	DATA 	Keypress: equal
176.3348 	DATA 	Keypress: equal
177.8384 	DATA 	Keypress: equal
179.3210 	DATA 	Keypress: equal
180.8216 	DATA 	Keypress: equal
182.3337 	DATA 	Keypress: equal
183.8336 	DATA 	Keypress: equal
185.3219 	DATA 	Keypress: equal
186.8338 	DATA 	Keypress: equal
188.3208 	DATA 	Keypress: equal
189.8335 	DATA 	Keypress: equal
191.3217 	DATA 	Keypress: equal
192.8345 	DATA 	Keypress: equal
194.3219 	DATA 	Keypress: equal
195.8211 	DATA 	Keypress: equal
197.3212 	DATA 	Keypress: equal
198.8213 	DATA 	Keypress: equal
200.3213 	DATA 	Keypress: equal
201.8210 	DATA 	Keypress: equal
203.3376 	DATA 	Keypress: equal
204.8221 	DATA 	Keypress: equal
206.3220 	DATA 	Keypress: equal
207.8381 	DATA 	Keypress: equal
208.8213 	DATA 	Keypress: space
208.9605 	EXP 	New trial (rep=0, index=4): OrderedDict([('cue', 'stimsday2details/C28.png')])
208.9817 	EXP 	cueImage: autoDraw = False
208.9817 	EXP 	text: autoDraw = False
208.9817 	EXP 	cueImage: image = 'stimsday2details/C28.png'
208.9817 	EXP 	cueImage: autoDraw = True
208.9817 	EXP 	text: autoDraw = True
209.3383 	DATA 	Keypress: equal
210.8209 	DATA 	Keypress: equal
212.3383 	DATA 	Keypress: equal
213.8208 	DATA 	Keypress: equal
215.3220 	DATA 	Keypress: equal
216.8223 	DATA 	Keypress: equal
218.3208 	DATA 	Keypress: equal
219.8331 	DATA 	Keypress: equal
221.3191 	DATA 	Keypress: equal
222.8380 	DATA 	Keypress: equal
224.3216 	DATA 	Keypress: equal
225.8220 	DATA 	Keypress: equal
227.3223 	DATA 	Keypress: equal
228.8189 	DATA 	Keypress: equal
230.3340 	DATA 	Keypress: equal
231.8208 	DATA 	Keypress: equal
233.3223 	DATA 	Keypress: equal
234.8257 	DATA 	Keypress: equal
236.3214 	DATA 	Keypress: equal
237.8330 	DATA 	Keypress: equal
239.3212 	DATA 	Keypress: equal
240.8378 	DATA 	Keypress: equal
242.3213 	DATA 	Keypress: equal
243.8379 	DATA 	Keypress: equal
245.3212 	DATA 	Keypress: equal
246.8182 	DATA 	Keypress: equal
248.3179 	DATA 	Keypress: equal
249.8218 	DATA 	Keypress: equal
251.3180 	DATA 	Keypress: equal
252.8184 	DATA 	Keypress: equal
254.3179 	DATA 	Keypress: equal
255.8190 	DATA 	Keypress: equal
257.3189 	DATA 	Keypress: equal
258.7547 	DATA 	Keypress: space
258.9081 	EXP 	New trial (rep=0, index=5): OrderedDict([('cue', 'stimsday2details/C23.png')])
258.9212 	DATA 	Keypress: equal
258.9315 	EXP 	cueImage: autoDraw = False
258.9315 	EXP 	text: autoDraw = False
258.9315 	EXP 	cueImage: image = 'stimsday2details/C23.png'
258.9315 	EXP 	cueImage: autoDraw = True
258.9315 	EXP 	text: autoDraw = True
260.3375 	DATA 	Keypress: equal
261.8184 	DATA 	Keypress: equal
263.3208 	DATA 	Keypress: equal
264.8204 	DATA 	Keypress: equal
266.3208 	DATA 	Keypress: equal
267.8234 	DATA 	Keypress: equal
269.3369 	DATA 	Keypress: equal
270.8376 	DATA 	Keypress: equal
272.3208 	DATA 	Keypress: equal
273.8211 	DATA 	Keypress: equal
275.3168 	DATA 	Keypress: equal
276.8167 	DATA 	Keypress: equal
278.3177 	DATA 	Keypress: equal
279.8198 	DATA 	Keypress: equal
281.3203 	DATA 	Keypress: equal
282.8205 	DATA 	Keypress: equal
284.3171 	DATA 	Keypress: equal
285.8171 	DATA 	Keypress: equal
287.3207 	DATA 	Keypress: equal
288.8171 	DATA 	Keypress: equal
290.3168 	DATA 	Keypress: equal
291.8204 	DATA 	Keypress: equal
293.3210 	DATA 	Keypress: equal
294.8170 	DATA 	Keypress: equal
296.3208 	DATA 	Keypress: equal
297.8243 	DATA 	Keypress: equal
299.0707 	DATA 	Keypress: space
299.2098 	EXP 	New trial (rep=0, index=6): OrderedDict([('cue', 'stimsday2details/C17.png')])
299.2356 	EXP 	cueImage: autoDraw = False
299.2356 	EXP 	text: autoDraw = False
299.2356 	EXP 	cueImage: image = 'stimsday2details/C17.png'
299.2356 	EXP 	cueImage: autoDraw = True
299.2356 	EXP 	text: autoDraw = True
299.3242 	DATA 	Keypress: equal
300.8209 	DATA 	Keypress: equal
302.3207 	DATA 	Keypress: equal
303.8157 	DATA 	Keypress: equal
305.3161 	DATA 	Keypress: equal
306.8163 	DATA 	Keypress: equal
308.3164 	DATA 	Keypress: equal
309.8204 	DATA 	Keypress: equal
311.3212 	DATA 	Keypress: equal
312.8161 	DATA 	Keypress: equal
314.3200 	DATA 	Keypress: equal
315.8161 	DATA 	Keypress: equal
317.3162 	DATA 	Keypress: equal
318.8206 	DATA 	Keypress: equal
320.3200 	DATA 	Keypress: equal
321.8160 	DATA 	Keypress: equal
323.3155 	DATA 	Keypress: equal
324.8155 	DATA 	Keypress: equal
326.3156 	DATA 	Keypress: equal
327.8158 	DATA 	Keypress: equal
329.3158 	DATA 	Keypress: equal
330.8200 	DATA 	Keypress: equal
332.3205 	DATA 	Keypress: equal
333.8249 	DATA 	Keypress: equal
335.3199 	DATA 	Keypress: equal
336.8198 	DATA 	Keypress: equal
338.3153 	DATA 	Keypress: equal
339.8159 	DATA 	Keypress: equal
341.3153 	DATA 	Keypress: equal
341.9648 	DATA 	Keypress: space
342.1117 	EXP 	New trial (rep=0, index=7): OrderedDict([('cue', 'stimsday2details/C34.png')])
342.1310 	EXP 	cueImage: autoDraw = False
342.1310 	EXP 	text: autoDraw = False
342.1310 	EXP 	cueImage: image = 'stimsday2details/C34.png'
342.1310 	EXP 	cueImage: autoDraw = True
342.1310 	EXP 	text: autoDraw = True
342.8164 	DATA 	Keypress: equal
344.3157 	DATA 	Keypress: equal
345.8204 	DATA 	Keypress: equal
347.3154 	DATA 	Keypress: equal
348.8194 	DATA 	Keypress: equal
350.3153 	DATA 	Keypress: equal
351.8154 	DATA 	Keypress: equal
353.3149 	DATA 	Keypress: equal
354.8195 	DATA 	Keypress: equal
356.3200 	DATA 	Keypress: equal
357.8151 	DATA 	Keypress: equal
359.3197 	DATA 	Keypress: equal
360.8188 	DATA 	Keypress: equal
362.3192 	DATA 	Keypress: equal
363.8152 	DATA 	Keypress: equal
365.3152 	DATA 	Keypress: equal
366.8158 	DATA 	Keypress: equal
368.3187 	DATA 	Keypress: equal
369.8192 	DATA 	Keypress: equal
371.3155 	DATA 	Keypress: equal
372.8156 	DATA 	Keypress: equal
373.3817 	DATA 	Keypress: space
373.5307 	EXP 	New trial (rep=0, index=8): OrderedDict([('cue', 'stimsday2details/C19.png')])
373.5474 	EXP 	cueImage: autoDraw = False
373.5474 	EXP 	text: autoDraw = False
373.5474 	EXP 	cueImage: image = 'stimsday2details/C19.png'
373.5474 	EXP 	cueImage: autoDraw = True
373.5474 	EXP 	text: autoDraw = True
374.3193 	DATA 	Keypress: equal
375.8193 	DATA 	Keypress: equal
377.3189 	DATA 	Keypress: equal
378.8198 	DATA 	Keypress: equal
380.3200 	DATA 	Keypress: equal
381.8200 	DATA 	Keypress: equal
383.3147 	DATA 	Keypress: equal
384.8158 	DATA 	Keypress: equal
386.3146 	DATA 	Keypress: equal
387.8195 	DATA 	Keypress: equal
389.3193 	DATA 	Keypress: equal
390.8197 	DATA 	Keypress: equal
392.3191 	DATA 	Keypress: equal
393.8195 	DATA 	Keypress: equal
395.3192 	DATA 	Keypress: equal
396.8144 	DATA 	Keypress: equal
398.3147 	DATA 	Keypress: equal
399.8189 	DATA 	Keypress: equal
401.3147 	DATA 	Keypress: equal
402.8143 	DATA 	Keypress: equal
404.3145 	DATA 	Keypress: equal
405.8190 	DATA 	Keypress: equal
407.3144 	DATA 	Keypress: equal
408.8145 	DATA 	Keypress: equal
410.3146 	DATA 	Keypress: equal
411.8147 	DATA 	Keypress: equal
413.3189 	DATA 	Keypress: equal
414.8236 	DATA 	Keypress: equal
416.3237 	DATA 	Keypress: equal
417.8232 	DATA 	Keypress: equal
419.3196 	DATA 	Keypress: equal
420.8144 	DATA 	Keypress: equal
422.0191 	DATA 	Keypress: space
422.1598 	EXP 	New trial (rep=0, index=9): OrderedDict([('cue', 'stimsday2details/C22.png')])
422.1792 	EXP 	cueImage: autoDraw = False
422.1792 	EXP 	text: autoDraw = False
422.1792 	EXP 	cueImage: image = 'stimsday2details/C22.png'
422.1792 	EXP 	cueImage: autoDraw = True
422.1792 	EXP 	text: autoDraw = True
422.3143 	DATA 	Keypress: equal
423.8147 	DATA 	Keypress: equal
425.3149 	DATA 	Keypress: equal
426.8146 	DATA 	Keypress: equal
428.3147 	DATA 	Keypress: equal
429.8149 	DATA 	Keypress: equal
431.3149 	DATA 	Keypress: equal
432.8148 	DATA 	Keypress: equal
434.3199 	DATA 	Keypress: equal
435.8192 	DATA 	Keypress: equal
437.3188 	DATA 	Keypress: equal
438.8182 	DATA 	Keypress: equal
440.3181 	DATA 	Keypress: equal
441.8182 	DATA 	Keypress: equal
443.3147 	DATA 	Keypress: equal
444.8146 	DATA 	Keypress: equal
446.3148 	DATA 	Keypress: equal
447.8148 	DATA 	Keypress: equal
449.3151 	DATA 	Keypress: equal
450.8136 	DATA 	Keypress: equal
452.3147 	DATA 	Keypress: equal
453.8194 	DATA 	Keypress: equal
455.3228 	DATA 	Keypress: equal
456.8187 	DATA 	Keypress: equal
458.1851 	DATA 	Keypress: space
458.3309 	EXP 	New trial (rep=0, index=10): OrderedDict([('cue', 'stimsday2details/C29.png')])
458.3409 	DATA 	Keypress: equal
458.3623 	EXP 	cueImage: autoDraw = False
458.3623 	EXP 	text: autoDraw = False
458.3623 	EXP 	cueImage: image = 'stimsday2details/C29.png'
458.3623 	EXP 	cueImage: autoDraw = True
458.3623 	EXP 	text: autoDraw = True
459.8185 	DATA 	Keypress: equal
461.3134 	DATA 	Keypress: equal
462.8148 	DATA 	Keypress: equal
464.3140 	DATA 	Keypress: equal
465.8138 	DATA 	Keypress: equal
467.3139 	DATA 	Keypress: equal
468.8139 	DATA 	Keypress: equal
470.3138 	DATA 	Keypress: equal
471.8138 	DATA 	Keypress: equal
473.3140 	DATA 	Keypress: equal
474.8139 	DATA 	Keypress: equal
476.3186 	DATA 	Keypress: equal
477.8188 	DATA 	Keypress: equal
479.3139 	DATA 	Keypress: equal
480.8136 	DATA 	Keypress: equal
482.3186 	DATA 	Keypress: equal
483.8188 	DATA 	Keypress: equal
485.3140 	DATA 	Keypress: equal
485.7972 	DATA 	Keypress: space
485.9416 	EXP 	New trial (rep=0, index=11): OrderedDict([('cue', 'stimsday2details/C38.png')])
485.9623 	EXP 	cueImage: autoDraw = False
485.9623 	EXP 	text: autoDraw = False
485.9623 	EXP 	cueImage: image = 'stimsday2details/C38.png'
485.9623 	EXP 	cueImage: autoDraw = True
485.9623 	EXP 	text: autoDraw = True
486.8137 	DATA 	Keypress: equal
488.3139 	DATA 	Keypress: equal
489.8140 	DATA 	Keypress: equal
491.3137 	DATA 	Keypress: equal
492.8137 	DATA 	Keypress: equal
494.3138 	DATA 	Keypress: equal
495.8142 	DATA 	Keypress: equal
497.3139 	DATA 	Keypress: equal
498.8142 	DATA 	Keypress: equal
500.3141 	DATA 	Keypress: equal
501.8142 	DATA 	Keypress: equal
503.3176 	DATA 	Keypress: equal
504.8139 	DATA 	Keypress: equal
506.3141 	DATA 	Keypress: equal
507.8142 	DATA 	Keypress: equal
509.3139 	DATA 	Keypress: equal
510.8138 	DATA 	Keypress: equal
512.3138 	DATA 	Keypress: equal
513.8129 	DATA 	Keypress: equal
515.3141 	DATA 	Keypress: equal
516.8138 	DATA 	Keypress: equal
518.3177 	DATA 	Keypress: equal
519.8186 	DATA 	Keypress: equal
521.3185 	DATA 	Keypress: equal
522.8182 	DATA 	Keypress: equal
524.3175 	DATA 	Keypress: equal
525.8141 	DATA 	Keypress: equal
527.3185 	DATA 	Keypress: equal
528.8126 	DATA 	Keypress: equal
530.3172 	DATA 	Keypress: equal
531.8130 	DATA 	Keypress: equal
533.3132 	DATA 	Keypress: equal
534.8126 	DATA 	Keypress: equal
536.3138 	DATA 	Keypress: equal
536.6625 	DATA 	Keypress: space
536.8618 	EXP 	cueImage: autoDraw = False
536.8618 	EXP 	text: autoDraw = False
537.1351 	EXP 	window1: mouseVisible = True
