,onsets,offsets,weddNr
0,320.0,363.0,1.0
1,295.0,319.0,2.0
2,220.0,255.0,6.0
3,364.0,99998.0,17.0
4,137.0,173.0,19.0
5,174.0,219.0,20.0
6,3.0,28.0,22.0
7,29.0,48.0,23.0
8,68.0,98.0,28.0
9,99.0,136.0,29.0
10,256.0,294.0,34.0
11,49.0,67.0,38.0
