condsFile,northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,QeggPainting1,Qcharacter1,Qgift1,QeggPainting2,Qcharacter2,Qgift2,Qname1,Qtheme1,Qname2,Qtheme2,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,image_2.started,image_2.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.rt,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.rt,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.rt,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.rt,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northOrSouthQ.keys,northOrSouthQ.rt,northOrSouthQ.started,northOrSouthQ.stopped,northorsouth2.started,northorsouth2.stopped,themeQresp.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.808881495147943,None,g,0.32522385381162167,8.808881495147943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.141953323036432,None,equal,18.63524360395968,9.141953323036432,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathA_2.csv,south.png,stims/wedding-25.1a.mp4,stims/wedding-25.1b.mp4,stims/wedding-25.2a.mp4,stims/wedding-25.3b.mp4,stims/wedding-25.4a.mp4,stims/wedding-25.5.mp4,stimsday1details/egg25.png,stimsday1details/couple25.png,stimsday1details/gift25.png,stimsday1details/newegg8.png,stimsday1details/newperson8.png,stimsday1details/new8.png,stimsday1details/cn25.png,stimsday1details/ct25.png,stimsday1details/n25.png,stimsday1details/t25.png,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,27.811126184184104,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathA_2.csv,south.png,stims/wedding-25.1a.mp4,stims/wedding-25.1b.mp4,stims/wedding-25.2a.mp4,stims/wedding-25.3b.mp4,stims/wedding-25.4a.mp4,stims/wedding-25.5.mp4,stimsday1details/egg25.png,stimsday1details/couple25.png,stimsday1details/gift25.png,stimsday1details/newegg8.png,stimsday1details/newperson8.png,stimsday1details/new8.png,stimsday1details/cn25.png,stimsday1details/ct25.png,stimsday1details/n25.png,stimsday1details/t25.png,0,0,0,1,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7626242148689926,None,40.07496908400208,69.80780872795731,69.82479873299599,None,78.82374011492357,None,95.82749955402687,99.8071807809174,99.82354421215132,122.8062998028472,122.8276884490624,126.8073506099172,126.82320570386946,150.80681005911902,150.82341059483588,None,['1'],[2.4187709158286452],94.82389520015568,99.8071807809174,['2'],[2.8012055829167366],121.82363296300173,126.8073506099172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathA_2.csv,south.png,stims/wedding-25.1a.mp4,stims/wedding-25.1b.mp4,stims/wedding-25.2a.mp4,stims/wedding-25.3b.mp4,stims/wedding-25.4a.mp4,stims/wedding-25.5.mp4,stimsday1details/egg25.png,stimsday1details/couple25.png,stimsday1details/gift25.png,stimsday1details/newegg8.png,stimsday1details/newperson8.png,stimsday1details/new8.png,stimsday1details/cn25.png,stimsday1details/ct25.png,stimsday1details/n25.png,stimsday1details/t25.png,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9034912586212158e-05,None,2,1.2667348282411695,165.08924356289208,None,165.08924356289208,None,165.08924356289208,None,167.0732868872583,None,1,0.8843116518110037,167.0732868872583,None,167.0732868872583,None,169.07227109512314,None,169.07227109512314,None,1,0.7735903719440103,169.07227109512314,None,None,171.0723270419985,None,171.0723270419985,None,171.0723270419985,None,173.07223532814533,None,173.07223532814533,None,1,1.002280246000737,173.07223532814533,None,175.07220450788736,None,2,0.9023653990589082,175.07220450788736,None,175.07220450788736,None,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathB_3.csv,south.png,stims/wedding-41.1a.mp4,stims/wedding-41.1b.mp4,stims/wedding-41.2b.mp4,stims/wedding-41.3a.mp4,stims/wedding-41.4b.mp4,stims/wedding-41.5.mp4,stimsday1details/painting41.png,stimsday1details/couple41.png,stimsday1details/new21.png,stimsday1details/newpainting9.png,stimsday1details/newperson21.png,stimsday1details/gift41.png,stimsday1details/cn41.png,stimsday1details/t41.png,stimsday1details/n41.png,stimsday1details/ct41.png,0,1,1,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,177.2559583131224,None,3.134440636727959,None,186.8897403809242,216.26051829522476,216.27258096821606,225.25510286726058,225.2729828702286,None,242.27250725682825,265.2547632888891,265.27226311620325,None,289.27149748802185,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathB_3.csv,south.png,stims/wedding-41.1a.mp4,stims/wedding-41.1b.mp4,stims/wedding-41.2b.mp4,stims/wedding-41.3a.mp4,stims/wedding-41.4b.mp4,stims/wedding-41.5.mp4,stimsday1details/painting41.png,stimsday1details/couple41.png,stimsday1details/new21.png,stimsday1details/newpainting9.png,stimsday1details/newperson21.png,stimsday1details/gift41.png,stimsday1details/cn41.png,stimsday1details/t41.png,stimsday1details/n41.png,stimsday1details/ct41.png,0,1,1,5,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathB_3.csv,south.png,stims/wedding-41.1a.mp4,stims/wedding-41.1b.mp4,stims/wedding-41.2b.mp4,stims/wedding-41.3a.mp4,stims/wedding-41.4b.mp4,stims/wedding-41.5.mp4,stimsday1details/painting41.png,stimsday1details/couple41.png,stimsday1details/new21.png,stimsday1details/newpainting9.png,stimsday1details/newperson21.png,stimsday1details/gift41.png,stimsday1details/cn41.png,stimsday1details/t41.png,stimsday1details/n41.png,stimsday1details/ct41.png,0,1,1,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9309652745723724e-05,None,2,0.9046629681251943,307.3707774542272,None,307.3707774542272,None,307.3707774542272,None,309.3704072088003,None,1,0.7863312149420381,309.3704072088003,None,309.3704072088003,None,311.37095438083634,None,311.37095438083634,None,1,0.9690357181243598,311.37095438083634,None,1,313.37052520317957,None,313.37052520317957,None,313.37052520317957,None,315.3715708171949,None,315.3715708171949,None,2,0.8229714930057526,315.3715708171949,None,317.3716955669224,None,2,0.6509488560259342,317.3716955669224,None,317.3716955669224,None,1.3245384469628334,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathB_2.csv,south.png,stims/wedding-32.1a.mp4,stims/wedding-32.1b.mp4,stims/wedding-32.2b.mp4,stims/wedding-32.3a.mp4,stims/wedding-32.4b.mp4,stims/wedding-32.5.mp4,stimsday1details/newpainting8.png,stimsday1details/newperson20.png,stimsday1details/new20.png,stimsday1details/painting32.png,stimsday1details/couple32.png,stimsday1details/gift32.png,stimsday1details/n32.png,stimsday1details/t32.png,stimsday1details/cn32.png,stimsday1details/ct32.png,0,2,2,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,319.5880935690366,None,2.9418796016834676,None,329.0371565860696,358.5909127830528,358.60444193985313,None,367.6042892728001,None,384.6036774450913,407.5910432022065,407.60397964389995,431.59073605015874,431.6025348859839,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
videoBlock_schemaS_pathB_2.csv,south.png,stims/wedding-32.1a.mp4,stims/wedding-32.1b.mp4,stims/wedding-32.2b.mp4,stims/wedding-32.3a.mp4,stims/wedding-32.4b.mp4,stims/wedding-32.5.mp4,stimsday1details/newpainting8.png,stimsday1details/newperson20.png,stimsday1details/new20.png,stimsday1details/painting32.png,stimsday1details/couple32.png,stimsday1details/gift32.png,stimsday1details/n32.png,stimsday1details/t32.png,stimsday1details/cn32.png,stimsday1details/ct32.png,0,2,2,4,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,31,2019_Dec_02_1159,Block3,3.1.2,59.69643822846575,
