leftimage,rightimage,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,leftimageLoc.started,leftimageLoc.stopped,rightimageLoc.started,rightimageLoc.stopped,answer.keys,answer.rt,answer.started,answer.stopped,Q.started,Q.stopped,ITIfixation.started,ITIfixation.stopped,session,participant,date,expName,psychopyVersion,frameRate,
stimsday2details/wedding23.png,stimsday2details/wedding19.png,0,0,0,20,8.698100041000089,None,8.698100041000089,None,k,30.769748816000174,8.698100041000089,None,8.698100041000089,None,39.48395205499992,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding28.png,stimsday2details/wedding20.png,0,1,1,6,41.305070358000194,None,41.305070358000194,None,k,17.615480501999627,41.305070358000194,None,41.305070358000194,None,58.95084349799981,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding19.png,stimsday2details/wedding34.png,0,2,2,19,60.71807548600009,None,60.71807548600009,None,l,16.372517991000223,60.71807548600009,None,60.71807548600009,None,77.11714378299985,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding38.png,stimsday2details/wedding29.png,0,3,3,13,78.93399003400009,None,78.93399003400009,None,k,23.09354030800023,78.93399003400009,None,78.93399003400009,None,102.05030028600004,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding23.png,stimsday2details/wedding6.png,0,4,4,10,103.81672837899987,None,103.81672837899987,None,k,7.00703976099976,103.81672837899987,None,103.81672837899987,None,110.85018569700014,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding20.png,stimsday2details/wedding28.png,0,5,5,17,112.58372525499999,None,112.58372525499999,None,l,7.009808791000069,112.58372525499999,None,112.58372525499999,None,119.61717161100023,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding28.png,stimsday2details/wedding22.png,0,6,6,16,121.3884576219998,None,121.3884576219998,None,l,4.936301562000153,121.3884576219998,None,121.3884576219998,None,126.35022730799983,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding22.png,stimsday2details/wedding28.png,0,7,7,5,128.0726229339998,None,128.0726229339998,None,k,2.1033407899999474,128.0726229339998,None,128.0726229339998,None,130.20005648000006,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding6.png,stimsday2details/wedding23.png,0,8,8,21,131.91699992500025,None,131.91699992500025,None,l,6.460606941999686,131.91699992500025,None,131.91699992500025,None,138.39953260799984,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding38.png,stimsday2details/wedding1.png,0,9,9,3,140.183093956,None,140.183093956,None,k,8.391795938999621,140.183093956,None,140.183093956,None,148.59972910199986,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding19.png,stimsday2details/wedding23.png,0,10,10,9,150.33273345599991,None,150.33273345599991,None,l,5.253828552999948,150.33273345599991,None,150.33273345599991,None,155.61610463299985,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding1.png,stimsday2details/wedding38.png,0,11,11,14,157.33448202499994,None,157.33448202499994,None,l,5.885914933999629,157.33448202499994,None,157.33448202499994,None,163.24924836599985,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding20.png,stimsday2details/wedding34.png,0,12,12,7,164.98299188400006,None,164.98299188400006,None,l,4.691052038999715,164.98299188400006,None,164.98299188400006,None,169.6996599869999,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding22.png,stimsday2details/wedding1.png,0,13,13,15,171.4201411449999,None,171.4201411449999,None,l,4.533124549000149,171.4201411449999,None,171.4201411449999,None,175.98277954500008,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding17.png,stimsday2details/wedding2.png,0,14,14,0,177.79937979099986,None,177.79937979099986,None,k,2.1106044040002416,177.79937979099986,None,177.79937979099986,None,179.93269318600005,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding29.png,stimsday2details/wedding38.png,0,15,15,2,181.66615796299993,None,181.66615796299993,None,k,8.21062001600012,181.66615796299993,None,181.66615796299993,None,189.8992961570002,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding29.png,stimsday2details/wedding2.png,0,16,16,12,191.62026473200012,None,191.62026473200012,None,l,9.892996585000219,191.62026473200012,None,191.62026473200012,None,201.5322603049999,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding34.png,stimsday2details/wedding20.png,0,17,17,18,203.29863450499988,None,203.29863450499988,None,l,13.89019502400015,203.29863450499988,None,203.29863450499988,None,217.2146478640002,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
stimsday2details/wedding1.png,stimsday2details/wedding22.png,0,18,18,4,218.949300323,None,218.949300323,None,k,3.7097284780002155,218.949300323,None,218.949300323,None,222.6821453470002,None,001,31,2019_Dec_03_1641,sequencetask,3.1.3,59.55985529008073,
