2.0001 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
8.8955 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
9.5644 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x132bfdb780>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132dc29f60>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
9.5644 	EXP 	window1: recordFrameIntervals = False
9.7314 	EXP 	window1: recordFrameIntervals = True
9.9149 	EXP 	window1: recordFrameIntervals = False
10.0369 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
10.0457 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
10.0525 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
10.0851 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
10.1306 	EXP 	text_2: autoDraw = True
10.6673 	DATA 	Keypress: g
10.6805 	EXP 	text_2: autoDraw = False
10.6805 	EXP 	waiting: autoDraw = True
31.1982 	DATA 	Keypress: equal
31.2076 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
31.2101 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
31.2105 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C29.png')])
31.2640 	EXP 	waiting: autoDraw = False
31.2640 	EXP 	cueImage: image = 'stimsday2details/C29.png'
31.2640 	EXP 	cueImage: autoDraw = True
31.2640 	EXP 	text: autoDraw = True
32.6982 	DATA 	Keypress: equal
34.1983 	DATA 	Keypress: equal
35.6981 	DATA 	Keypress: equal
37.1985 	DATA 	Keypress: equal
38.6983 	DATA 	Keypress: equal
40.1979 	DATA 	Keypress: equal
41.6981 	DATA 	Keypress: equal
43.2027 	DATA 	Keypress: equal
44.7028 	DATA 	Keypress: equal
46.2070 	DATA 	Keypress: equal
47.6981 	DATA 	Keypress: equal
49.1981 	DATA 	Keypress: equal
50.6985 	DATA 	Keypress: equal
52.2066 	DATA 	Keypress: equal
53.7070 	DATA 	Keypress: equal
55.2027 	DATA 	Keypress: equal
56.7078 	DATA 	Keypress: equal
58.1984 	DATA 	Keypress: equal
58.5643 	DATA 	Keypress: space
58.7095 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C34.png')])
58.7306 	EXP 	cueImage: autoDraw = False
58.7306 	EXP 	text: autoDraw = False
58.7306 	EXP 	cueImage: image = 'stimsday2details/C34.png'
58.7306 	EXP 	cueImage: autoDraw = True
58.7306 	EXP 	text: autoDraw = True
59.6984 	DATA 	Keypress: equal
61.2036 	DATA 	Keypress: equal
62.7028 	DATA 	Keypress: equal
64.2024 	DATA 	Keypress: equal
65.7022 	DATA 	Keypress: equal
67.2026 	DATA 	Keypress: equal
68.7026 	DATA 	Keypress: equal
70.1983 	DATA 	Keypress: equal
71.7029 	DATA 	Keypress: equal
73.2071 	DATA 	Keypress: equal
74.7071 	DATA 	Keypress: equal
76.2077 	DATA 	Keypress: equal
77.6987 	DATA 	Keypress: equal
79.2024 	DATA 	Keypress: equal
80.6983 	DATA 	Keypress: equal
82.1983 	DATA 	Keypress: equal
83.7016 	DATA 	Keypress: equal
85.2019 	DATA 	Keypress: equal
86.7022 	DATA 	Keypress: equal
88.2017 	DATA 	Keypress: equal
89.6983 	DATA 	Keypress: equal
91.1985 	DATA 	Keypress: equal
92.6977 	DATA 	Keypress: equal
94.2024 	DATA 	Keypress: equal
95.6986 	DATA 	Keypress: equal
97.1354 	DATA 	Keypress: space
97.2846 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'stimsday2details/C22.png')])
97.2958 	DATA 	Keypress: equal
97.3126 	EXP 	cueImage: autoDraw = False
97.3126 	EXP 	text: autoDraw = False
97.3126 	EXP 	cueImage: image = 'stimsday2details/C22.png'
97.3126 	EXP 	cueImage: autoDraw = True
97.3126 	EXP 	text: autoDraw = True
98.7025 	DATA 	Keypress: equal
100.2023 	DATA 	Keypress: equal
101.7022 	DATA 	Keypress: equal
103.2012 	DATA 	Keypress: equal
104.7016 	DATA 	Keypress: equal
106.2022 	DATA 	Keypress: equal
107.7023 	DATA 	Keypress: equal
109.2017 	DATA 	Keypress: equal
110.7024 	DATA 	Keypress: equal
112.1972 	DATA 	Keypress: equal
113.6977 	DATA 	Keypress: equal
115.1977 	DATA 	Keypress: equal
116.6979 	DATA 	Keypress: equal
118.1978 	DATA 	Keypress: equal
118.5141 	DATA 	Keypress: space
118.6572 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'stimsday2details/C17.png')])
118.6797 	EXP 	cueImage: autoDraw = False
118.6797 	EXP 	text: autoDraw = False
118.6797 	EXP 	cueImage: image = 'stimsday2details/C17.png'
118.6797 	EXP 	cueImage: autoDraw = True
118.6797 	EXP 	text: autoDraw = True
119.6975 	DATA 	Keypress: equal
121.1976 	DATA 	Keypress: equal
122.7023 	DATA 	Keypress: equal
124.2018 	DATA 	Keypress: equal
125.7018 	DATA 	Keypress: equal
127.1975 	DATA 	Keypress: equal
128.6976 	DATA 	Keypress: equal
130.1977 	DATA 	Keypress: equal
131.6978 	DATA 	Keypress: equal
133.2019 	DATA 	Keypress: equal
134.7020 	DATA 	Keypress: equal
136.2023 	DATA 	Keypress: equal
137.6978 	DATA 	Keypress: equal
139.1975 	DATA 	Keypress: equal
140.6976 	DATA 	Keypress: equal
142.2019 	DATA 	Keypress: equal
143.6975 	DATA 	Keypress: equal
145.1975 	DATA 	Keypress: equal
146.6976 	DATA 	Keypress: equal
148.2024 	DATA 	Keypress: equal
149.7022 	DATA 	Keypress: equal
151.2022 	DATA 	Keypress: equal
152.6976 	DATA 	Keypress: equal
154.1965 	DATA 	Keypress: equal
155.6976 	DATA 	Keypress: equal
157.1975 	DATA 	Keypress: equal
158.7010 	DATA 	Keypress: equal
160.1965 	DATA 	Keypress: equal
160.6185 	DATA 	Keypress: space
160.7698 	EXP 	New trial (rep=0, index=4): OrderedDict([('cue', 'stimsday2details/C19.png')])
160.7957 	EXP 	cueImage: autoDraw = False
160.7957 	EXP 	text: autoDraw = False
160.7957 	EXP 	cueImage: image = 'stimsday2details/C19.png'
160.7957 	EXP 	cueImage: autoDraw = True
160.7957 	EXP 	text: autoDraw = True
161.6969 	DATA 	Keypress: equal
163.1966 	DATA 	Keypress: equal
164.6967 	DATA 	Keypress: equal
166.1967 	DATA 	Keypress: equal
167.7061 	DATA 	Keypress: equal
169.2054 	DATA 	Keypress: equal
