Question,answer.thisRepN,answer.thisTrialN,answer.thisN,answer.thisIndex,QuestionNr.started,QuestionNr.stopped,answer1.response,answer1.rt,answer1.history,answer1.started,answer1.stopped,answer2.response,answer2.rt,answer2.history,answer2.started,answer2.stopped,answer3.response,answer3.rt,answer3.history,answer3.started,answer3.stopped,answer4.response,answer4.rt,answer4.history,answer4.started,answer4.stopped,answer5.response,answer5.rt,answer5.history,answer5.started,answer5.stopped,answer6.response,answer6.rt,answer6.history,answer6.started,answer6.stopped,blank.started,blank.stopped,session,participant,date,expName,psychopyVersion,frameRate
"When a couple from the NORTH just celebrated around a campfire, the most likely next event is:",0,0,0,0,54.43706957,None,None,None,"[(None, 0.0), (0, 0.0)]",0.18288599,None,None,None,"[(None, 0.0), (0, 0.0)]",0.18288599,None,None,None,"[(None, 0.0), (38, 85.872), (40, 87.539), (30, 163.255)]",0.18288599,None,None,None,"[(None, 0.0), (21, 104.851), (20, 106.953), (19, 118.886), (18, 118.924), (17, 118.956), (16, 118.991), (15, 119.024), (14, 119.054), (13, 119.089), (12, 119.122), (10, 119.156), (9, 119.189), (8, 119.222), (7, 119.255), (6, 119.289), (5, 119.322), (4, 119.354), (3, 119.388), (2, 119.421), (1, 119.455), (0, 119.489), (12, 130.52), (11, 132.253), (10, 133.919)]",0.18288599,None,20,175.452,"[(None, 0.0), (10, 91.982), (19, 146.784), (20, 148.519), (20, 175.452)]",0.18288599,None,None,None,"[(None, 0.0), (50, 95.446), (40, 101.78), (45, 127.282), (40, 170.148)]",0.18288599,None,229.9009435,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the SOUTH just held a torch together, the most likely next event is:",0,1,1,7,230.5850427,None,None,None,"[(None, 0.0), (0, 0.0)]",0.161564574,None,40,90.853,"[(None, 0.0), (39, 17.355), (42, 19.022), (48, 20.388), (50, 21.623), (39, 23.755), (38, 25.389), (39, 27.089), (40, 30.856), (40, 90.853)]",0.161564574,None,None,None,"[(None, 0.0), (20, 80.685)]",0.161564574,None,None,None,"[(None, 0.0), (0, 0.0)]",0.161564574,None,None,None,"[(None, 0.0), (40, 40.415)]",0.161564574,None,None,None,"[(None, 0.0), (0, 0.0)]",0.161564574,None,321.4501772,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the NORTH just held a torch together, the most likely next event is:",0,2,2,3,322.1339414,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154884728,None,20,101.611,"[(None, 0.0), (30, 52.311), (20, 54.046), (20, 101.61)]",0.154884728,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154884728,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154884728,None,None,None,"[(None, 0.0), (59, 16.339), (51, 18.239), (50, 19.606)]",0.154884728,None,None,None,"[(None, 0.0), (29, 95.237), (30, 96.671)]",0.154884728,None,423.7490681,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the SOUTH just dropped a coin into a bowl, the most likely next event is:",0,3,3,6,424.4321494,None,20,39.546,"[(None, 0.0), (19, 33.513), (20, 35.013), (20, 39.545)]",0.156013077,None,None,None,"[(None, 0.0), (20, 18.611)]",0.156013077,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156013077,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156013077,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156013077,None,None,None,"[(None, 0.0), (60, 13.567)]",0.156013077,None,463.9815699,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the SOUTH just celebrated around a campfire, the most likely next event is:",0,4,4,4,464.665283,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156810494,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156810494,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156810494,None,33,43.49,"[(None, 0.0), (41, 39.689), (39, 41.155), (40, 42.055), (41, 42.092), (42, 42.123), (41, 42.456), (40, 42.556), (38, 43.423), (33, 43.458), (33, 43.49)]",0.156810494,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156810494,None,None,None,"[(None, 0.0), (0, 0.0)]",0.156810494,None,508.1637076,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the NORTH just dropped a coin into a bowl, the most likely next event is:",0,5,5,2,508.8471333,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154557753,None,20,75.245,"[(None, 0.0), (19, 50.627), (21, 51.896), (20, 53.33), (20, 75.244)]",0.154557753,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154557753,None,None,None,"[(None, 0.0), (0, 0.0)]",0.154557753,None,None,None,"[(None, 0.0), (32, 12.939), (30, 17.323)]",0.154557753,None,None,None,"[(None, 0.0), (49, 38.604), (42, 41.787), (40, 43.153), (50, 67.088)]",0.154557753,None,584.0967606,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the NORTH just planted a flower, the most likely next event is:",0,6,6,1,584.7798591,None,None,None,"[(None, 0.0), (0, 0.0)]",0.152830192,None,None,None,"[(None, 0.0), (0, 0.0)]",0.152830192,None,None,None,"[(None, 0.0), (0, 0.0)]",0.152830192,None,None,None,"[(None, 0.0), (39, 27.927), (29, 29.394), (31, 30.494), (30, 31.627)]",0.152830192,None,30,89.909,"[(None, 0.0), (29, 13.091), (30, 14.957), (30, 89.908)]",0.152830192,None,None,None,"[(None, 0.0), (40, 10.337)]",0.152830192,None,674.6957742,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
"When a couple from the SOUTH just planted a flower, the most likely next event is:",0,7,7,5,675.4283319,None,20,40.487,"[(None, 0.0), (18, 27.386), (20, 28.755), (20, 40.487)]",0.197722912,None,None,None,"[(None, 0.0), (0, 0.0)]",0.197722912,None,None,None,"[(None, 0.0), (41, 15.215), (29, 16.417), (31, 18.285), (30, 19.783)]",0.197722912,None,None,None,"[(None, 0.0), (0, 0.0)]",0.197722912,None,None,None,"[(None, 0.0), (10, 34.58)]",0.197722912,None,None,None,"[(None, 0.0), (60, 8.276), (50, 10.108), (40, 38.211)]",0.197722912,None,715.9117288,None,1,19,2019_Oct_01_1526,schematest,3.1.3,59.99815494
