1.8506 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
5.4907 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
6.1592 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x13214e27b8>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x13231310b8>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.1593 	EXP 	window1: recordFrameIntervals = False
6.3254 	EXP 	window1: recordFrameIntervals = True
6.5087 	EXP 	window1: recordFrameIntervals = False
6.6331 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
6.6420 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
6.6486 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
6.6811 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
6.7251 	EXP 	text_2: autoDraw = True
6.9962 	DATA 	Keypress: g
7.0252 	EXP 	text_2: autoDraw = False
7.0252 	EXP 	waiting: autoDraw = True
25.6435 	DATA 	Keypress: equal
25.6549 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
25.6562 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
25.6567 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C29.png')])
25.6915 	EXP 	waiting: autoDraw = False
25.6915 	EXP 	cueImage: image = 'stimsday2details/C29.png'
25.6915 	EXP 	cueImage: autoDraw = True
25.6915 	EXP 	text: autoDraw = True
27.1438 	DATA 	Keypress: equal
28.6434 	DATA 	Keypress: equal
30.1437 	DATA 	Keypress: equal
31.6438 	DATA 	Keypress: equal
33.1434 	DATA 	Keypress: equal
34.6434 	DATA 	Keypress: equal
36.1433 	DATA 	Keypress: equal
37.6436 	DATA 	Keypress: equal
39.1436 	DATA 	Keypress: equal
40.6432 	DATA 	Keypress: equal
42.1431 	DATA 	Keypress: equal
43.6431 	DATA 	Keypress: equal
45.1431 	DATA 	Keypress: equal
46.6431 	DATA 	Keypress: equal
48.1431 	DATA 	Keypress: equal
49.6432 	DATA 	Keypress: equal
51.1433 	DATA 	Keypress: equal
52.6431 	DATA 	Keypress: equal
54.1431 	DATA 	Keypress: equal
55.6431 	DATA 	Keypress: equal
57.1432 	DATA 	Keypress: equal
58.6431 	DATA 	Keypress: equal
60.1429 	DATA 	Keypress: equal
61.6431 	DATA 	Keypress: equal
63.1434 	DATA 	Keypress: equal
64.6431 	DATA 	Keypress: equal
66.1429 	DATA 	Keypress: equal
66.1622 	DATA 	Keypress: space
66.3259 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C19.png')])
66.3410 	EXP 	cueImage: autoDraw = False
66.3410 	EXP 	text: autoDraw = False
66.3410 	EXP 	cueImage: image = 'stimsday2details/C19.png'
66.3410 	EXP 	cueImage: autoDraw = True
66.3410 	EXP 	text: autoDraw = True
67.6431 	DATA 	Keypress: equal
69.1435 	DATA 	Keypress: equal
70.6428 	DATA 	Keypress: equal
72.1431 	DATA 	Keypress: equal
73.6431 	DATA 	Keypress: equal
75.1433 	DATA 	Keypress: equal
76.6428 	DATA 	Keypress: equal
78.1427 	DATA 	Keypress: equal
79.6430 	DATA 	Keypress: equal
81.1427 	DATA 	Keypress: equal
82.6428 	DATA 	Keypress: equal
84.1427 	DATA 	Keypress: equal
85.6432 	DATA 	Keypress: equal
87.1426 	DATA 	Keypress: equal
88.6426 	DATA 	Keypress: equal
90.1427 	DATA 	Keypress: equal
91.6427 	DATA 	Keypress: equal
93.1428 	DATA 	Keypress: equal
94.6425 	DATA 	Keypress: equal
96.1425 	DATA 	Keypress: equal
97.6427 	DATA 	Keypress: equal
99.1425 	DATA 	Keypress: equal
100.6428 	DATA 	Keypress: equal
102.1426 	DATA 	Keypress: equal
103.6426 	DATA 	Keypress: equal
105.1425 	DATA 	Keypress: equal
106.6424 	DATA 	Keypress: equal
108.1426 	DATA 	Keypress: equal
