northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,Qeggpainting1,Qeggpainting2,Qcharacter1,Qcharacter2,Qgift1,Qgift2,Qname1,Qname2,Qtheme1,Qtheme2,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,South.thisRepN,South.thisTrialN,South.thisN,South.thisIndex,North.thisRepN,North.thisTrialN,North.thisN,North.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,southCueImage.started,southCueImage.stopped,northCueImage.started,northCueImage.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.rt,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.rt,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.rt,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.rt,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northorsouth2.started,northorsouth2.stopped,northOrSouthQ.keys,northOrSouthQ.rt,northOrSouthQ.started,northOrSouthQ.stopped,eggPaintingQresp.rt,session,participant,date,expName,psychopyVersion,frameRate,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3b.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg15.png,stimsday2details/newperson28.png,stimsday2details/couple34.png,stimsday2details/new28.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,3,3,3,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-34.1a.mp4,stims/wedding-34.1b.mp4,stims/wedding-34.2a.mp4,stims/wedding-34.3b.mp4,stims/wedding-34.4a.mp4,stims/wedding-34.5.mp4,stimsday2details/egg34.png,stimsday2details/newegg15.png,stimsday2details/newperson28.png,stimsday2details/couple34.png,stimsday2details/new28.png,stimsday2details/gift34.png,stimsday2details/n34.png,stimsday2details/cn34.png,stimsday2details/ct34.png,stimsday2details/t34.png,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1812116503715515e-05,None,1,1.1240336084738374,593.7209030669183,None,593.7209030669183,None,593.7209030669183,None,595.7198707452044,None,1,595.7198707452044,None,595.7198707452044,None,597.7204562276602,None,597.7204562276602,None,None,,597.7204562276602,None,2,1.1368656773120165,599.7203736426309,None,599.7203736426309,None,599.7203736426309,None,601.7211144100875,None,601.7211144100875,None,2,0.8239339822903275,601.7211144100875,None,603.7197646060959,None,603.7197646060959,None,2,0.8537863465026021,603.7197646060959,None,0.8174479361623526,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-17.1a.mp4,stims/wedding-17.1b.mp4,stims/wedding-17.2a.mp4,stims/wedding-17.3b.mp4,stims/wedding-17.4a.mp4,stims/wedding-17.5.mp4,stimsday2details/newegg16.png,stimsday2details/egg17.png,stimsday2details/newperson29.png,stimsday2details/couple17.png,stimsday2details/new29.png,stimsday2details/gift17.png,stimsday2details/cn17.png,stimsday2details/n17.png,stimsday2details/t17.png,stimsday2details/ct17.png,0,4,4,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,605.7203384777531,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-17.1a.mp4,stims/wedding-17.1b.mp4,stims/wedding-17.2a.mp4,stims/wedding-17.3b.mp4,stims/wedding-17.4a.mp4,stims/wedding-17.5.mp4,stimsday2details/newegg16.png,stimsday2details/egg17.png,stimsday2details/newperson29.png,stimsday2details/couple17.png,stimsday2details/new29.png,stimsday2details/gift17.png,stimsday2details/cn17.png,stimsday2details/n17.png,stimsday2details/t17.png,stimsday2details/ct17.png,0,4,4,4,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-17.1a.mp4,stims/wedding-17.1b.mp4,stims/wedding-17.2a.mp4,stims/wedding-17.3b.mp4,stims/wedding-17.4a.mp4,stims/wedding-17.5.mp4,stimsday2details/newegg16.png,stimsday2details/egg17.png,stimsday2details/newperson29.png,stimsday2details/couple17.png,stimsday2details/new29.png,stimsday2details/gift17.png,stimsday2details/cn17.png,stimsday2details/n17.png,stimsday2details/t17.png,stimsday2details/ct17.png,0,4,4,4,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.05989149492234,None,616.0203665429726,None,640.9703636830673,None,649.9692797223106,666.9532786449417,666.969018721953,689.951940507628,689.9686417626217,None,713.9688345314935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-17.1a.mp4,stims/wedding-17.1b.mp4,stims/wedding-17.2a.mp4,stims/wedding-17.3b.mp4,stims/wedding-17.4a.mp4,stims/wedding-17.5.mp4,stimsday2details/newegg16.png,stimsday2details/egg17.png,stimsday2details/newperson29.png,stimsday2details/couple17.png,stimsday2details/new29.png,stimsday2details/gift17.png,stimsday2details/cn17.png,stimsday2details/n17.png,stimsday2details/t17.png,stimsday2details/ct17.png,0,4,4,4,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-17.1a.mp4,stims/wedding-17.1b.mp4,stims/wedding-17.2a.mp4,stims/wedding-17.3b.mp4,stims/wedding-17.4a.mp4,stims/wedding-17.5.mp4,stimsday2details/newegg16.png,stimsday2details/egg17.png,stimsday2details/newperson29.png,stimsday2details/couple17.png,stimsday2details/new29.png,stimsday2details/gift17.png,stimsday2details/cn17.png,stimsday2details/n17.png,stimsday2details/t17.png,stimsday2details/ct17.png,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.829970955848694e-05,None,None,,737.7713378276676,None,737.7713378276676,None,737.7713378276676,None,739.7684114798903,None,2,739.7684114798903,None,739.7684114798903,None,741.7733538560569,None,741.7733538560569,None,2,0.9658424044027925,741.7733538560569,None,1,0.9535094434395432,743.7691502990201,None,743.7691502990201,None,743.7691502990201,None,745.7683669598773,None,745.7683669598773,None,2,0.924902587197721,745.7683669598773,None,747.7729097595438,None,747.7729097595438,None,2,0.8988540815189481,747.7729097595438,None,1.403166051954031,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2a.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4a.mp4,stims/wedding-1.5.mp4,stimsday2details/newegg17.png,stimsday2details/egg1.png,stimsday2details/couple1.png,stimsday2details/newperson30.png,stimsday2details/gift1.png,stimsday2details/new30.png,stimsday2details/n1.png,stimsday2details/cn1.png,stimsday2details/t1.png,stimsday2details/ct1.png,0,5,5,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2a.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4a.mp4,stims/wedding-1.5.mp4,stimsday2details/newegg17.png,stimsday2details/egg1.png,stimsday2details/couple1.png,stimsday2details/newperson30.png,stimsday2details/gift1.png,stimsday2details/new30.png,stimsday2details/n1.png,stimsday2details/cn1.png,stimsday2details/t1.png,stimsday2details/ct1.png,0,5,5,5,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,749.9022486740723,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2a.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4a.mp4,stims/wedding-1.5.mp4,stimsday2details/newegg17.png,stimsday2details/egg1.png,stimsday2details/couple1.png,stimsday2details/newperson30.png,stimsday2details/gift1.png,stimsday2details/new30.png,stimsday2details/n1.png,stimsday2details/cn1.png,stimsday2details/t1.png,stimsday2details/ct1.png,0,5,5,5,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.0384354880079627,None,760.0850992472842,785.0519645409659,785.0519645409659,None,794.0519010033458,811.0508463364094,811.0508463364094,834.0398101732135,834.051365996711,None,858.0512368325144,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2a.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4a.mp4,stims/wedding-1.5.mp4,stimsday2details/newegg17.png,stimsday2details/egg1.png,stimsday2details/couple1.png,stimsday2details/newperson30.png,stimsday2details/gift1.png,stimsday2details/new30.png,stimsday2details/n1.png,stimsday2details/cn1.png,stimsday2details/t1.png,stimsday2details/ct1.png,0,5,5,5,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-1.1a.mp4,stims/wedding-1.1b.mp4,stims/wedding-1.2a.mp4,stims/wedding-1.3a.mp4,stims/wedding-1.4a.mp4,stims/wedding-1.5.mp4,stimsday2details/newegg17.png,stimsday2details/egg1.png,stimsday2details/couple1.png,stimsday2details/newperson30.png,stimsday2details/gift1.png,stimsday2details/new30.png,stimsday2details/n1.png,stimsday2details/cn1.png,stimsday2details/t1.png,stimsday2details/ct1.png,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.647485911846161e-05,None,1,0.9710262073203921,881.8330302834511,None,881.8330302834511,None,881.8330302834511,None,883.8167859446257,None,2,883.8167859446257,None,883.8167859446257,None,885.820954490453,None,885.820954490453,None,None,,885.820954490453,None,None,,887.8165883598849,None,887.8165883598849,None,887.8165883598849,None,889.8210139647126,None,889.8210139647126,None,1,1.5364297172054648,889.8210139647126,None,891.8169567259029,None,891.8169567259029,None,1,1.8190762782469392,891.8169567259029,None,1.1585179027169943,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2b.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4b.mp4,stims/wedding-19.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting19.png,stimsday2details/newperson31.png,stimsday2details/couple19.png,stimsday2details/gift19.png,stimsday2details/new31.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,6,6,6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2b.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4b.mp4,stims/wedding-19.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting19.png,stimsday2details/newperson31.png,stimsday2details/couple19.png,stimsday2details/gift19.png,stimsday2details/new31.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,6,6,6,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,893.9718204094097,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2b.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4b.mp4,stims/wedding-19.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting19.png,stimsday2details/newperson31.png,stimsday2details/couple19.png,stimsday2details/gift19.png,stimsday2details/new31.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,6,6,6,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,3.0493561113253236,None,904.4327843552455,929.3830196382478,929.3996091913432,None,938.3992501320317,955.3830483583733,955.3993232427165,978.3829226354137,978.3989598089829,None,1002.3987956913188,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2b.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4b.mp4,stims/wedding-19.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting19.png,stimsday2details/newperson31.png,stimsday2details/couple19.png,stimsday2details/gift19.png,stimsday2details/new31.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,6,6,6,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
north.png,stims/wedding-19.1a.mp4,stims/wedding-19.1b.mp4,stims/wedding-19.2b.mp4,stims/wedding-19.3b.mp4,stims/wedding-19.4b.mp4,stims/wedding-19.5.mp4,stimsday2details/newpainting14.png,stimsday2details/painting19.png,stimsday2details/newperson31.png,stimsday2details/couple19.png,stimsday2details/gift19.png,stimsday2details/new31.png,stimsday2details/cn19.png,stimsday2details/n19.png,stimsday2details/t19.png,stimsday2details/ct19.png,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.024563193321228e-05,None,None,,1026.7061508577317,None,1026.7061508577317,None,1026.7061508577317,None,1028.6976452823728,None,None,1028.6976452823728,None,1028.6976452823728,None,1030.6993150291964,None,1030.6993150291964,None,2,1.1396752232685685,1030.6993150291964,None,1,1.1845630183815956,1032.6988230869174,None,1032.6988230869174,None,1032.6988230869174,None,1034.699401974678,None,1034.699401974678,None,1,1.0894325533881783,1034.699401974678,None,1036.6989526683465,None,1036.6989526683465,None,2,1.268796213902533,1036.6989526683465,None,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3a.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting15.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson32.png,stimsday2details/new32.png,stimsday2details/gift23.png,stimsday2details/n23.png,stimsday2details/cn23.png,stimsday2details/ct23.png,stimsday2details/t23.png,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1038.6988442875445,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3a.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting15.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson32.png,stimsday2details/new32.png,stimsday2details/gift23.png,stimsday2details/n23.png,stimsday2details/cn23.png,stimsday2details/ct23.png,stimsday2details/t23.png,0,7,7,7,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3a.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting15.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson32.png,stimsday2details/new32.png,stimsday2details/gift23.png,stimsday2details/n23.png,stimsday2details/cn23.png,stimsday2details/ct23.png,stimsday2details/t23.png,0,7,7,7,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.931371906772256,None,1048.9983835853636,1074.0638477066532,1074.0638477066532,None,1083.06465615239,None,1100.0807072194293,1123.064227274619,1123.0804244745523,None,1147.0794960996136,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3a.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting15.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson32.png,stimsday2details/new32.png,stimsday2details/gift23.png,stimsday2details/n23.png,stimsday2details/cn23.png,stimsday2details/ct23.png,stimsday2details/t23.png,0,7,7,7,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-23.1a.mp4,stims/wedding-23.1b.mp4,stims/wedding-23.2b.mp4,stims/wedding-23.3a.mp4,stims/wedding-23.4b.mp4,stims/wedding-23.5.mp4,stimsday2details/newpainting15.png,stimsday2details/painting23.png,stimsday2details/couple23.png,stimsday2details/newperson32.png,stimsday2details/new32.png,stimsday2details/gift23.png,stimsday2details/n23.png,stimsday2details/cn23.png,stimsday2details/ct23.png,stimsday2details/t23.png,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7653913497924805e-05,None,None,,1171.5934503590688,None,1171.5934503590688,None,1171.5934503590688,None,1173.5799849554896,None,None,1173.5799849554896,None,1173.5799849554896,None,1175.5802909294143,None,1175.5802909294143,None,None,,1175.5802909294143,None,None,,1177.5794816985726,None,1177.5794816985726,None,1177.5794816985726,None,1179.5631949445233,None,1179.5631949445233,None,None,,1179.5631949445233,None,1181.563796124421,None,1181.563796124421,None,2,0.7182937748730183,1181.563796124421,None,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2b.mp4,stims/wedding-38.3a.mp4,stims/wedding-38.4b.mp4,stims/wedding-38.5.mp4,stimsday2details/painting38.png,stimsday2details/newpainting16.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/gift38.png,stimsday2details/new33.png,stimsday2details/n38.png,stimsday2details/cn38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1183.5627734409645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2b.mp4,stims/wedding-38.3a.mp4,stims/wedding-38.4b.mp4,stims/wedding-38.5.mp4,stimsday2details/painting38.png,stimsday2details/newpainting16.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/gift38.png,stimsday2details/new33.png,stimsday2details/n38.png,stimsday2details/cn38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2b.mp4,stims/wedding-38.3a.mp4,stims/wedding-38.4b.mp4,stims/wedding-38.5.mp4,stimsday2details/painting38.png,stimsday2details/newpainting16.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/gift38.png,stimsday2details/new33.png,stimsday2details/n38.png,stimsday2details/cn38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,2.9015898518264294,None,1193.8790891068056,1218.979059224017,1218.9957085438073,None,1227.9956775885075,None,1244.9960774499923,1267.9787625968456,1267.9954376025125,None,1291.9958225432783,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2b.mp4,stims/wedding-38.3a.mp4,stims/wedding-38.4b.mp4,stims/wedding-38.5.mp4,stimsday2details/painting38.png,stimsday2details/newpainting16.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/gift38.png,stimsday2details/new33.png,stimsday2details/n38.png,stimsday2details/cn38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
south.png,stims/wedding-38.1a.mp4,stims/wedding-38.1b.mp4,stims/wedding-38.2b.mp4,stims/wedding-38.3a.mp4,stims/wedding-38.4b.mp4,stims/wedding-38.5.mp4,stimsday2details/painting38.png,stimsday2details/newpainting16.png,stimsday2details/couple38.png,stimsday2details/newperson33.png,stimsday2details/gift38.png,stimsday2details/new33.png,stimsday2details/n38.png,stimsday2details/cn38.png,stimsday2details/t38.png,stimsday2details/ct38.png,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.683131843805313e-05,None,1,1.4692238830029964,1315.9780407492071,None,1315.9780407492071,None,1315.9780407492071,None,1317.960810041055,None,1,1317.960810041055,None,1317.960810041055,None,1319.9619015557691,None,1319.9619015557691,None,1,0.8193055875599384,1319.9619015557691,None,1,1.2916599614545703,1321.9612290309742,None,1321.9612290309742,None,1321.9612290309742,None,1323.9613976897672,None,1323.9613976897672,None,1,1.0731326593086123,1323.9613976897672,None,1325.9662083694711,None,1325.9662083694711,None,1,1.1185141000896692,1325.9662083694711,None,1.8534317314624786,001,42,2020_Jan_24_1238,viewing,3.1.2,59.96475291058282,
