,onsets,offsets,weddNr
0,121.0,157.0,1.0
1,428.0,479.0,2.0
2,158.0,204.0,6.0
3,384.0,427.0,17.0
4,61.0,120.0,19.0
5,608.0,99998.0,20.0
6,3.0,60.0,22.0
7,205.0,248.0,23.0
8,249.0,320.0,28.0
9,480.0,536.0,29.0
10,321.0,383.0,34.0
11,537.0,607.0,38.0
