condsFile,northOrSouth,stimFile1a,stimFile1b,stimFile2,stimFile3,stimFile4,stimFile5,QeggPainting1,Qcharacter1,Qgift1,QeggPainting2,Qcharacter2,Qgift2,Qname1,Qtheme1,Qname2,Qtheme2,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,noQtrials.thisRepN,noQtrials.thisTrialN,noQtrials.thisN,noQtrials.thisIndex,Qtrials.thisRepN,Qtrials.thisTrialN,Qtrials.thisN,Qtrials.thisIndex,text.started,text.stopped,prep_trigger.keys,prep_trigger.rt,prep_trigger.started,prep_trigger.stopped,waiting.started,waiting.stopped,trigger.keys,trigger.rt,trigger.started,trigger.stopped,image_2.started,image_2.stopped,trialNoQs.started,trialNoQs.stopped,vid1a.started,vid1a.stopped,vid1b.started,vid1b.stopped,vid2.started,vid2.stopped,vid3.started,vid3.stopped,vid4.started,vid4.stopped,vid5.started,vid5.stopped,ISI2.started,ISI2.stopped,vid1a_q.started,vid1a_q.stopped,vid1b_q.started,vid1b_q.stopped,vid2_q.started,vid2_q.stopped,l2q.started,l2q.stopped,vid3_q.started,vid3_q.stopped,l3q.started,l3q.stopped,vid4_q.started,vid4_q.stopped,vid5_q.started,vid5_q.stopped,key_resp_2.keys,key_resp_2.started,key_resp_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,ISI7.started,ISI7.stopped,nameQresp.keys,nameQresp.rt,nameQresp.started,nameQresp.stopped,nameQ1.started,nameQ1.stopped,nameQ2.started,nameQ2.stopped,eggPainting1.started,eggPainting1.stopped,eggPaintingQresp.keys,eggPaintingQresp.rt,eggPaintingQresp.started,eggPaintingQresp.stopped,eggPainting2.started,eggPainting2.stopped,character1.started,character1.stopped,character2.started,character2.stopped,Qcharacter.keys,Qcharacter.rt,Qcharacter.started,Qcharacter.stopped,themeQresp.keys,themeQresp.rt,themeQresp.started,themeQresp.stopped,themeQ1.started,themeQ1.stopped,themeQ2.started,themeQ2.stopped,gift1.started,gift1.stopped,gift2.started,gift2.stopped,giftQresp.keys,giftQresp.rt,giftQresp.started,giftQresp.stopped,northorsouth1.started,northorsouth1.stopped,northOrSouthQ.keys,northOrSouthQ.rt,northOrSouthQ.started,northOrSouthQ.stopped,northorsouth2.started,northorsouth2.stopped,key_resp_2.rt,session,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.196286676451564,None,g,1.0542483292520046,9.196286676451564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.262972796335816,None,equal,22.8186695324257,10.262972796335816,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathB_1.csv,south.png,stims/wedding-39.1a.mp4,stims/wedding-39.1b.mp4,stims/wedding-39.2b.mp4,stims/wedding-39.3a.mp4,stims/wedding-39.4b.mp4,stims/wedding-39.5.mp4,stimsday1details/newpainting7.png,stimsday1details/newperson19.png,stimsday1details/gift39.png,stimsday1details/painting39.png,stimsday1details/couple39.png,stimsday1details/new19.png,stimsday1details/n39.png,stimsday1details/t39.png,stimsday1details/cn39.png,stimsday1details/ct39.png,0,0,0,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,33.196424873545766,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathB_1.csv,south.png,stims/wedding-39.1a.mp4,stims/wedding-39.1b.mp4,stims/wedding-39.2b.mp4,stims/wedding-39.3a.mp4,stims/wedding-39.4b.mp4,stims/wedding-39.5.mp4,stimsday1details/newpainting7.png,stimsday1details/newperson19.png,stimsday1details/gift39.png,stimsday1details/painting39.png,stimsday1details/couple39.png,stimsday1details/new19.png,stimsday1details/n39.png,stimsday1details/t39.png,stimsday1details/cn39.png,stimsday1details/ct39.png,0,0,0,3,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7186598917469382,None,45.88086180109531,None,75.67884355783463,None,84.67872931715101,101.66184733621776,101.67851689457893,105.66173275746405,105.67846994195133,128.66147705167532,128.67816417198628,132.6614804426208,132.67813733685762,156.66117321141064,156.67783899698406,None,None,100.6784819047898,105.66173275746405,"['1', '2']","[86.29029875062406, 2.885802532546222]",127.67814043164253,132.6614804426208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathB_1.csv,south.png,stims/wedding-39.1a.mp4,stims/wedding-39.1b.mp4,stims/wedding-39.2b.mp4,stims/wedding-39.3a.mp4,stims/wedding-39.4b.mp4,stims/wedding-39.5.mp4,stimsday1details/newpainting7.png,stimsday1details/newperson19.png,stimsday1details/gift39.png,stimsday1details/painting39.png,stimsday1details/couple39.png,stimsday1details/new19.png,stimsday1details/n39.png,stimsday1details/t39.png,stimsday1details/cn39.png,stimsday1details/ct39.png,0,0,0,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6073306798934937e-05,None,1,1.6850287523120642,170.9776680674404,None,170.9776680674404,None,170.9776680674404,None,172.9609714206308,None,2,1.1686019748449326,172.9609714206308,None,172.9609714206308,None,174.96089722122997,None,174.96089722122997,None,2,1.216987082734704,174.96089722122997,None,1,0.9354597423225641,176.96093059144914,None,176.96093059144914,None,176.96093059144914,None,178.9608933078125,None,178.9608933078125,None,1,0.8854942210018635,178.9608933078125,None,180.96087202709168,None,2,0.9518591342493892,180.96087202709168,None,180.96087202709168,None,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathA_1.csv,south.png,stims/wedding-14.1a.mp4,stims/wedding-14.1b.mp4,stims/wedding-14.2a.mp4,stims/wedding-14.3b.mp4,stims/wedding-14.4a.mp4,stims/wedding-14.5.mp4,stimsday1details/newegg7.png,stimsday1details/newperson7.png,stimsday1details/gift14.png,stimsday1details/egg14.png,stimsday1details/couple14.png,stimsday1details/new7.png,stimsday1details/n14.png,stimsday1details/t14.png,stimsday1details/cn14.png,stimsday1details/ct14.png,0,1,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,183.1441332809627,None,3.0908398563042283,None,192.72745851054788,222.14369083754718,222.160363974981,None,231.16025379672647,None,248.15998901892453,271.14310095086694,271.1597600756213,295.1427952051163,295.159461713396,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathA_1.csv,south.png,stims/wedding-14.1a.mp4,stims/wedding-14.1b.mp4,stims/wedding-14.2a.mp4,stims/wedding-14.3b.mp4,stims/wedding-14.4a.mp4,stims/wedding-14.5.mp4,stimsday1details/newegg7.png,stimsday1details/newperson7.png,stimsday1details/gift14.png,stimsday1details/egg14.png,stimsday1details/couple14.png,stimsday1details/new7.png,stimsday1details/n14.png,stimsday1details/t14.png,stimsday1details/cn14.png,stimsday1details/ct14.png,0,1,1,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathA_1.csv,south.png,stims/wedding-14.1a.mp4,stims/wedding-14.1b.mp4,stims/wedding-14.2a.mp4,stims/wedding-14.3b.mp4,stims/wedding-14.4a.mp4,stims/wedding-14.5.mp4,stimsday1details/newegg7.png,stimsday1details/newperson7.png,stimsday1details/gift14.png,stimsday1details/egg14.png,stimsday1details/couple14.png,stimsday1details/new7.png,stimsday1details/n14.png,stimsday1details/t14.png,stimsday1details/cn14.png,stimsday1details/ct14.png,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.336835652589798e-05,None,1,1.2001911858096719,312.6780425077304,None,312.6780425077304,None,312.6780425077304,None,314.65922744758427,None,2,0.8021231880411506,314.65922744758427,None,314.65922744758427,None,316.6591946305707,None,316.6591946305707,None,2,0.8689747843891382,316.6591946305707,None,1,0.7190177012234926,318.6591059891507,None,318.6591059891507,None,318.6591059891507,None,320.6591494595632,None,320.6591494595632,None,1,0.7020536102354527,320.6591494595632,None,322.6591314347461,None,2,0.8191190306097269,322.6591314347461,None,322.6591314347461,None,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathA_3.csv,south.png,stims/wedding-36.1a.mp4,stims/wedding-36.1b.mp4,stims/wedding-36.2a.mp4,stims/wedding-36.3b.mp4,stims/wedding-36.4a.mp4,stims/wedding-36.5.mp4,stimsday1details/egg36.png,stimsday1details/couple36.png,stimsday1details/gift36.png,stimsday1details/newegg9.png,stimsday1details/newperson9.png,stimsday1details/new9.png,stimsday1details/n36.png,stimsday1details/t36.png,stimsday1details/cn36.png,stimsday1details/ct36.png,0,2,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,324.87576970271766,None,3.2034573489800096,None,334.57570832408965,None,363.8919441020116,372.8751194020733,372.8918360257521,389.8749564923346,389.89162712264806,412.8746743379161,412.8913445752114,None,436.89104518759996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
videoBlock_schemaS_pathA_3.csv,south.png,stims/wedding-36.1a.mp4,stims/wedding-36.1b.mp4,stims/wedding-36.2a.mp4,stims/wedding-36.3b.mp4,stims/wedding-36.4a.mp4,stims/wedding-36.5.mp4,stimsday1details/egg36.png,stimsday1details/couple36.png,stimsday1details/gift36.png,stimsday1details/newegg9.png,stimsday1details/newperson9.png,stimsday1details/new9.png,stimsday1details/n36.png,stimsday1details/t36.png,stimsday1details/cn36.png,stimsday1details/ct36.png,0,2,2,2,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,44,2020_Jan_28_0934,Block1,3.1.2,59.999333031439164,
