,onsets,offsets,weddNr
0,323.0,99998.0,1.0
1,240.0,275.0,2.0
2,57.0,84.0,6.0
3,41.0,56.0,17.0
4,307.0,322.0,19.0
5,144.0,161.0,20.0
6,108.0,143.0,22.0
7,276.0,306.0,23.0
8,162.0,210.0,28.0
9,3.0,40.0,29.0
10,85.0,107.0,34.0
11,211.0,239.0,38.0
