leftimage,rightimage,n,ITIfixation.started_mean,ITIfixation.started_raw,ITIfixation.started_std,ITIfixation.stopped_raw,Q.started_mean,Q.started_raw,Q.started_std,Q.stopped_raw,answer.keys_raw,answer.rt_mean,answer.rt_raw,answer.rt_std,answer.started_mean,answer.started_raw,answer.started_std,answer.stopped_raw,leftimageLoc.started_mean,leftimageLoc.started_raw,leftimageLoc.started_std,leftimageLoc.stopped_raw,rightimageLoc.started_mean,rightimageLoc.started_raw,rightimageLoc.started_std,rightimageLoc.stopped_raw,order
stimsday2details/wedding2.png,stimsday2details/wedding29.png,1.0,30.591163635253906,30.591163635253906,0.0,,16.809783935546875,16.809783935546875,0.0,,'l',13.764060974121094,13.764060974121094,0.0,16.809783935546875,16.809783935546875,0.0,,16.809783935546875,16.809783935546875,0.0,,16.809783935546875,16.809783935546875,0.0,,0.0
stimsday2details/wedding29.png,stimsday2details/wedding19.png,1.0,134.3409881591797,134.3409881591797,0.0,,132.84127807617188,132.84127807617188,0.0,,'l',1.477772831916809,1.477772831916809,0.0,132.84127807617188,132.84127807617188,0.0,,132.84127807617188,132.84127807617188,0.0,,132.84127807617188,132.84127807617188,0.0,,20.0
stimsday2details/wedding19.png,stimsday2details/wedding20.png,1.0,131.10789489746094,131.10789489746094,0.0,,130.1909942626953,130.1909942626953,0.0,,'k',0.8951976299285889,0.8951976299285889,0.0,130.1909942626953,130.1909942626953,0.0,,130.1909942626953,130.1909942626953,0.0,,130.1909942626953,130.1909942626953,0.0,,19.0
stimsday2details/wedding20.png,stimsday2details/wedding34.png,1.0,59.47470474243164,59.47470474243164,0.0,,53.42573547363281,53.42573547363281,0.0,,'k',6.0175933837890625,6.0175933837890625,0.0,53.42573547363281,53.42573547363281,0.0,,53.42573547363281,53.42573547363281,0.0,,53.42573547363281,53.42573547363281,0.0,,4.0
stimsday2details/wedding34.png,stimsday2details/wedding17.png,1.0,51.641807556152344,51.641807556152344,0.0,,45.408714294433594,45.408714294433594,0.0,,'k',6.206811428070068,6.206811428070068,0.0,45.408714294433594,45.408714294433594,0.0,,45.408714294433594,45.408714294433594,0.0,,45.408714294433594,45.408714294433594,0.0,,3.0
stimsday2details/wedding17.png,stimsday2details/wedding38.png,1.0,65.92453002929688,65.92453002929688,0.0,,61.20793533325195,61.20793533325195,0.0,,'k',4.685815334320068,4.685815334320068,0.0,61.20793533325195,61.20793533325195,0.0,,61.20793533325195,61.20793533325195,0.0,,61.20793533325195,61.20793533325195,0.0,,5.0
stimsday2details/wedding38.png,stimsday2details/wedding1.png,1.0,137.47381591796875,137.47381591796875,0.0,,136.06199645996094,136.06199645996094,0.0,,'k',1.3808494806289673,1.3808494806289673,0.0,136.06199645996094,136.06199645996094,0.0,,136.06199645996094,136.06199645996094,0.0,,136.06199645996094,136.06199645996094,0.0,,21.0
stimsday2details/wedding1.png,stimsday2details/wedding28.png,1.0,89.84098815917969,89.84098815917969,0.0,,87.74371337890625,87.74371337890625,0.0,,'k',2.066178321838379,2.066178321838379,0.0,87.74371337890625,87.74371337890625,0.0,,87.74371337890625,87.74371337890625,0.0,,87.74371337890625,87.74371337890625,0.0,,9.0
stimsday2details/wedding28.png,stimsday2details/wedding23.png,1.0,107.1077880859375,107.1077880859375,0.0,,102.8621826171875,102.8621826171875,0.0,,'l',4.228814125061035,4.228814125061035,0.0,102.8621826171875,102.8621826171875,0.0,,102.8621826171875,102.8621826171875,0.0,,102.8621826171875,102.8621826171875,0.0,,13.0
stimsday2details/wedding23.png,stimsday2details/wedding6.png,1.0,113.70801544189453,113.70801544189453,0.0,,112.36273956298828,112.36273956298828,0.0,,'l',1.3217259645462036,1.3217259645462036,0.0,112.36273956298828,112.36273956298828,0.0,,112.36273956298828,112.36273956298828,0.0,,112.36273956298828,112.36273956298828,0.0,,15.0
stimsday2details/wedding6.png,stimsday2details/wedding22.png,1.0,124.04096984863281,124.04096984863281,0.0,,122.50798034667969,122.50798034667969,0.0,,'k',1.5062066316604614,1.5062066316604614,0.0,122.50798034667969,122.50798034667969,0.0,,122.50798034667969,122.50798034667969,0.0,,122.50798034667969,122.50798034667969,0.0,,17.0
stimsday2details/wedding29.png,stimsday2details/wedding2.png,1.0,128.45736694335938,128.45736694335938,0.0,,125.78009796142578,125.78009796142578,0.0,,'k',2.6584339141845703,2.6584339141845703,0.0,125.78009796142578,125.78009796142578,0.0,,125.78009796142578,125.78009796142578,0.0,,125.78009796142578,125.78009796142578,0.0,,18.0
stimsday2details/wedding19.png,stimsday2details/wedding29.png,1.0,86.0079574584961,86.0079574584961,0.0,,79.99126434326172,79.99126434326172,0.0,,'l',5.991201400756836,5.991201400756836,0.0,79.99126434326172,79.99126434326172,0.0,,79.99126434326172,79.99126434326172,0.0,,79.99126434326172,79.99126434326172,0.0,,8.0
stimsday2details/wedding20.png,stimsday2details/wedding19.png,1.0,120.74073791503906,120.74073791503906,0.0,,115.44064331054688,115.44064331054688,0.0,,'l',5.271988391876221,5.271988391876221,0.0,115.44064331054688,115.44064331054688,0.0,,115.44064331054688,115.44064331054688,0.0,,115.44064331054688,115.44064331054688,0.0,,16.0
stimsday2details/wedding34.png,stimsday2details/wedding20.png,1.0,94.05791473388672,94.05791473388672,0.0,,91.5743408203125,91.5743408203125,0.0,,'k',2.458564281463623,2.458564281463623,0.0,91.5743408203125,91.5743408203125,0.0,,91.5743408203125,91.5743408203125,0.0,,91.5743408203125,91.5743408203125,0.0,,10.0
