1.8323 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
6.3454 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
7.0149 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x1323f617f0>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x1321f1c390>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
7.0149 	EXP 	window1: recordFrameIntervals = False
7.1810 	EXP 	window1: recordFrameIntervals = True
7.3646 	EXP 	window1: recordFrameIntervals = False
7.4874 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
7.4962 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
7.5033 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
7.5361 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
7.5809 	EXP 	text_2: autoDraw = True
8.4510 	DATA 	Keypress: g
8.4641 	EXP 	text_2: autoDraw = False
8.4641 	EXP 	waiting: autoDraw = True
27.3992 	DATA 	Keypress: equal
27.4104 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
27.4109 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
27.4113 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C17.png')])
27.4512 	EXP 	waiting: autoDraw = False
27.4512 	EXP 	cueImage: image = 'stimsday2details/C17.png'
27.4512 	EXP 	cueImage: autoDraw = True
27.4512 	EXP 	text: autoDraw = True
28.8989 	DATA 	Keypress: equal
30.3989 	DATA 	Keypress: equal
31.8990 	DATA 	Keypress: equal
33.3992 	DATA 	Keypress: equal
34.8988 	DATA 	Keypress: equal
36.3990 	DATA 	Keypress: equal
37.8989 	DATA 	Keypress: equal
39.3988 	DATA 	Keypress: equal
40.8989 	DATA 	Keypress: equal
42.3988 	DATA 	Keypress: equal
43.8988 	DATA 	Keypress: equal
45.3990 	DATA 	Keypress: equal
46.8988 	DATA 	Keypress: equal
48.3988 	DATA 	Keypress: equal
49.8987 	DATA 	Keypress: equal
51.3988 	DATA 	Keypress: equal
52.8988 	DATA 	Keypress: equal
54.3989 	DATA 	Keypress: equal
55.8989 	DATA 	Keypress: equal
57.3986 	DATA 	Keypress: equal
58.8989 	DATA 	Keypress: equal
60.3987 	DATA 	Keypress: equal
61.8986 	DATA 	Keypress: equal
63.3987 	DATA 	Keypress: equal
64.8985 	DATA 	Keypress: equal
66.3985 	DATA 	Keypress: equal
67.8991 	DATA 	Keypress: equal
69.3987 	DATA 	Keypress: equal
70.8988 	DATA 	Keypress: equal
72.3985 	DATA 	Keypress: equal
73.8984 	DATA 	Keypress: equal
75.3982 	DATA 	Keypress: equal
76.8984 	DATA 	Keypress: equal
78.3983 	DATA 	Keypress: equal
79.8986 	DATA 	Keypress: equal
81.3984 	DATA 	Keypress: equal
82.8985 	DATA 	Keypress: equal
84.3983 	DATA 	Keypress: equal
85.8982 	DATA 	Keypress: equal
87.3984 	DATA 	Keypress: equal
88.8985 	DATA 	Keypress: equal
90.3983 	DATA 	Keypress: equal
91.8985 	DATA 	Keypress: equal
93.3982 	DATA 	Keypress: equal
94.8983 	DATA 	Keypress: equal
96.3985 	DATA 	Keypress: equal
97.8981 	DATA 	Keypress: equal
99.3981 	DATA 	Keypress: equal
100.8983 	DATA 	Keypress: equal
102.3980 	DATA 	Keypress: equal
103.8979 	DATA 	Keypress: equal
105.3980 	DATA 	Keypress: equal
106.8982 	DATA 	Keypress: equal
108.3980 	DATA 	Keypress: equal
109.8978 	DATA 	Keypress: equal
111.3979 	DATA 	Keypress: equal
112.8979 	DATA 	Keypress: equal
114.3978 	DATA 	Keypress: equal
115.8979 	DATA 	Keypress: equal
117.3979 	DATA 	Keypress: equal
118.8980 	DATA 	Keypress: equal
120.3979 	DATA 	Keypress: equal
121.8980 	DATA 	Keypress: equal
123.3978 	DATA 	Keypress: equal
124.8980 	DATA 	Keypress: equal
126.3977 	DATA 	Keypress: equal
127.8979 	DATA 	Keypress: equal
129.3977 	DATA 	Keypress: equal
130.8977 	DATA 	Keypress: equal
132.0643 	DATA 	Keypress: space
132.1992 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C38.png')])
132.2292 	EXP 	cueImage: autoDraw = False
132.2292 	EXP 	text: autoDraw = False
132.2292 	EXP 	cueImage: image = 'stimsday2details/C38.png'
132.2292 	EXP 	cueImage: autoDraw = True
132.2292 	EXP 	text: autoDraw = True
132.3976 	DATA 	Keypress: equal
133.8978 	DATA 	Keypress: equal
135.3976 	DATA 	Keypress: equal
136.8976 	DATA 	Keypress: equal
138.3976 	DATA 	Keypress: equal
139.8976 	DATA 	Keypress: equal
141.3978 	DATA 	Keypress: equal
142.8975 	DATA 	Keypress: equal
144.3978 	DATA 	Keypress: equal
145.8976 	DATA 	Keypress: equal
147.3977 	DATA 	Keypress: equal
148.8975 	DATA 	Keypress: equal
150.3974 	DATA 	Keypress: equal
151.8975 	DATA 	Keypress: equal
153.3974 	DATA 	Keypress: equal
154.8975 	DATA 	Keypress: equal
156.3977 	DATA 	Keypress: equal
157.8975 	DATA 	Keypress: equal
159.3973 	DATA 	Keypress: equal
160.8973 	DATA 	Keypress: equal
162.3973 	DATA 	Keypress: equal
163.8974 	DATA 	Keypress: equal
165.3975 	DATA 	Keypress: equal
166.8972 	DATA 	Keypress: equal
168.3973 	DATA 	Keypress: equal
169.8974 	DATA 	Keypress: equal
171.3972 	DATA 	Keypress: equal
172.8973 	DATA 	Keypress: equal
174.3972 	DATA 	Keypress: equal
175.8971 	DATA 	Keypress: equal
177.3971 	DATA 	Keypress: equal
178.8973 	DATA 	Keypress: equal
180.3971 	DATA 	Keypress: equal
181.8977 	DATA 	Keypress: equal
183.3970 	DATA 	Keypress: equal
184.8969 	DATA 	Keypress: equal
186.3969 	DATA 	Keypress: equal
187.8969 	DATA 	Keypress: equal
189.3972 	DATA 	Keypress: equal
190.8969 	DATA 	Keypress: equal
192.3969 	DATA 	Keypress: equal
193.8971 	DATA 	Keypress: equal
195.3968 	DATA 	Keypress: equal
196.8968 	DATA 	Keypress: equal
198.3968 	DATA 	Keypress: equal
199.8969 	DATA 	Keypress: equal
201.3968 	DATA 	Keypress: equal
202.8969 	DATA 	Keypress: equal
204.3968 	DATA 	Keypress: equal
205.8968 	DATA 	Keypress: equal
207.3967 	DATA 	Keypress: equal
208.8967 	DATA 	Keypress: equal
210.3967 	DATA 	Keypress: equal
211.8967 	DATA 	Keypress: equal
213.3969 	DATA 	Keypress: equal
214.8966 	DATA 	Keypress: equal
216.3965 	DATA 	Keypress: equal
217.8968 	DATA 	Keypress: equal
219.3966 	DATA 	Keypress: equal
220.8967 	DATA 	Keypress: equal
222.3968 	DATA 	Keypress: equal
223.8967 	DATA 	Keypress: equal
225.3820 	DATA 	Keypress: equal
226.8965 	DATA 	Keypress: equal
228.3968 	DATA 	Keypress: equal
229.8966 	DATA 	Keypress: equal
231.3821 	DATA 	Keypress: equal
232.8964 	DATA 	Keypress: equal
234.3964 	DATA 	Keypress: equal
235.8964 	DATA 	Keypress: equal
237.3965 	DATA 	Keypress: equal
238.8963 	DATA 	Keypress: equal
240.3963 	DATA 	Keypress: equal
241.8967 	DATA 	Keypress: equal
243.3964 	DATA 	Keypress: equal
244.8962 	DATA 	Keypress: equal
246.3965 	DATA 	Keypress: equal
247.8962 	DATA 	Keypress: equal
249.3813 	DATA 	Keypress: equal
250.8812 	DATA 	Keypress: equal
252.3301 	DATA 	Keypress: space
252.4786 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'stimsday2details/C2.png')])
252.4928 	DATA 	Keypress: equal
252.5111 	EXP 	cueImage: autoDraw = False
252.5111 	EXP 	text: autoDraw = False
252.5111 	EXP 	cueImage: image = 'stimsday2details/C2.png'
252.5111 	EXP 	cueImage: autoDraw = True
252.5111 	EXP 	text: autoDraw = True
253.8815 	DATA 	Keypress: equal
255.3811 	DATA 	Keypress: equal
256.8809 	DATA 	Keypress: equal
258.3810 	DATA 	Keypress: equal
259.8809 	DATA 	Keypress: equal
261.3812 	DATA 	Keypress: equal
262.8814 	DATA 	Keypress: equal
264.3809 	DATA 	Keypress: equal
265.8812 	DATA 	Keypress: equal
267.3813 	DATA 	Keypress: equal
268.8814 	DATA 	Keypress: equal
270.3811 	DATA 	Keypress: equal
271.8962 	DATA 	Keypress: equal
273.3809 	DATA 	Keypress: equal
274.8808 	DATA 	Keypress: equal
276.3811 	DATA 	Keypress: equal
277.8800 	DATA 	Keypress: equal
279.3807 	DATA 	Keypress: equal
280.8809 	DATA 	Keypress: equal
282.3809 	DATA 	Keypress: equal
283.8810 	DATA 	Keypress: equal
285.3809 	DATA 	Keypress: equal
286.8806 	DATA 	Keypress: equal
288.3809 	DATA 	Keypress: equal
289.8808 	DATA 	Keypress: equal
291.3807 	DATA 	Keypress: equal
292.8805 	DATA 	Keypress: equal
294.3806 	DATA 	Keypress: equal
295.8805 	DATA 	Keypress: equal
297.3804 	DATA 	Keypress: equal
298.8789 	DATA 	Keypress: equal
300.3788 	DATA 	Keypress: equal
301.8792 	DATA 	Keypress: equal
303.3789 	DATA 	Keypress: equal
304.8791 	DATA 	Keypress: equal
306.3791 	DATA 	Keypress: equal
307.8793 	DATA 	Keypress: equal
309.3792 	DATA 	Keypress: equal
310.8793 	DATA 	Keypress: equal
312.3794 	DATA 	Keypress: equal
313.8795 	DATA 	Keypress: equal
315.3792 	DATA 	Keypress: equal
316.8792 	DATA 	Keypress: equal
318.3791 	DATA 	Keypress: equal
319.8793 	DATA 	Keypress: equal
321.3792 	DATA 	Keypress: equal
322.8792 	DATA 	Keypress: equal
324.3787 	DATA 	Keypress: equal
325.8787 	DATA 	Keypress: equal
327.3785 	DATA 	Keypress: equal
328.8785 	DATA 	Keypress: equal
330.3785 	DATA 	Keypress: equal
331.8786 	DATA 	Keypress: equal
333.3788 	DATA 	Keypress: equal
334.8785 	DATA 	Keypress: equal
336.3785 	DATA 	Keypress: equal
337.8785 	DATA 	Keypress: equal
339.3783 	DATA 	Keypress: equal
340.8785 	DATA 	Keypress: equal
342.3785 	DATA 	Keypress: equal
343.8784 	DATA 	Keypress: equal
345.3784 	DATA 	Keypress: equal
346.8784 	DATA 	Keypress: equal
348.3782 	DATA 	Keypress: equal
349.8784 	DATA 	Keypress: equal
351.3784 	DATA 	Keypress: equal
352.8786 	DATA 	Keypress: equal
354.3784 	DATA 	Keypress: equal
355.8785 	DATA 	Keypress: equal
357.3785 	DATA 	Keypress: equal
358.8781 	DATA 	Keypress: equal
360.3781 	DATA 	Keypress: equal
361.8783 	DATA 	Keypress: equal
363.3781 	DATA 	Keypress: equal
364.8779 	DATA 	Keypress: equal
366.3781 	DATA 	Keypress: equal
367.8782 	DATA 	Keypress: equal
369.3779 	DATA 	Keypress: equal
370.8779 	DATA 	Keypress: equal
372.3782 	DATA 	Keypress: equal
373.8779 	DATA 	Keypress: equal
375.3779 	DATA 	Keypress: equal
376.8779 	DATA 	Keypress: equal
378.3778 	DATA 	Keypress: equal
379.8780 	DATA 	Keypress: equal
381.3781 	DATA 	Keypress: equal
382.8779 	DATA 	Keypress: equal
384.3779 	DATA 	Keypress: equal
385.8779 	DATA 	Keypress: equal
387.3780 	DATA 	Keypress: equal
388.8777 	DATA 	Keypress: equal
390.3779 	DATA 	Keypress: equal
391.1611 	DATA 	Keypress: space
391.3056 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'stimsday2details/C19.png')])
391.3260 	EXP 	cueImage: autoDraw = False
391.3260 	EXP 	text: autoDraw = False
391.3260 	EXP 	cueImage: image = 'stimsday2details/C19.png'
391.3260 	EXP 	cueImage: autoDraw = True
391.3260 	EXP 	text: autoDraw = True
391.8779 	DATA 	Keypress: equal
393.3778 	DATA 	Keypress: equal
394.8779 	DATA 	Keypress: equal
396.3777 	DATA 	Keypress: equal
397.8777 	DATA 	Keypress: equal
399.3778 	DATA 	Keypress: equal
400.8776 	DATA 	Keypress: equal
402.3776 	DATA 	Keypress: equal
403.8776 	DATA 	Keypress: equal
405.3776 	DATA 	Keypress: equal
406.8776 	DATA 	Keypress: equal
408.3775 	DATA 	Keypress: equal
409.8777 	DATA 	Keypress: equal
411.3775 	DATA 	Keypress: equal
412.8774 	DATA 	Keypress: equal
414.3775 	DATA 	Keypress: equal
415.8775 	DATA 	Keypress: equal
417.3776 	DATA 	Keypress: equal
418.8774 	DATA 	Keypress: equal
420.3774 	DATA 	Keypress: equal
421.8774 	DATA 	Keypress: equal
423.3773 	DATA 	Keypress: equal
424.8774 	DATA 	Keypress: equal
426.3777 	DATA 	Keypress: equal
427.8774 	DATA 	Keypress: equal
429.3772 	DATA 	Keypress: equal
430.8773 	DATA 	Keypress: equal
432.3773 	DATA 	Keypress: equal
433.8773 	DATA 	Keypress: equal
435.3774 	DATA 	Keypress: equal
436.8774 	DATA 	Keypress: equal
438.3773 	DATA 	Keypress: equal
439.8773 	DATA 	Keypress: equal
441.3773 	DATA 	Keypress: equal
442.8772 	DATA 	Keypress: equal
444.3772 	DATA 	Keypress: equal
445.8772 	DATA 	Keypress: equal
447.3771 	DATA 	Keypress: equal
448.8770 	DATA 	Keypress: equal
450.3771 	DATA 	Keypress: equal
451.8770 	DATA 	Keypress: equal
453.3770 	DATA 	Keypress: equal
454.8769 	DATA 	Keypress: equal
456.3770 	DATA 	Keypress: equal
457.8769 	DATA 	Keypress: equal
459.3769 	DATA 	Keypress: equal
460.8769 	DATA 	Keypress: equal
462.3772 	DATA 	Keypress: equal
463.8769 	DATA 	Keypress: equal
465.3768 	DATA 	Keypress: equal
466.8769 	DATA 	Keypress: equal
468.3769 	DATA 	Keypress: equal
469.8770 	DATA 	Keypress: equal
471.3768 	DATA 	Keypress: equal
472.8768 	DATA 	Keypress: equal
474.3771 	DATA 	Keypress: equal
475.8768 	DATA 	Keypress: equal
477.3769 	DATA 	Keypress: equal
478.8769 	DATA 	Keypress: equal
480.3767 	DATA 	Keypress: equal
481.8768 	DATA 	Keypress: equal
483.3770 	DATA 	Keypress: equal
484.8767 	DATA 	Keypress: equal
486.3766 	DATA 	Keypress: equal
487.8766 	DATA 	Keypress: equal
489.3766 	DATA 	Keypress: equal
490.8766 	DATA 	Keypress: equal
