1.8154 	WARNING 	Import Error: No module named 'psychtoolbox'. Using event module for keyboard component.
13.0033 	WARNING 	User requested fullscreen with size [2560 1440], but screen is actually [1920, 1080]. Using actual size
13.6269 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, args=UNKNOWN, autoLog=True, bitsMode=UNKNOWN, blendMode='avg', color=array([0., 0., 0.]), colorSpace='rgb', fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x13299d2898>, gamma=None, kwargs=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x132b644400>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stereo=False, units='norm', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
13.6270 	EXP 	window1: recordFrameIntervals = False
13.7928 	EXP 	window1: recordFrameIntervals = True
13.9763 	EXP 	window1: recordFrameIntervals = False
14.0992 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for experimenter...', units='norm', win=Window(...), wrapWidth=1)
14.1079 	EXP 	Created waiting = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='waiting', opacity=1.0, ori=0, pos=array([0., 0.]), rgb=array([255., 255., 255.]), text='Waiting for scanner...', units='norm', win=Window(...), wrapWidth=1)
14.1144 	EXP 	Created cueImage = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, autoLog=True, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='cueImage', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), size=array([0.8, 0.8]), texRes=128, units='norm', win=Window(...))
14.1463 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color='white', colorSpace='named', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0, pos=array([ 0. , -0.5]), rgb=array([255., 255., 255.]), text=str(...), units='norm', win=Window(...), wrapWidth=1)
14.1929 	EXP 	text_2: autoDraw = True
14.6463 	DATA 	Keypress: g
14.6584 	EXP 	text_2: autoDraw = False
14.6584 	EXP 	waiting: autoDraw = True
40.2801 	DATA 	Keypress: equal
40.2915 	EXP 	Imported recall.csv as conditions, 12 conditions, 1 params
40.2919 	EXP 	Created sequence: random, trialTypes=12, nReps=1, seed=None
40.2923 	EXP 	New trial (rep=0, index=0): OrderedDict([('cue', 'stimsday2details/C17.png')])
40.3247 	EXP 	waiting: autoDraw = False
40.3247 	EXP 	cueImage: image = 'stimsday2details/C17.png'
40.3247 	EXP 	cueImage: autoDraw = True
40.3247 	EXP 	text: autoDraw = True
41.7809 	DATA 	Keypress: equal
43.2822 	DATA 	Keypress: equal
44.7761 	DATA 	Keypress: equal
46.2805 	DATA 	Keypress: equal
47.7803 	DATA 	Keypress: equal
49.2806 	DATA 	Keypress: equal
50.7808 	DATA 	Keypress: equal
52.2809 	DATA 	Keypress: equal
53.7759 	DATA 	Keypress: equal
55.2807 	DATA 	Keypress: equal
56.7760 	DATA 	Keypress: equal
58.2759 	DATA 	Keypress: equal
59.7756 	DATA 	Keypress: equal
61.2761 	DATA 	Keypress: equal
62.7760 	DATA 	Keypress: equal
64.2760 	DATA 	Keypress: equal
65.7760 	DATA 	Keypress: equal
67.2760 	DATA 	Keypress: equal
68.7760 	DATA 	Keypress: equal
70.2761 	DATA 	Keypress: equal
71.7764 	DATA 	Keypress: equal
73.2760 	DATA 	Keypress: equal
74.7761 	DATA 	Keypress: equal
75.0601 	DATA 	Keypress: space
75.2035 	EXP 	New trial (rep=0, index=1): OrderedDict([('cue', 'stimsday2details/C22.png')])
75.2249 	EXP 	cueImage: autoDraw = False
75.2249 	EXP 	text: autoDraw = False
75.2249 	EXP 	cueImage: image = 'stimsday2details/C22.png'
75.2249 	EXP 	cueImage: autoDraw = True
75.2249 	EXP 	text: autoDraw = True
76.2765 	DATA 	Keypress: equal
77.7762 	DATA 	Keypress: equal
79.2770 	DATA 	Keypress: equal
80.7764 	DATA 	Keypress: equal
82.2763 	DATA 	Keypress: equal
83.7763 	DATA 	Keypress: equal
85.2764 	DATA 	Keypress: equal
86.7765 	DATA 	Keypress: equal
88.2762 	DATA 	Keypress: equal
89.7763 	DATA 	Keypress: equal
91.2763 	DATA 	Keypress: equal
92.7762 	DATA 	Keypress: equal
94.2802 	DATA 	Keypress: equal
94.5797 	DATA 	Keypress: space
94.7144 	EXP 	New trial (rep=0, index=2): OrderedDict([('cue', 'stimsday2details/C2.png')])
94.7418 	EXP 	cueImage: autoDraw = False
94.7418 	EXP 	text: autoDraw = False
94.7418 	EXP 	cueImage: image = 'stimsday2details/C2.png'
94.7418 	EXP 	cueImage: autoDraw = True
94.7418 	EXP 	text: autoDraw = True
95.7854 	DATA 	Keypress: equal
97.2858 	DATA 	Keypress: equal
98.7849 	DATA 	Keypress: equal
100.2803 	DATA 	Keypress: equal
101.7766 	DATA 	Keypress: equal
103.2765 	DATA 	Keypress: equal
104.7762 	DATA 	Keypress: equal
106.2762 	DATA 	Keypress: equal
107.7764 	DATA 	Keypress: equal
109.2764 	DATA 	Keypress: equal
110.7755 	DATA 	Keypress: equal
112.2754 	DATA 	Keypress: equal
113.7805 	DATA 	Keypress: equal
115.2799 	DATA 	Keypress: equal
116.7755 	DATA 	Keypress: equal
118.2752 	DATA 	Keypress: equal
118.6247 	DATA 	Keypress: space
118.7731 	EXP 	New trial (rep=0, index=3): OrderedDict([('cue', 'stimsday2details/C23.png')])
118.7907 	EXP 	cueImage: autoDraw = False
118.7907 	EXP 	text: autoDraw = False
118.7907 	EXP 	cueImage: image = 'stimsday2details/C23.png'
118.7907 	EXP 	cueImage: autoDraw = True
118.7907 	EXP 	text: autoDraw = True
119.7755 	DATA 	Keypress: equal
121.2798 	DATA 	Keypress: equal
122.7799 	DATA 	Keypress: equal
124.2753 	DATA 	Keypress: equal
125.7799 	DATA 	Keypress: equal
127.2800 	DATA 	Keypress: equal
128.7807 	DATA 	Keypress: equal
130.2799 	DATA 	Keypress: equal
131.7802 	DATA 	Keypress: equal
133.2797 	DATA 	Keypress: equal
134.7797 	DATA 	Keypress: equal
136.2801 	DATA 	Keypress: equal
137.7794 	DATA 	Keypress: equal
139.2797 	DATA 	Keypress: equal
