,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR,schema,wed_id
376,8,vid1b,7,705,1b,6,711,S,17.0
2608,42,vid1b,7,705,1b,6,711,S,23.0
880,15,vid1b,7,705,1b,6,711,S,38.0
304,7,vid1b,7,705,1b,6,711,S,38.0
1240,23,vid1b,7,705,1b,6,711,S,1.0
2248,37,vid1b,7,705,1b,6,711,,
2320,38,vid1b,7,705,1b,6,711,S,38.0
1672,29,vid1b,7,705,1b,6,711,S,20.0
664,12,vid1b,7,705,1b,6,711,S,1.0
2536,41,vid1b,7,705,1b,6,711,S,20.0
2464,40,vid1b,7,705,1b,6,711,S,23.0
2176,36,vid1b,7,705,1b,6,711,S,22.0
1034,18,vid2,7,709,2a,11,720,S,2.0
1538,27,vid2,7,709,2a,11,720,S,6.0
962,17,vid2,7,709,2a,11,720,S,1.0
1754,30,vid2,7,709,2b,11,720,S,2.0
2402,39,vid2,7,710,2a,11,721,,
1826,31,vid2,7,710,2a,11,721,S,20.0
98,4,vid2,7,710,2a,11,721,S,20.0
2762,44,vid2,7,710,2b,11,721,S,6.0
2690,43,vid2,7,710,2a,11,721,S,1.0
170,5,vid2,7,710,2b,11,721,S,1.0
818,14,vid2,7,710,2a,11,721,S,23.0
1178,22,vid2,7,710,2b,11,721,S,34.0
1322,24,vid2,7,710,2b,11,721,S,38.0
242,6,vid2,7,710,2a,11,721,S,29.0
458,9,vid2,7,710,2b,11,721,S,23.0
2042,34,vid2,7,710,2a,11,721,S,38.0
1106,19,vid2,7,710,2a,11,721,S,22.0
26,3,vid2,7,710,2a,11,721,S,2.0
1610,28,vid2,7,710,2a,11,721,S,34.0
530,10,vid2,7,710,2a,11,721,S,1.0
1970,33,vid2,7,710,2a,11,721,S,17.0
1466,26,vid2,7,710,2b,11,721,S,2.0
1394,25,vid2,7,710,2b,11,721,S,34.0
1898,32,vid2,7,710,2a,11,721,S,38.0
890,15,vid2,7,711,2b,11,722,S,38.0
1250,23,vid2,7,711,2a,11,722,S,1.0
2546,41,vid2,7,711,2b,11,722,S,20.0
602,11,vid2,7,711,2a,11,722,S,2.0
2330,38,vid2,7,711,2b,11,722,S,38.0
314,7,vid2,7,711,2b,11,722,S,38.0
2114,35,vid2,7,711,2a,11,722,S,19.0
2258,37,vid2,7,711,2a,11,722,,
1682,29,vid2,7,711,2b,11,722,S,20.0
2474,40,vid2,7,711,2b,11,722,S,23.0
746,13,vid2,7,711,2a,11,722,S,28.0
2618,42,vid2,7,711,2b,11,722,S,23.0
674,12,vid2,7,711,2b,11,722,S,1.0
386,8,vid2,7,711,2b,11,722,S,17.0
2186,36,vid2,7,711,2a,11,722,S,22.0
1044,18,vid3,7,720,3b,15,735,S,2.0
1908,32,vid3,7,721,3b,15,736,S,38.0
2052,34,vid3,7,721,3b,15,736,S,38.0
2412,39,vid3,7,721,3b,15,736,,
2772,44,vid3,7,721,3a,15,736,S,6.0
1836,31,vid3,7,721,3b,15,736,S,20.0
1980,33,vid3,7,721,3b,15,736,S,17.0
1404,25,vid3,7,721,3a,15,736,S,34.0
1764,30,vid3,7,721,3a,15,736,S,2.0
828,14,vid3,7,721,3b,15,736,S,23.0
1188,22,vid3,7,721,3a,15,736,S,34.0
1548,27,vid3,7,721,3b,15,736,S,6.0
1116,19,vid3,7,721,3b,15,736,S,22.0
1332,24,vid3,7,721,3a,15,736,S,38.0
252,6,vid3,7,721,3b,15,736,S,29.0
540,10,vid3,7,721,3b,15,736,S,1.0
36,3,vid3,7,721,3b,15,736,S,2.0
2700,43,vid3,7,721,3b,15,736,S,1.0
972,17,vid3,7,721,3b,15,736,S,1.0
324,7,vid3,7,722,3a,15,737,S,38.0
2340,38,vid3,7,722,3a,15,737,S,38.0
1476,26,vid3,7,722,3a,15,737,S,2.0
468,9,vid3,7,722,3a,15,737,S,23.0
2484,40,vid3,7,722,3a,15,737,S,23.0
900,15,vid3,7,722,3a,15,737,S,38.0
1620,28,vid3,7,722,3b,15,737,S,34.0
180,5,vid3,7,722,3a,15,737,S,1.0
1260,23,vid3,7,722,3b,15,737,S,1.0
108,4,vid3,7,722,3b,15,737,S,20.0
2268,37,vid3,7,722,3b,15,737,,
2628,42,vid3,7,722,3a,15,737,S,23.0
1692,29,vid3,7,722,3a,15,737,S,20.0
2124,35,vid3,7,722,3b,15,737,S,19.0
612,11,vid3,7,722,3b,15,737,S,2.0
756,13,vid3,7,722,3b,15,737,S,28.0
2556,41,vid3,7,722,3a,15,737,S,20.0
684,12,vid3,7,723,3a,15,738,S,1.0
396,8,vid3,7,723,3a,15,738,S,17.0
2196,36,vid3,7,723,3b,15,738,S,22.0
1558,27,vid4,7,736,4a,16,752,S,6.0
1198,22,vid4,7,736,4b,16,752,S,34.0
1918,32,vid4,7,736,4a,16,752,S,38.0
1342,24,vid4,7,736,4b,16,752,S,38.0
2422,39,vid4,7,736,4a,16,752,,
2782,44,vid4,7,736,4b,16,752,S,6.0
2710,43,vid4,7,736,4a,16,752,S,1.0
1414,25,vid4,7,736,4b,16,752,S,34.0
1774,30,vid4,7,736,4b,16,752,S,2.0
1126,19,vid4,7,736,4a,16,752,S,22.0
262,6,vid4,7,736,4a,16,752,S,29.0
982,17,vid4,7,736,4a,16,752,S,1.0
1054,18,vid4,7,736,4a,16,752,S,2.0
190,5,vid4,7,737,4b,16,753,S,1.0
2638,42,vid4,7,737,4b,16,753,S,23.0
2350,38,vid4,7,737,4b,16,753,S,38.0
838,14,vid4,7,737,4a,16,753,S,23.0
2062,34,vid4,7,737,4a,16,753,S,38.0
1630,28,vid4,7,737,4a,16,753,S,34.0
1990,33,vid4,7,737,4a,16,753,S,17.0
478,9,vid4,7,737,4b,16,753,S,23.0
1846,31,vid4,7,737,4a,16,753,S,20.0
118,4,vid4,7,737,4a,16,753,S,20.0
2566,41,vid4,7,737,4b,16,753,S,20.0
550,10,vid4,7,737,4a,16,753,S,1.0
46,3,vid4,7,737,4a,16,753,S,2.0
2278,37,vid4,7,737,4a,16,753,,
1486,26,vid4,7,737,4b,16,753,S,2.0
910,15,vid4,7,737,4b,16,753,S,38.0
2134,35,vid4,7,737,4a,16,753,S,19.0
334,7,vid4,7,737,4b,16,753,S,38.0
2494,40,vid4,7,737,4b,16,753,S,23.0
2206,36,vid4,7,738,4a,16,754,S,22.0
622,11,vid4,7,738,4a,16,754,S,2.0
1702,29,vid4,7,738,4b,16,754,S,20.0
406,8,vid4,7,738,4b,16,754,S,17.0
1270,23,vid4,7,738,4a,16,754,S,1.0
694,12,vid4,7,738,4b,16,754,S,1.0
766,13,vid4,7,738,4a,16,754,S,28.0
1424,25,vid5,7,752,5,7,759,S,34.0
1784,30,vid5,7,752,5,7,759,S,2.0
1064,18,vid5,7,752,5,7,759,S,2.0
2720,43,vid5,7,752,5,7,759,S,1.0
1136,19,vid5,7,752,5,7,759,S,22.0
992,17,vid5,7,752,5,7,759,S,1.0
1928,32,vid5,7,752,5,7,759,S,38.0
2792,44,vid5,7,752,5,7,759,S,6.0
1208,22,vid5,7,752,5,7,759,S,34.0
1568,27,vid5,7,752,5,7,759,S,6.0
1352,24,vid5,7,752,5,7,759,S,38.0
2432,39,vid5,7,752,5,7,759,,
272,6,vid5,7,752,5,7,759,S,29.0
128,4,vid5,7,753,5,7,760,S,20.0
2648,42,vid5,7,753,5,7,760,S,23.0
200,5,vid5,7,753,5,7,760,S,1.0
56,3,vid5,7,753,5,7,760,S,2.0
1640,28,vid5,7,753,5,7,760,S,34.0
1856,31,vid5,7,753,5,7,760,S,20.0
920,15,vid5,7,753,5,7,760,S,38.0
2360,38,vid5,7,753,5,7,760,S,38.0
488,9,vid5,7,753,5,7,760,S,23.0
560,10,vid5,7,753,5,7,760,S,1.0
2144,35,vid5,7,753,5,7,760,S,19.0
2000,33,vid5,7,753,5,7,760,S,17.0
344,7,vid5,7,753,5,7,760,S,38.0
2576,41,vid5,7,753,5,7,760,S,20.0
2504,40,vid5,7,753,5,7,760,S,23.0
2072,34,vid5,7,753,5,7,760,S,38.0
2288,37,vid5,7,753,5,7,760,,
1496,26,vid5,7,753,5,7,760,S,2.0
848,14,vid5,7,753,5,7,760,S,23.0
704,12,vid5,7,754,5,7,761,S,1.0
2216,36,vid5,7,754,5,7,761,S,22.0
1712,29,vid5,7,754,5,7,761,S,20.0
1280,23,vid5,7,754,5,7,761,S,1.0
776,13,vid5,7,754,5,7,761,S,28.0
632,11,vid5,7,754,5,7,761,S,2.0
416,8,vid5,7,754,5,7,761,S,17.0
1015,18,vid1a,8,782,1b,17,799,S,38.0
1807,31,vid1a,8,783,1b,17,800,S,34.0
1087,19,vid1a,8,783,1b,17,800,S,23.0
511,10,vid1a,8,783,1b,17,800,S,29.0
2671,43,vid1a,8,783,1b,17,800,S,28.0
79,4,vid1a,8,783,1b,17,800,S,17.0
2527,41,vid1a,8,783,1b,17,800,S,23.0
1519,27,vid1a,8,783,1b,17,800,S,17.0
2743,44,vid1a,8,783,1b,17,800,S,34.0
1303,24,vid1a,8,783,1b,17,800,S,6.0
1879,32,vid1a,8,783,1b,17,800,S,6.0
2023,34,vid1a,8,783,1b,17,800,S,34.0
223,6,vid1a,8,783,1b,17,800,S,17.0
2239,37,vid1a,8,783,1b,17,800,,
943,17,vid1a,8,783,1b,17,800,S,38.0
1375,25,vid1a,8,783,1b,17,800,S,23.0
1159,22,vid1a,8,783,1b,17,800,S,19.0
1735,30,vid1a,8,783,1b,17,800,S,29.0
1663,29,vid1a,8,784,1b,17,801,S,1.0
871,15,vid1a,8,784,1b,17,801,S,22.0
295,7,vid1a,8,784,1b,17,801,S,29.0
583,11,vid1a,8,784,1b,17,801,S,17.0
799,14,vid1a,8,784,1b,17,801,S,2.0
151,5,vid1a,8,784,1b,17,801,S,38.0
1231,23,vid1a,8,784,1b,17,801,S,19.0
1951,33,vid1a,8,784,1b,17,801,S,22.0
1447,26,vid1a,8,784,1b,17,801,S,28.0
7,3,vid1a,8,784,1b,17,801,S,29.0
439,9,vid1a,8,784,1b,17,801,S,20.0
2383,39,vid1a,8,784,1b,17,801,,
1591,28,vid1a,8,784,1b,17,801,S,38.0
2599,42,vid1a,8,784,1b,17,801,S,38.0
2311,38,vid1a,8,784,1b,17,801,S,20.0
727,13,vid1a,8,785,1b,17,802,S,20.0
2455,40,vid1a,8,785,1b,17,802,S,20.0
2167,36,vid1a,8,785,1b,17,802,S,34.0
367,8,vid1a,8,785,1b,17,802,S,22.0
2095,35,vid1a,8,785,1b,17,802,S,22.0
655,12,vid1a,8,785,1b,17,802,S,29.0
953,17,vid1b,8,799,1b,6,805,S,38.0
1025,18,vid1b,8,799,1b,6,805,S,38.0
1169,22,vid1b,8,799,1b,6,805,S,19.0
2249,37,vid1b,8,800,1b,6,806,,
1961,33,vid1b,8,800,1b,6,806,S,22.0
521,10,vid1b,8,800,1b,6,806,S,29.0
17,3,vid1b,8,800,1b,6,806,S,29.0
1529,27,vid1b,8,800,1b,6,806,S,17.0
2393,39,vid1b,8,800,1b,6,806,,
2033,34,vid1b,8,800,1b,6,806,S,34.0
2681,43,vid1b,8,800,1b,6,806,S,28.0
1097,19,vid1b,8,800,1b,6,806,S,23.0
1385,25,vid1b,8,800,1b,6,806,S,23.0
1817,31,vid1b,8,800,1b,6,806,S,34.0
1313,24,vid1b,8,800,1b,6,806,S,6.0
233,6,vid1b,8,800,1b,6,806,S,17.0
2537,41,vid1b,8,800,1b,6,806,S,23.0
1889,32,vid1b,8,800,1b,6,806,S,6.0
1673,29,vid1b,8,800,1b,6,806,S,1.0
1745,30,vid1b,8,800,1b,6,806,S,29.0
89,4,vid1b,8,800,1b,6,806,S,17.0
161,5,vid1b,8,800,1b,6,806,S,38.0
2753,44,vid1b,8,800,1b,6,806,S,34.0
881,15,vid1b,8,801,1b,6,807,S,22.0
2465,40,vid1b,8,801,1b,6,807,S,20.0
1457,26,vid1b,8,801,1b,6,807,S,28.0
305,7,vid1b,8,801,1b,6,807,S,29.0
2105,35,vid1b,8,801,1b,6,807,S,22.0
377,8,vid1b,8,801,1b,6,807,S,22.0
1601,28,vid1b,8,801,1b,6,807,S,38.0
2177,36,vid1b,8,801,1b,6,807,S,34.0
449,9,vid1b,8,801,1b,6,807,S,20.0
2321,38,vid1b,8,801,1b,6,807,S,20.0
1241,23,vid1b,8,801,1b,6,807,S,19.0
2609,42,vid1b,8,801,1b,6,807,S,38.0
809,14,vid1b,8,801,1b,6,807,S,2.0
593,11,vid1b,8,801,1b,6,807,S,17.0
737,13,vid1b,8,802,1b,6,808,S,20.0
665,12,vid1b,8,802,1b,6,808,S,29.0
963,17,vid2,8,805,2a,11,816,S,38.0
1179,22,vid2,8,805,2a,11,816,S,19.0
1035,18,vid2,8,805,2b,11,816,S,38.0
27,3,vid2,8,806,2a,11,817,S,29.0
2691,43,vid2,8,806,2b,11,817,S,28.0
2547,41,vid2,8,806,2a,11,817,S,23.0
1539,27,vid2,8,806,2b,11,817,S,17.0
1971,33,vid2,8,806,2b,11,817,S,22.0
243,6,vid2,8,806,2b,11,817,S,17.0
2259,37,vid2,8,806,2b,11,817,,
1683,29,vid2,8,806,2a,11,817,S,1.0
1323,24,vid2,8,806,2b,11,817,S,6.0
1755,30,vid2,8,806,2a,11,817,S,29.0
99,4,vid2,8,806,2b,11,817,S,17.0
2043,34,vid2,8,806,2b,11,817,S,34.0
1827,31,vid2,8,806,2a,11,817,S,34.0
2763,44,vid2,8,806,2a,11,817,S,34.0
531,10,vid2,8,806,2b,11,817,S,29.0
2403,39,vid2,8,806,2a,11,817,,
1395,25,vid2,8,806,2a,11,817,S,23.0
171,5,vid2,8,806,2a,11,817,S,38.0
1107,19,vid2,8,806,2b,11,817,S,23.0
1899,32,vid2,8,806,2a,11,817,S,6.0
2475,40,vid2,8,807,2a,11,818,S,20.0
603,11,vid2,8,807,2b,11,818,S,17.0
315,7,vid2,8,807,2b,11,818,S,29.0
2331,38,vid2,8,807,2a,11,818,S,20.0
1467,26,vid2,8,807,2a,11,818,S,28.0
1611,28,vid2,8,807,2b,11,818,S,38.0
459,9,vid2,8,807,2b,11,818,S,20.0
2187,36,vid2,8,807,2b,11,818,S,34.0
819,14,vid2,8,807,2a,11,818,S,2.0
891,15,vid2,8,807,2a,11,818,S,22.0
1251,23,vid2,8,807,2b,11,818,S,19.0
387,8,vid2,8,807,2a,11,818,S,22.0
2619,42,vid2,8,807,2b,11,818,S,38.0
2115,35,vid2,8,807,2b,11,818,S,22.0
747,13,vid2,8,808,2a,11,819,S,20.0
675,12,vid2,8,808,2a,11,819,S,29.0
2773,44,vid3,8,817,3b,15,832,S,34.0
1189,22,vid3,8,817,3b,15,832,S,19.0
253,6,vid3,8,817,3a,15,832,S,17.0
109,4,vid3,8,817,3a,15,832,S,17.0
2269,37,vid3,8,817,3a,15,832,,
1405,25,vid3,8,817,3b,15,832,S,23.0
1909,32,vid3,8,817,3b,15,832,S,6.0
1333,24,vid3,8,817,3a,15,832,S,6.0
1045,18,vid3,8,817,3a,15,832,S,38.0
973,17,vid3,8,817,3b,15,832,S,38.0
1765,30,vid3,8,817,3b,15,832,S,29.0
541,10,vid3,8,817,3a,15,832,S,29.0
2557,41,vid3,8,817,3b,15,832,S,23.0
1837,31,vid3,8,817,3b,15,832,S,34.0
1117,19,vid3,8,817,3a,15,832,S,23.0
2701,43,vid3,8,817,3a,15,832,S,28.0
1549,27,vid3,8,817,3a,15,832,S,17.0
181,5,vid3,8,818,3b,15,833,S,38.0
1477,26,vid3,8,818,3b,15,833,S,28.0
2341,38,vid3,8,818,3b,15,833,S,20.0
901,15,vid3,8,818,3b,15,833,S,22.0
2413,39,vid3,8,818,3b,15,833,,
37,3,vid3,8,818,3b,15,833,S,29.0
469,9,vid3,8,818,3a,15,833,S,20.0
325,7,vid3,8,818,3a,15,833,S,29.0
613,11,vid3,8,818,3a,15,833,S,17.0
2053,34,vid3,8,818,3a,15,833,S,34.0
1693,29,vid3,8,818,3b,15,833,S,1.0
829,14,vid3,8,818,3b,15,833,S,2.0
1621,28,vid3,8,818,3a,15,833,S,38.0
1261,23,vid3,8,818,3a,15,833,S,19.0
1981,33,vid3,8,818,3a,15,833,S,22.0
2629,42,vid3,8,818,3a,15,833,S,38.0
757,13,vid3,8,819,3b,15,834,S,20.0
2125,35,vid3,8,819,3a,15,834,S,22.0
397,8,vid3,8,819,3b,15,834,S,22.0
2485,40,vid3,8,819,3b,15,834,S,20.0
685,12,vid3,8,819,3b,15,834,S,29.0
2197,36,vid3,8,819,3a,15,834,S,34.0
119,4,vid4,8,832,4b,16,848,S,17.0
1775,30,vid4,8,832,4a,16,848,S,29.0
2783,44,vid4,8,832,4a,16,848,S,34.0
1055,18,vid4,8,832,4b,16,848,S,38.0
1415,25,vid4,8,832,4a,16,848,S,23.0
263,6,vid4,8,832,4b,16,848,S,17.0
1127,19,vid4,8,832,4b,16,848,S,23.0
1847,31,vid4,8,832,4a,16,848,S,34.0
1559,27,vid4,8,832,4b,16,848,S,17.0
1199,22,vid4,8,832,4a,16,848,S,19.0
983,17,vid4,8,832,4a,16,848,S,38.0
47,3,vid4,8,833,4a,16,849,S,29.0
2423,39,vid4,8,833,4a,16,849,,
1487,26,vid4,8,833,4a,16,849,S,28.0
551,10,vid4,8,833,4b,16,849,S,29.0
335,7,vid4,8,833,4b,16,849,S,29.0
2279,37,vid4,8,833,4b,16,849,,
191,5,vid4,8,833,4a,16,849,S,38.0
1343,24,vid4,8,833,4b,16,849,S,6.0
839,14,vid4,8,833,4a,16,849,S,2.0
1991,33,vid4,8,833,4b,16,849,S,22.0
2567,41,vid4,8,833,4a,16,849,S,23.0
2711,43,vid4,8,833,4b,16,849,S,28.0
1631,28,vid4,8,833,4b,16,849,S,38.0
1703,29,vid4,8,833,4a,16,849,S,1.0
2063,34,vid4,8,833,4b,16,849,S,34.0
1919,32,vid4,8,833,4a,16,849,S,6.0
2135,35,vid4,8,834,4b,16,850,S,22.0
695,12,vid4,8,834,4a,16,850,S,29.0
2207,36,vid4,8,834,4b,16,850,S,34.0
767,13,vid4,8,834,4a,16,850,S,20.0
479,9,vid4,8,834,4b,16,850,S,20.0
911,15,vid4,8,834,4a,16,850,S,22.0
407,8,vid4,8,834,4a,16,850,S,22.0
623,11,vid4,8,834,4b,16,850,S,17.0
1271,23,vid4,8,834,4b,16,850,S,19.0
2495,40,vid4,8,834,4a,16,850,S,20.0
2351,38,vid4,8,834,4a,16,850,S,20.0
2639,42,vid4,8,834,4b,16,850,S,38.0
273,6,vid5,8,848,5,7,855,S,17.0
1425,25,vid5,8,848,5,7,855,S,23.0
993,17,vid5,8,848,5,7,855,S,38.0
1857,31,vid5,8,848,5,7,855,S,34.0
129,4,vid5,8,848,5,7,855,S,17.0
1209,22,vid5,8,848,5,7,855,S,19.0
1569,27,vid5,8,848,5,7,855,S,17.0
1137,19,vid5,8,848,5,7,855,S,23.0
2793,44,vid5,8,848,5,7,855,S,34.0
1065,18,vid5,8,848,5,7,855,S,38.0
1785,30,vid5,8,848,5,7,855,S,29.0
2433,39,vid5,8,849,5,7,856,,
2577,41,vid5,8,849,5,7,856,S,23.0
1929,32,vid5,8,849,5,7,856,S,6.0
345,7,vid5,8,849,5,7,856,S,29.0
201,5,vid5,8,849,5,7,856,S,38.0
849,14,vid5,8,849,5,7,856,S,2.0
1353,24,vid5,8,849,5,7,856,S,6.0
1641,28,vid5,8,849,5,7,856,S,38.0
2073,34,vid5,8,849,5,7,856,S,34.0
561,10,vid5,8,849,5,7,856,S,29.0
2721,43,vid5,8,849,5,7,856,S,28.0
2001,33,vid5,8,849,5,7,856,S,22.0
57,3,vid5,8,849,5,7,856,S,29.0
2289,37,vid5,8,849,5,7,856,,
1497,26,vid5,8,849,5,7,856,S,28.0
1713,29,vid5,8,849,5,7,856,S,1.0
1281,23,vid5,8,850,5,7,857,S,19.0
2505,40,vid5,8,850,5,7,857,S,20.0
2145,35,vid5,8,850,5,7,857,S,22.0
2649,42,vid5,8,850,5,7,857,S,38.0
777,13,vid5,8,850,5,7,857,S,20.0
2361,38,vid5,8,850,5,7,857,S,20.0
417,8,vid5,8,850,5,7,857,S,22.0
921,15,vid5,8,850,5,7,857,S,22.0
489,9,vid5,8,850,5,7,857,S,20.0
633,11,vid5,8,850,5,7,857,S,17.0
705,12,vid5,8,850,5,7,857,S,29.0
2217,36,vid5,8,850,5,7,857,S,34.0
80,4,vid1a,9,879,1b,17,896,N,22.0
1016,18,vid1a,9,879,1b,17,896,N,1.0
1160,22,vid1a,9,879,1b,17,896,N,6.0
944,17,vid1a,9,879,1b,17,896,N,17.0
224,6,vid1a,9,879,1b,17,896,N,28.0
1736,30,vid1a,9,879,1b,17,896,N,23.0
1304,24,vid1a,9,879,1b,17,896,N,28.0
2744,44,vid1a,9,879,1b,17,896,N,1.0
1520,27,vid1a,9,879,1b,17,896,N,28.0
1808,31,vid1a,9,879,1b,17,896,N,19.0
8,3,vid1a,9,880,1b,17,897,N,1.0
800,14,vid1a,9,880,1b,17,897,N,34.0
2312,38,vid1a,9,880,1b,17,897,N,6.0
2240,37,vid1a,9,880,1b,17,897,,
1952,33,vid1a,9,880,1b,17,897,N,38.0
152,5,vid1a,9,880,1b,17,897,N,6.0
1376,25,vid1a,9,880,1b,17,897,N,22.0
1664,29,vid1a,9,880,1b,17,897,N,38.0
2672,43,vid1a,9,880,1b,17,897,N,23.0
1088,19,vid1a,9,880,1b,17,897,N,6.0
512,10,vid1a,9,880,1b,17,897,N,23.0
872,15,vid1a,9,880,1b,17,897,N,20.0
2384,39,vid1a,9,880,1b,17,897,,
440,9,vid1a,9,880,1b,17,897,N,28.0
1592,28,vid1a,9,880,1b,17,897,N,20.0
2024,34,vid1a,9,880,1b,17,897,N,19.0
2528,41,vid1a,9,880,1b,17,897,N,29.0
1880,32,vid1a,9,880,1b,17,897,N,28.0
296,7,vid1a,9,880,1b,17,897,N,17.0
2456,40,vid1a,9,880,1b,17,897,N,34.0
2168,36,vid1a,9,881,1b,17,898,N,38.0
2096,35,vid1a,9,881,1b,17,898,N,28.0
584,11,vid1a,9,881,1b,17,898,N,22.0
2600,42,vid1a,9,881,1b,17,898,N,6.0
1232,23,vid1a,9,881,1b,17,898,N,17.0
728,13,vid1a,9,881,1b,17,898,N,6.0
368,8,vid1a,9,881,1b,17,898,N,20.0
1448,26,vid1a,9,881,1b,17,898,N,6.0
656,12,vid1a,9,881,1b,17,898,N,28.0
2754,44,vid1b,9,896,1b,6,902,N,1.0
90,4,vid1b,9,896,1b,6,902,N,22.0
522,10,vid1b,9,896,1b,6,902,N,23.0
234,6,vid1b,9,896,1b,6,902,N,28.0
18,3,vid1b,9,896,1b,6,902,N,1.0
2250,37,vid1b,9,896,1b,6,902,,
1530,27,vid1b,9,896,1b,6,902,N,28.0
1746,30,vid1b,9,896,1b,6,902,N,23.0
1098,19,vid1b,9,896,1b,6,902,N,6.0
1818,31,vid1b,9,896,1b,6,902,N,19.0
1890,32,vid1b,9,896,1b,6,902,N,28.0
1026,18,vid1b,9,896,1b,6,902,N,1.0
1170,22,vid1b,9,896,1b,6,902,N,6.0
1386,25,vid1b,9,896,1b,6,902,N,22.0
954,17,vid1b,9,896,1b,6,902,N,17.0
2034,34,vid1b,9,896,1b,6,902,N,19.0
1314,24,vid1b,9,896,1b,6,902,N,28.0
2538,41,vid1b,9,897,1b,6,903,N,29.0
810,14,vid1b,9,897,1b,6,903,N,34.0
594,11,vid1b,9,897,1b,6,903,N,22.0
450,9,vid1b,9,897,1b,6,903,N,28.0
1458,26,vid1b,9,897,1b,6,903,N,6.0
2322,38,vid1b,9,897,1b,6,903,N,6.0
2394,39,vid1b,9,897,1b,6,903,,
2178,36,vid1b,9,897,1b,6,903,N,38.0
1602,28,vid1b,9,897,1b,6,903,N,20.0
2466,40,vid1b,9,897,1b,6,903,N,34.0
2682,43,vid1b,9,897,1b,6,903,N,23.0
306,7,vid1b,9,897,1b,6,903,N,17.0
882,15,vid1b,9,897,1b,6,903,N,20.0
162,5,vid1b,9,897,1b,6,903,N,6.0
1674,29,vid1b,9,897,1b,6,903,N,38.0
1962,33,vid1b,9,897,1b,6,903,N,38.0
1242,23,vid1b,9,898,1b,6,904,N,17.0
378,8,vid1b,9,898,1b,6,904,N,20.0
2610,42,vid1b,9,898,1b,6,904,N,6.0
2106,35,vid1b,9,898,1b,6,904,N,28.0
738,13,vid1b,9,898,1b,6,904,N,6.0
666,12,vid1b,9,898,1b,6,904,N,28.0
1900,32,vid2,9,902,2b,11,913,N,28.0
28,3,vid2,9,902,2b,11,913,N,1.0
244,6,vid2,9,902,2a,11,913,N,28.0
1108,19,vid2,9,902,2b,11,913,N,6.0
2260,37,vid2,9,902,2a,11,913,,
2044,34,vid2,9,902,2a,11,913,N,19.0
1324,24,vid2,9,902,2a,11,913,N,28.0
964,17,vid2,9,902,2b,11,913,N,17.0
1756,30,vid2,9,902,2a,11,913,N,23.0
532,10,vid2,9,902,2a,11,913,N,23.0
1036,18,vid2,9,902,2b,11,913,N,1.0
100,4,vid2,9,902,2a,11,913,N,22.0
2764,44,vid2,9,902,2b,11,913,N,1.0
1828,31,vid2,9,902,2a,11,913,N,19.0
1540,27,vid2,9,902,2a,11,913,N,28.0
1396,25,vid2,9,902,2b,11,913,N,22.0
1180,22,vid2,9,902,2b,11,913,N,6.0
1684,29,vid2,9,903,2b,11,914,N,38.0
892,15,vid2,9,903,2b,11,914,N,20.0
2332,38,vid2,9,903,2a,11,914,N,6.0
2404,39,vid2,9,903,2a,11,914,,
1468,26,vid2,9,903,2b,11,914,N,6.0
460,9,vid2,9,903,2a,11,914,N,28.0
1972,33,vid2,9,903,2b,11,914,N,38.0
316,7,vid2,9,903,2b,11,914,N,17.0
2692,43,vid2,9,903,2a,11,914,N,23.0
172,5,vid2,9,903,2a,11,914,N,6.0
2548,41,vid2,9,903,2a,11,914,N,29.0
820,14,vid2,9,903,2b,11,914,N,34.0
2188,36,vid2,9,903,2a,11,914,N,38.0
1612,28,vid2,9,903,2b,11,914,N,20.0
604,11,vid2,9,903,2b,11,914,N,22.0
2476,40,vid2,9,903,2a,11,914,N,34.0
748,13,vid2,9,904,2b,11,915,N,6.0
1252,23,vid2,9,904,2a,11,915,N,17.0
2116,35,vid2,9,904,2b,11,915,N,28.0
2620,42,vid2,9,904,2b,11,915,N,6.0
388,8,vid2,9,904,2a,11,915,N,20.0
676,12,vid2,9,904,2b,11,915,N,28.0
1838,31,vid3,9,913,3a,15,928,N,19.0
2774,44,vid3,9,913,3b,15,928,N,1.0
254,6,vid3,9,913,3a,15,928,N,28.0
1190,22,vid3,9,913,3b,15,928,N,6.0
1046,18,vid3,9,913,3b,15,928,N,1.0
1766,30,vid3,9,913,3a,15,928,N,23.0
110,4,vid3,9,913,3a,15,928,N,22.0
1550,27,vid3,9,913,3a,15,928,N,28.0
974,17,vid3,9,913,3b,15,928,N,17.0
2270,37,vid3,9,914,3a,15,929,,
2702,43,vid3,9,914,3a,15,929,N,23.0
2054,34,vid3,9,914,3a,15,929,N,19.0
2342,38,vid3,9,914,3a,15,929,N,6.0
1982,33,vid3,9,914,3b,15,929,N,38.0
38,3,vid3,9,914,3b,15,929,N,1.0
1406,25,vid3,9,914,3b,15,929,N,22.0
182,5,vid3,9,914,3a,15,929,N,6.0
1910,32,vid3,9,914,3b,15,929,N,28.0
830,14,vid3,9,914,3b,15,929,N,34.0
470,9,vid3,9,914,3a,15,929,N,28.0
2414,39,vid3,9,914,3a,15,929,,
1334,24,vid3,9,914,3a,15,929,N,28.0
1622,28,vid3,9,914,3b,15,929,N,20.0
1118,19,vid3,9,914,3b,15,929,N,6.0
326,7,vid3,9,914,3b,15,929,N,17.0
2558,41,vid3,9,914,3a,15,929,N,29.0
