,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR,schema,wed_id
2486,40,vid3,9,914,3a,15,929,N,34.0
1694,29,vid3,9,914,3b,15,929,N,38.0
542,10,vid3,9,914,3a,15,929,N,23.0
1478,26,vid3,9,915,3b,15,930,N,6.0
2126,35,vid3,9,915,3b,15,930,N,28.0
2198,36,vid3,9,915,3a,15,930,N,38.0
686,12,vid3,9,915,3b,15,930,N,28.0
398,8,vid3,9,915,3a,15,930,N,20.0
2630,42,vid3,9,915,3b,15,930,N,6.0
614,11,vid3,9,915,3b,15,930,N,22.0
758,13,vid3,9,915,3b,15,930,N,6.0
1262,23,vid3,9,915,3a,15,930,N,17.0
902,15,vid3,9,915,3b,15,930,N,20.0
1056,18,vid4,9,928,4b,16,944,N,1.0
1776,30,vid4,9,928,4a,16,944,N,23.0
1128,19,vid4,9,929,4b,16,945,N,6.0
1848,31,vid4,9,929,4a,16,945,N,19.0
1200,22,vid4,9,929,4b,16,945,N,6.0
552,10,vid4,9,929,4a,16,945,N,23.0
2424,39,vid4,9,929,4a,16,945,,
480,9,vid4,9,929,4a,16,945,N,28.0
1992,33,vid4,9,929,4b,16,945,N,38.0
1920,32,vid4,9,929,4b,16,945,N,28.0
984,17,vid4,9,929,4b,16,945,N,17.0
2568,41,vid4,9,929,4a,16,945,N,29.0
2712,43,vid4,9,929,4a,16,945,N,23.0
2352,38,vid4,9,929,4a,16,945,N,6.0
264,6,vid4,9,929,4a,16,945,N,28.0
1416,25,vid4,9,929,4b,16,945,N,22.0
120,4,vid4,9,929,4a,16,945,N,22.0
2280,37,vid4,9,929,4a,16,945,,
48,3,vid4,9,929,4b,16,945,N,1.0
1704,29,vid4,9,929,4b,16,945,N,38.0
1560,27,vid4,9,929,4a,16,945,N,28.0
2064,34,vid4,9,929,4a,16,945,N,19.0
2784,44,vid4,9,929,4b,16,945,N,1.0
192,5,vid4,9,929,4a,16,945,N,6.0
1344,24,vid4,9,929,4a,16,945,N,28.0
912,15,vid4,9,930,4b,16,946,N,20.0
2136,35,vid4,9,930,4b,16,946,N,28.0
2640,42,vid4,9,930,4b,16,946,N,6.0
1632,28,vid4,9,930,4b,16,946,N,20.0
336,7,vid4,9,930,4b,16,946,N,17.0
696,12,vid4,9,930,4b,16,946,N,28.0
408,8,vid4,9,930,4a,16,946,N,20.0
840,14,vid4,9,930,4b,16,946,N,34.0
768,13,vid4,9,930,4b,16,946,N,6.0
1272,23,vid4,9,930,4a,16,946,N,17.0
2496,40,vid4,9,930,4a,16,946,N,34.0
1488,26,vid4,9,930,4b,16,946,N,6.0
2208,36,vid4,9,930,4a,16,946,N,38.0
624,11,vid4,9,930,4b,16,946,N,22.0
1066,18,vid5,9,944,5,7,951,N,1.0
1786,30,vid5,9,944,5,7,951,N,23.0
2794,44,vid5,9,945,5,7,952,N,1.0
1858,31,vid5,9,945,5,7,952,N,19.0
2290,37,vid5,9,945,5,7,952,,
2578,41,vid5,9,945,5,7,952,N,29.0
1714,29,vid5,9,945,5,7,952,N,38.0
1138,19,vid5,9,945,5,7,952,N,6.0
1210,22,vid5,9,945,5,7,952,N,6.0
274,6,vid5,9,945,5,7,952,N,28.0
2362,38,vid5,9,945,5,7,952,N,6.0
2002,33,vid5,9,945,5,7,952,N,38.0
1930,32,vid5,9,945,5,7,952,N,28.0
202,5,vid5,9,945,5,7,952,N,6.0
58,3,vid5,9,945,5,7,952,N,1.0
2722,43,vid5,9,945,5,7,952,N,23.0
1354,24,vid5,9,945,5,7,952,N,28.0
562,10,vid5,9,945,5,7,952,N,23.0
994,17,vid5,9,945,5,7,952,N,17.0
490,9,vid5,9,945,5,7,952,N,28.0
130,4,vid5,9,945,5,7,952,N,22.0
2074,34,vid5,9,945,5,7,952,N,19.0
2434,39,vid5,9,945,5,7,952,,
1570,27,vid5,9,945,5,7,952,N,28.0
1426,25,vid5,9,945,5,7,952,N,22.0
1282,23,vid5,9,946,5,7,953,N,17.0
418,8,vid5,9,946,5,7,953,N,20.0
1498,26,vid5,9,946,5,7,953,N,6.0
778,13,vid5,9,946,5,7,953,N,6.0
2506,40,vid5,9,946,5,7,953,N,34.0
706,12,vid5,9,946,5,7,953,N,28.0
634,11,vid5,9,946,5,7,953,N,22.0
2650,42,vid5,9,946,5,7,953,N,6.0
346,7,vid5,9,946,5,7,953,N,17.0
922,15,vid5,9,946,5,7,953,N,20.0
2146,35,vid5,9,946,5,7,953,N,28.0
1642,28,vid5,9,946,5,7,953,N,20.0
2218,36,vid5,9,946,5,7,953,N,38.0
850,14,vid5,9,946,5,7,953,N,34.0
945,17,vid1a,10,975,1b,17,992,N,23.0
1017,18,vid1a,10,975,1b,17,992,N,6.0
513,10,vid1a,10,976,1b,17,993,N,22.0
2745,44,vid1a,10,976,1b,17,993,N,19.0
1089,19,vid1a,10,976,1b,17,993,N,34.0
1881,32,vid1a,10,976,1b,17,993,N,1.0
1593,28,vid1a,10,976,1b,17,993,N,23.0
1953,33,vid1a,10,976,1b,17,993,N,29.0
2241,37,vid1a,10,976,1b,17,993,,
2025,34,vid1a,10,976,1b,17,993,N,17.0
1809,31,vid1a,10,976,1b,17,993,N,23.0
9,3,vid1a,10,976,1b,17,993,N,19.0
1737,30,vid1a,10,976,1b,17,993,N,19.0
1161,22,vid1a,10,976,1b,17,993,N,29.0
2529,41,vid1a,10,976,1b,17,993,N,28.0
2457,40,vid1a,10,976,1b,17,993,N,38.0
1665,29,vid1a,10,976,1b,17,993,N,17.0
801,14,vid1a,10,976,1b,17,993,N,17.0
225,6,vid1a,10,976,1b,17,993,N,23.0
873,15,vid1a,10,976,1b,17,993,N,29.0
81,4,vid1a,10,976,1b,17,993,N,38.0
1377,25,vid1a,10,976,1b,17,993,N,29.0
153,5,vid1a,10,976,1b,17,993,N,20.0
1521,27,vid1a,10,976,1b,17,993,N,19.0
1305,24,vid1a,10,976,1b,17,993,N,29.0
369,8,vid1a,10,977,1b,17,994,N,38.0
2313,38,vid1a,10,977,1b,17,994,N,28.0
585,11,vid1a,10,977,1b,17,994,N,1.0
2673,43,vid1a,10,977,1b,17,994,N,6.0
2169,36,vid1a,10,977,1b,17,994,N,29.0
2385,39,vid1a,10,977,1b,17,994,,
2601,42,vid1a,10,977,1b,17,994,N,22.0
441,9,vid1a,10,977,1b,17,994,N,2.0
1449,26,vid1a,10,977,1b,17,994,N,17.0
1233,23,vid1a,10,977,1b,17,994,N,20.0
297,7,vid1a,10,977,1b,17,994,N,34.0
729,13,vid1a,10,978,1b,17,995,N,17.0
657,12,vid1a,10,978,1b,17,995,N,20.0
2097,35,vid1a,10,978,1b,17,995,N,34.0
955,17,vid1b,10,992,1b,6,998,N,23.0
1171,22,vid1b,10,992,1b,6,998,N,29.0
1747,30,vid1b,10,992,1b,6,998,N,19.0
1027,18,vid1b,10,992,1b,6,998,N,6.0
91,4,vid1b,10,992,1b,6,998,N,38.0
2755,44,vid1b,10,992,1b,6,998,N,19.0
1819,31,vid1b,10,993,1b,6,999,N,23.0
163,5,vid1b,10,993,1b,6,999,N,20.0
1603,28,vid1b,10,993,1b,6,999,N,23.0
379,8,vid1b,10,993,1b,6,999,N,38.0
307,7,vid1b,10,993,1b,6,999,N,34.0
1387,25,vid1b,10,993,1b,6,999,N,29.0
1099,19,vid1b,10,993,1b,6,999,N,34.0
2467,40,vid1b,10,993,1b,6,999,N,38.0
1891,32,vid1b,10,993,1b,6,999,N,1.0
451,9,vid1b,10,993,1b,6,999,N,2.0
1531,27,vid1b,10,993,1b,6,999,N,19.0
2539,41,vid1b,10,993,1b,6,999,N,28.0
811,14,vid1b,10,993,1b,6,999,N,17.0
2683,43,vid1b,10,993,1b,6,999,N,6.0
1675,29,vid1b,10,993,1b,6,999,N,17.0
19,3,vid1b,10,993,1b,6,999,N,19.0
1963,33,vid1b,10,993,1b,6,999,N,29.0
2035,34,vid1b,10,993,1b,6,999,N,17.0
2251,37,vid1b,10,993,1b,6,999,,
2323,38,vid1b,10,993,1b,6,999,N,28.0
2395,39,vid1b,10,993,1b,6,999,,
235,6,vid1b,10,993,1b,6,999,N,23.0
883,15,vid1b,10,993,1b,6,999,N,29.0
1315,24,vid1b,10,993,1b,6,999,N,29.0
523,10,vid1b,10,993,1b,6,999,N,22.0
1243,23,vid1b,10,994,1b,6,1000,N,20.0
739,13,vid1b,10,994,1b,6,1000,N,17.0
1459,26,vid1b,10,994,1b,6,1000,N,17.0
2107,35,vid1b,10,994,1b,6,1000,N,34.0
2611,42,vid1b,10,994,1b,6,1000,N,22.0
2179,36,vid1b,10,994,1b,6,1000,N,29.0
595,11,vid1b,10,994,1b,6,1000,N,1.0
667,12,vid1b,10,995,1b,6,1001,N,20.0
101,4,vid2,10,998,2a,11,1009,N,38.0
2765,44,vid2,10,998,2a,11,1009,N,19.0
1181,22,vid2,10,998,2a,11,1009,N,29.0
1757,30,vid2,10,998,2b,11,1009,N,19.0
965,17,vid2,10,998,2a,11,1009,N,23.0
1037,18,vid2,10,998,2a,11,1009,N,6.0
893,15,vid2,10,999,2a,11,1010,N,29.0
317,7,vid2,10,999,2a,11,1010,N,34.0
389,8,vid2,10,999,2b,11,1010,N,38.0
29,3,vid2,10,999,2a,11,1010,N,19.0
821,14,vid2,10,999,2b,11,1010,N,17.0
2261,37,vid2,10,999,2a,11,1010,,
1973,33,vid2,10,999,2b,11,1010,N,29.0
245,6,vid2,10,999,2a,11,1010,N,23.0
2477,40,vid2,10,999,2b,11,1010,N,38.0
1397,25,vid2,10,999,2a,11,1010,N,29.0
2045,34,vid2,10,999,2b,11,1010,N,17.0
2333,38,vid2,10,999,2a,11,1010,N,28.0
1901,32,vid2,10,999,2b,11,1010,N,1.0
1109,19,vid2,10,999,2a,11,1010,N,34.0
1613,28,vid2,10,999,2b,11,1010,N,23.0
173,5,vid2,10,999,2a,11,1010,N,20.0
2405,39,vid2,10,999,2a,11,1010,,
1325,24,vid2,10,999,2b,11,1010,N,29.0
533,10,vid2,10,999,2a,11,1010,N,22.0
2693,43,vid2,10,999,2b,11,1010,N,6.0
2549,41,vid2,10,999,2b,11,1010,N,28.0
1829,31,vid2,10,999,2a,11,1010,N,23.0
1541,27,vid2,10,999,2a,11,1010,N,19.0
461,9,vid2,10,999,2b,11,1010,N,2.0
1685,29,vid2,10,999,2b,11,1010,N,17.0
2621,42,vid2,10,1000,2a,11,1011,N,22.0
1253,23,vid2,10,1000,2b,11,1011,N,20.0
2117,35,vid2,10,1000,2b,11,1011,N,34.0
1469,26,vid2,10,1000,2a,11,1011,N,17.0
605,11,vid2,10,1000,2b,11,1011,N,1.0
749,13,vid2,10,1000,2a,11,1011,N,17.0
2189,36,vid2,10,1000,2a,11,1011,N,29.0
677,12,vid2,10,1001,2b,11,1012,N,20.0
1047,18,vid3,10,1009,3a,15,1024,N,6.0
2271,37,vid3,10,1010,3a,15,1025,,
39,3,vid3,10,1010,3a,15,1025,N,19.0
1839,31,vid3,10,1010,3a,15,1025,N,23.0
1191,22,vid3,10,1010,3a,15,1025,N,29.0
2775,44,vid3,10,1010,3a,15,1025,N,19.0
1407,25,vid3,10,1010,3a,15,1025,N,29.0
903,15,vid3,10,1010,3a,15,1025,N,29.0
975,17,vid3,10,1010,3a,15,1025,N,23.0
2559,41,vid3,10,1010,3b,15,1025,N,28.0
2343,38,vid3,10,1010,3a,15,1025,N,28.0
831,14,vid3,10,1010,3b,15,1025,N,17.0
543,10,vid3,10,1010,3a,15,1025,N,22.0
1335,24,vid3,10,1010,3b,15,1025,N,29.0
1119,19,vid3,10,1010,3a,15,1025,N,34.0
111,4,vid3,10,1010,3a,15,1025,N,38.0
1623,28,vid3,10,1010,3b,15,1025,N,23.0
1767,30,vid3,10,1010,3b,15,1025,N,19.0
1911,32,vid3,10,1010,3b,15,1025,N,1.0
1551,27,vid3,10,1010,3a,15,1025,N,19.0
1983,33,vid3,10,1010,3b,15,1025,N,29.0
255,6,vid3,10,1010,3a,15,1025,N,23.0
2055,34,vid3,10,1010,3b,15,1025,N,17.0
1695,29,vid3,10,1010,3b,15,1025,N,17.0
2199,36,vid3,10,1011,3a,15,1026,N,29.0
183,5,vid3,10,1011,3a,15,1026,N,20.0
615,11,vid3,10,1011,3b,15,1026,N,1.0
2415,39,vid3,10,1011,3a,15,1026,,
2703,43,vid3,10,1011,3b,15,1026,N,6.0
471,9,vid3,10,1011,3b,15,1026,N,2.0
1263,23,vid3,10,1011,3b,15,1026,N,20.0
2631,42,vid3,10,1011,3a,15,1026,N,22.0
1479,26,vid3,10,1011,3a,15,1026,N,17.0
399,8,vid3,10,1011,3b,15,1026,N,38.0
327,7,vid3,10,1011,3a,15,1026,N,34.0
2487,40,vid3,10,1011,3b,15,1026,N,38.0
2127,35,vid3,10,1012,3b,15,1027,N,34.0
687,12,vid3,10,1012,3b,15,1027,N,20.0
759,13,vid3,10,1012,3a,15,1027,N,17.0
1057,18,vid4,10,1024,4a,16,1040,N,6.0
1201,22,vid4,10,1025,4a,16,1041,N,29.0
121,4,vid4,10,1025,4a,16,1041,N,38.0
1345,24,vid4,10,1025,4b,16,1041,N,29.0
1417,25,vid4,10,1025,4a,16,1041,N,29.0
265,6,vid4,10,1025,4a,16,1041,N,23.0
1777,30,vid4,10,1025,4b,16,1041,N,19.0
1633,28,vid4,10,1025,4b,16,1041,N,23.0
1849,31,vid4,10,1025,4a,16,1041,N,23.0
2785,44,vid4,10,1025,4a,16,1041,N,19.0
49,3,vid4,10,1025,4a,16,1041,N,19.0
1129,19,vid4,10,1025,4a,16,1041,N,34.0
985,17,vid4,10,1025,4a,16,1041,N,23.0
1561,27,vid4,10,1025,4a,16,1041,N,19.0
2281,37,vid4,10,1025,4a,16,1041,,
553,10,vid4,10,1026,4a,16,1042,N,22.0
625,11,vid4,10,1026,4b,16,1042,N,1.0
1489,26,vid4,10,1026,4a,16,1042,N,17.0
337,7,vid4,10,1026,4a,16,1042,N,34.0
409,8,vid4,10,1026,4b,16,1042,N,38.0
2425,39,vid4,10,1026,4a,16,1042,,
841,14,vid4,10,1026,4b,16,1042,N,17.0
2569,41,vid4,10,1026,4b,16,1042,N,28.0
2713,43,vid4,10,1026,4b,16,1042,N,6.0
913,15,vid4,10,1026,4a,16,1042,N,29.0
481,9,vid4,10,1026,4b,16,1042,N,2.0
2065,34,vid4,10,1026,4b,16,1042,N,17.0
1705,29,vid4,10,1026,4b,16,1042,N,17.0
2497,40,vid4,10,1026,4b,16,1042,N,38.0
1921,32,vid4,10,1026,4b,16,1042,N,1.0
193,5,vid4,10,1026,4a,16,1042,N,20.0
1993,33,vid4,10,1026,4b,16,1042,N,29.0
2353,38,vid4,10,1026,4a,16,1042,N,28.0
1273,23,vid4,10,1027,4b,16,1043,N,20.0
769,13,vid4,10,1027,4a,16,1043,N,17.0
2209,36,vid4,10,1027,4a,16,1043,N,29.0
2641,42,vid4,10,1027,4a,16,1043,N,22.0
697,12,vid4,10,1027,4b,16,1043,N,20.0
2137,35,vid4,10,1027,4b,16,1043,N,34.0
1067,18,vid5,10,1040,5,7,1047,N,6.0
1787,30,vid5,10,1041,5,7,1048,N,19.0
131,4,vid5,10,1041,5,7,1048,N,38.0
59,3,vid5,10,1041,5,7,1048,N,19.0
275,6,vid5,10,1041,5,7,1048,N,23.0
1355,24,vid5,10,1041,5,7,1048,N,29.0
1139,19,vid5,10,1041,5,7,1048,N,34.0
1643,28,vid5,10,1041,5,7,1048,N,23.0
995,17,vid5,10,1041,5,7,1048,N,23.0
1859,31,vid5,10,1041,5,7,1048,N,23.0
1211,22,vid5,10,1041,5,7,1048,N,29.0
2291,37,vid5,10,1041,5,7,1048,,
2795,44,vid5,10,1041,5,7,1048,N,19.0
1571,27,vid5,10,1041,5,7,1048,N,19.0
1427,25,vid5,10,1041,5,7,1048,N,29.0
2363,38,vid5,10,1042,5,7,1049,N,28.0
1715,29,vid5,10,1042,5,7,1049,N,17.0
635,11,vid5,10,1042,5,7,1049,N,1.0
2003,33,vid5,10,1042,5,7,1049,N,29.0
923,15,vid5,10,1042,5,7,1049,N,29.0
203,5,vid5,10,1042,5,7,1049,N,20.0
1931,32,vid5,10,1042,5,7,1049,N,1.0
2075,34,vid5,10,1042,5,7,1049,N,17.0
1499,26,vid5,10,1042,5,7,1049,N,17.0
851,14,vid5,10,1042,5,7,1049,N,17.0
563,10,vid5,10,1042,5,7,1049,N,22.0
2579,41,vid5,10,1042,5,7,1049,N,28.0
491,9,vid5,10,1042,5,7,1049,N,2.0
2723,43,vid5,10,1042,5,7,1049,N,6.0
347,7,vid5,10,1042,5,7,1049,N,34.0
2507,40,vid5,10,1042,5,7,1049,N,38.0
2435,39,vid5,10,1042,5,7,1049,,
419,8,vid5,10,1042,5,7,1049,N,38.0
779,13,vid5,10,1043,5,7,1050,N,17.0
1283,23,vid5,10,1043,5,7,1050,N,20.0
2219,36,vid5,10,1043,5,7,1050,N,29.0
2651,42,vid5,10,1043,5,7,1050,N,22.0
707,12,vid5,10,1043,5,7,1050,N,20.0
2147,35,vid5,10,1043,5,7,1050,N,34.0
997,17,vid1a_q,11,1074,1b,17,1091,S,28.0
1429,25,vid1a_q,11,1074,1b,17,1091,S,1.0
2797,44,vid1a_q,11,1074,1b,17,1091,S,38.0
1357,24,vid1a_q,11,1074,1b,17,1091,S,19.0
205,5,vid1a_q,11,1074,1b,17,1091,S,17.0
925,15,vid1a_q,11,1074,1b,17,1091,S,23.0
133,4,vid1a_q,11,1074,1b,17,1091,S,2.0
1213,22,vid1a_q,11,1074,1b,17,1091,S,17.0
1069,18,vid1a_q,11,1074,1b,17,1091,S,23.0
349,7,vid1a_q,11,1075,1b,17,1092,S,6.0
637,11,vid1a_q,11,1075,1b,17,1092,S,20.0
2293,37,vid1a_q,11,1075,1b,17,1092,,
1861,31,vid1a_q,11,1075,1b,17,1092,S,6.0
1285,23,vid1a_q,11,1075,1b,17,1092,S,29.0
421,8,vid1a_q,11,1075,1b,17,1092,S,29.0
1141,19,vid1a_q,11,1075,1b,17,1092,S,19.0
2005,33,vid1a_q,11,1075,1b,17,1092,S,19.0
1573,27,vid1a_q,11,1075,1b,17,1092,S,38.0
493,9,vid1a_q,11,1075,1b,17,1092,S,38.0
2509,40,vid1a_q,11,1075,1b,17,1092,S,19.0
61,3,vid1a_q,11,1075,1b,17,1092,S,28.0
1933,32,vid1a_q,11,1075,1b,17,1092,S,22.0
277,6,vid1a_q,11,1075,1b,17,1092,S,34.0
2437,39,vid1a_q,11,1075,1b,17,1092,,
565,10,vid1a_q,11,1075,1b,17,1092,S,38.0
2365,38,vid1a_q,11,1075,1b,17,1092,S,34.0
1789,30,vid1a_q,11,1075,1b,17,1092,S,6.0
1717,29,vid1a_q,11,1075,1b,17,1092,S,29.0
2725,43,vid1a_q,11,1075,1b,17,1092,S,22.0
1645,28,vid1a_q,11,1075,1b,17,1092,S,29.0
853,14,vid1a_q,11,1075,1b,17,1092,S,6.0
2077,34,vid1a_q,11,1075,1b,17,1092,S,23.0
2581,41,vid1a_q,11,1075,1b,17,1092,S,2.0
2653,42,vid1a_q,11,1076,1b,17,1093,S,29.0
2149,35,vid1a_q,11,1076,1b,17,1093,S,20.0
1501,26,vid1a_q,11,1076,1b,17,1093,S,1.0
2221,36,vid1a_q,11,1076,1b,17,1093,S,20.0
709,12,vid1a_q,11,1076,1b,17,1093,S,22.0
781,13,vid1a_q,11,1077,1b,17,1094,S,22.0
1071,18,vid1b_q,11,1090,1b,6,1096,S,23.0
1143,19,vid1b_q,11,1091,1b,6,1097,S,19.0
1431,25,vid1b_q,11,1091,1b,6,1097,S,1.0
927,15,vid1b_q,11,1091,1b,6,1097,S,23.0
207,5,vid1b_q,11,1091,1b,6,1097,S,17.0
1863,31,vid1b_q,11,1091,1b,6,1097,S,6.0
999,17,vid1b_q,11,1091,1b,6,1097,S,28.0
2295,37,vid1b_q,11,1091,1b,6,1097,,
1791,30,vid1b_q,11,1091,1b,6,1097,S,6.0
1215,22,vid1b_q,11,1091,1b,6,1097,S,17.0
2007,33,vid1b_q,11,1091,1b,6,1097,S,19.0
2799,44,vid1b_q,11,1091,1b,6,1097,S,38.0
1359,24,vid1b_q,11,1091,1b,6,1097,S,19.0
135,4,vid1b_q,11,1091,1b,6,1097,S,2.0
2439,39,vid1b_q,11,1092,1b,6,1098,,
2367,38,vid1b_q,11,1092,1b,6,1098,S,34.0
2223,36,vid1b_q,11,1092,1b,6,1098,S,20.0
279,6,vid1b_q,11,1092,1b,6,1098,S,34.0
2583,41,vid1b_q,11,1092,1b,6,1098,S,2.0
1503,26,vid1b_q,11,1092,1b,6,1098,S,1.0
63,3,vid1b_q,11,1092,1b,6,1098,S,28.0
1935,32,vid1b_q,11,1092,1b,6,1098,S,22.0
2655,42,vid1b_q,11,1092,1b,6,1098,S,29.0
2079,34,vid1b_q,11,1092,1b,6,1098,S,23.0
1647,28,vid1b_q,11,1092,1b,6,1098,S,29.0
1287,23,vid1b_q,11,1092,1b,6,1098,S,29.0
495,9,vid1b_q,11,1092,1b,6,1098,S,38.0
639,11,vid1b_q,11,1092,1b,6,1098,S,20.0
1575,27,vid1b_q,11,1092,1b,6,1098,S,38.0
855,14,vid1b_q,11,1092,1b,6,1098,S,6.0
2511,40,vid1b_q,11,1092,1b,6,1098,S,19.0
2727,43,vid1b_q,11,1092,1b,6,1098,S,22.0
567,10,vid1b_q,11,1092,1b,6,1098,S,38.0
423,8,vid1b_q,11,1092,1b,6,1098,S,29.0
1719,29,vid1b_q,11,1092,1b,6,1098,S,29.0
351,7,vid1b_q,11,1092,1b,6,1098,S,6.0
2151,35,vid1b_q,11,1093,1b,6,1099,S,20.0
783,13,vid1b_q,11,1093,1b,6,1099,S,22.0
711,12,vid1b_q,11,1093,1b,6,1099,S,22.0
1073,18,vid2_q,11,1096,2b,11,1107,S,23.0
2801,44,vid2_q,11,1097,2a,11,1108,S,38.0
1361,24,vid2_q,11,1097,2b,11,1108,S,19.0
137,4,vid2_q,11,1097,2a,11,1108,S,2.0
2297,37,vid2_q,11,1097,2b,11,1108,,
1433,25,vid2_q,11,1097,2b,11,1108,S,1.0
1145,19,vid2_q,11,1097,2a,11,1108,S,19.0
1793,30,vid2_q,11,1097,2b,11,1108,S,6.0
209,5,vid2_q,11,1097,2a,11,1108,S,17.0
929,15,vid2_q,11,1097,2b,11,1108,S,23.0
1001,17,vid2_q,11,1097,2b,11,1108,S,28.0
1217,22,vid2_q,11,1097,2b,11,1108,S,17.0
2009,33,vid2_q,11,1097,2b,11,1108,S,19.0
1865,31,vid2_q,11,1097,2b,11,1108,S,6.0
425,8,vid2_q,11,1098,2a,11,1109,S,29.0
1505,26,vid2_q,11,1098,2a,11,1109,S,1.0
353,7,vid2_q,11,1098,2a,11,1109,S,6.0
2513,40,vid2_q,11,1098,2b,11,1109,S,19.0
2729,43,vid2_q,11,1098,2b,11,1109,S,22.0
1649,28,vid2_q,11,1098,2a,11,1109,S,29.0
2441,39,vid2_q,11,1098,2b,11,1109,,
65,3,vid2_q,11,1098,2a,11,1109,S,28.0
281,6,vid2_q,11,1098,2a,11,1109,S,34.0
1937,32,vid2_q,11,1098,2b,11,1109,S,22.0
2225,36,vid2_q,11,1098,2a,11,1109,S,20.0
2369,38,vid2_q,11,1098,2b,11,1109,S,34.0
2585,41,vid2_q,11,1098,2b,11,1109,S,2.0
1577,27,vid2_q,11,1098,2b,11,1109,S,38.0
1289,23,vid2_q,11,1098,2b,11,1109,S,29.0
1721,29,vid2_q,11,1098,2a,11,1109,S,29.0
641,11,vid2_q,11,1098,2b,11,1109,S,20.0
2081,34,vid2_q,11,1098,2b,11,1109,S,23.0
857,14,vid2_q,11,1098,2b,11,1109,S,6.0
2657,42,vid2_q,11,1098,2b,11,1109,S,29.0
497,9,vid2_q,11,1098,2a,11,1109,S,38.0
569,10,vid2_q,11,1098,2a,11,1109,S,38.0
785,13,vid2_q,11,1099,2b,11,1110,S,22.0
713,12,vid2_q,11,1099,2b,11,1110,S,22.0
2153,35,vid2_q,11,1099,2b,11,1110,S,20.0
1075,18,vid3_q,11,1110,3a,15,1125,S,23.0
1219,22,vid3_q,11,1111,3a,15,1126,S,17.0
1795,30,vid3_q,11,1111,3a,15,1126,S,6.0
2299,37,vid3_q,11,1111,3a,15,1126,,
1003,17,vid3_q,11,1111,3a,15,1126,S,28.0
931,15,vid3_q,11,1111,3a,15,1126,S,23.0
211,5,vid3_q,11,1111,3b,15,1126,S,17.0
1435,25,vid3_q,11,1111,3a,15,1126,S,1.0
1867,31,vid3_q,11,1111,3a,15,1126,S,6.0
1363,24,vid3_q,11,1111,3a,15,1126,S,19.0
139,4,vid3_q,11,1111,3b,15,1126,S,2.0
2803,44,vid3_q,11,1111,3b,15,1126,S,38.0
1147,19,vid3_q,11,1111,3b,15,1126,S,19.0
2011,33,vid3_q,11,1111,3a,15,1126,S,19.0
571,10,vid3_q,11,1112,3b,15,1127,S,38.0
499,9,vid3_q,11,1112,3b,15,1127,S,38.0
1939,32,vid3_q,11,1112,3a,15,1127,S,22.0
355,7,vid3_q,11,1112,3b,15,1127,S,6.0
2515,40,vid3_q,11,1112,3a,15,1127,S,19.0
2371,38,vid3_q,11,1112,3a,15,1127,S,34.0
2731,43,vid3_q,11,1112,3a,15,1127,S,22.0
1579,27,vid3_q,11,1112,3a,15,1127,S,38.0
2443,39,vid3_q,11,1112,3a,15,1127,,
427,8,vid3_q,11,1112,3b,15,1127,S,29.0
67,3,vid3_q,11,1112,3b,15,1127,S,28.0
859,14,vid3_q,11,1112,3a,15,1127,S,6.0
1651,28,vid3_q,11,1112,3b,15,1127,S,29.0
1507,26,vid3_q,11,1112,3b,15,1127,S,1.0
2659,42,vid3_q,11,1112,3a,15,1127,S,29.0
1723,29,vid3_q,11,1112,3b,15,1127,S,29.0
2227,36,vid3_q,11,1112,3b,15,1127,S,20.0
2083,34,vid3_q,11,1112,3a,15,1127,S,23.0
283,6,vid3_q,11,1112,3b,15,1127,S,34.0
1291,23,vid3_q,11,1112,3a,15,1127,S,29.0
2587,41,vid3_q,11,1112,3a,15,1127,S,2.0
643,11,vid3_q,11,1112,3a,15,1127,S,20.0
715,12,vid3_q,11,1113,3a,15,1128,S,22.0
787,13,vid3_q,11,1113,3a,15,1128,S,22.0
2155,35,vid3_q,11,1113,3a,15,1128,S,20.0
1077,18,vid4_q,11,1128,4b,16,1144,S,23.0
1005,17,vid4_q,11,1129,4b,16,1145,S,28.0
2301,37,vid4_q,11,1129,4b,16,1145,,
933,15,vid4_q,11,1129,4b,16,1145,S,23.0
1437,25,vid4_q,11,1129,4b,16,1145,S,1.0
2805,44,vid4_q,11,1129,4a,16,1145,S,38.0
2013,33,vid4_q,11,1129,4b,16,1145,S,19.0
141,4,vid4_q,11,1129,4a,16,1145,S,2.0
1797,30,vid4_q,11,1129,4b,16,1145,S,6.0
1365,24,vid4_q,11,1129,4b,16,1145,S,19.0
1221,22,vid4_q,11,1129,4b,16,1145,S,17.0
213,5,vid4_q,11,1129,4a,16,1145,S,17.0
1149,19,vid4_q,11,1129,4a,16,1145,S,19.0
1869,31,vid4_q,11,1129,4b,16,1145,S,6.0
429,8,vid4_q,11,1130,4a,16,1146,S,29.0
573,10,vid4_q,11,1130,4a,16,1146,S,38.0
2589,41,vid4_q,11,1130,4b,16,1146,S,2.0
1293,23,vid4_q,11,1130,4b,16,1146,S,29.0
645,11,vid4_q,11,1130,4b,16,1146,S,20.0
2229,36,vid4_q,11,1130,4a,16,1146,S,20.0
1725,29,vid4_q,11,1130,4a,16,1146,S,29.0
2085,34,vid4_q,11,1130,4b,16,1146,S,23.0
861,14,vid4_q,11,1130,4b,16,1146,S,6.0
2661,42,vid4_q,11,1130,4b,16,1146,S,29.0
