,sub_num,vid_str,wed_num,onset_TR,state,len_TRs,offset_TR
42,26,vid4,3,352,4a,16,368
43,26,vid4,4,448,4b,16,464
44,26,vid4,5,544,4b,16,560
45,26,vid4,6,641,4a,16,657
46,26,vid4,7,737,4b,16,753
47,26,vid4,8,833,4a,16,849
48,26,vid4,9,930,4b,16,946
49,26,vid4,10,1026,4a,16,1042
50,26,vid5,1,177,5,7,184
51,26,vid5,2,273,5,7,280
52,26,vid5,3,368,5,7,375
53,26,vid5,4,464,5,7,471
54,26,vid5,5,560,5,7,567
55,26,vid5,6,657,5,7,664
56,26,vid5,7,753,5,7,760
57,26,vid5,8,849,5,7,856
58,26,vid5,9,946,5,7,953
59,26,vid5,10,1042,5,7,1049
60,26,vid1a_q,0,13,1b,17,30
61,26,vid1a_q,11,1076,1b,17,1093
62,26,vid1b_q,0,29,1b,6,35
63,26,vid1b_q,11,1092,1b,6,1098
64,26,vid2_q,0,35,2b,11,46
65,26,vid2_q,11,1098,2a,11,1109
66,26,vid3_q,0,49,3a,15,64
67,26,vid3_q,11,1112,3b,15,1127
68,26,vid4_q,0,67,4b,16,83
69,26,vid4_q,11,1130,4a,16,1146
70,26,vid5_q,0,83,5,7,90
71,26,vid5_q,11,1146,5,7,1153
0,27,vid1a,1,111,1b,17,128
1,27,vid1a,2,207,1b,17,224
2,27,vid1a,3,303,1b,17,320
3,27,vid1a,4,399,1b,17,416
4,27,vid1a,5,494,1b,17,511
5,27,vid1a,6,590,1b,17,607
6,27,vid1a,7,687,1b,17,704
7,27,vid1a,8,783,1b,17,800
8,27,vid1a,9,879,1b,17,896
9,27,vid1a,10,976,1b,17,993
10,27,vid1b,1,128,1b,6,134
11,27,vid1b,2,224,1b,6,230
12,27,vid1b,3,319,1b,6,325
13,27,vid1b,4,416,1b,6,422
14,27,vid1b,5,511,1b,6,517
15,27,vid1b,6,607,1b,6,613
16,27,vid1b,7,703,1b,6,709
17,27,vid1b,8,800,1b,6,806
18,27,vid1b,9,896,1b,6,902
19,27,vid1b,10,993,1b,6,999
20,27,vid2,1,134,2b,11,145
21,27,vid2,2,230,2a,11,241
22,27,vid2,3,325,2b,11,336
23,27,vid2,4,422,2a,11,433
24,27,vid2,5,517,2b,11,528
25,27,vid2,6,613,2b,11,624
26,27,vid2,7,709,2a,11,720
27,27,vid2,8,806,2b,11,817
28,27,vid2,9,902,2a,11,913
29,27,vid2,10,999,2a,11,1010
30,27,vid3,1,146,3b,15,161
31,27,vid3,2,241,3a,15,256
32,27,vid3,3,337,3a,15,352
33,27,vid3,4,433,3b,15,448
34,27,vid3,5,528,3b,15,543
35,27,vid3,6,624,3b,15,639
36,27,vid3,7,721,3b,15,736
37,27,vid3,8,817,3a,15,832
38,27,vid3,9,913,3a,15,928
39,27,vid3,10,1010,3a,15,1025
40,27,vid4,1,161,4b,16,177
41,27,vid4,2,256,4a,16,272
42,27,vid4,3,352,4b,16,368
43,27,vid4,4,448,4a,16,464
44,27,vid4,5,544,4b,16,560
45,27,vid4,6,640,4b,16,656
46,27,vid4,7,736,4a,16,752
47,27,vid4,8,832,4b,16,848
48,27,vid4,9,929,4a,16,945
49,27,vid4,10,1025,4a,16,1041
50,27,vid5,1,177,5,7,184
51,27,vid5,2,272,5,7,279
52,27,vid5,3,368,5,7,375
53,27,vid5,4,464,5,7,471
54,27,vid5,5,560,5,7,567
55,27,vid5,6,656,5,7,663
56,27,vid5,7,752,5,7,759
57,27,vid5,8,848,5,7,855
58,27,vid5,9,945,5,7,952
59,27,vid5,10,1041,5,7,1048
60,27,vid1a_q,0,12,1b,17,29
61,27,vid1a_q,11,1075,1b,17,1092
62,27,vid1b_q,0,29,1b,6,35
63,27,vid1b_q,11,1092,1b,6,1098
64,27,vid2_q,0,35,2a,11,46
65,27,vid2_q,11,1098,2b,11,1109
66,27,vid3_q,0,49,3b,15,64
67,27,vid3_q,11,1112,3a,15,1127
68,27,vid4_q,0,67,4a,16,83
69,27,vid4_q,11,1130,4b,16,1146
70,27,vid5_q,0,83,5,7,90
71,27,vid5_q,11,1146,5,7,1153
0,28,vid1a,1,111,1b,17,128
1,28,vid1a,2,207,1b,17,224
2,28,vid1a,3,303,1b,17,320
3,28,vid1a,4,399,1b,17,416
4,28,vid1a,5,495,1b,17,512
5,28,vid1a,6,592,1b,17,609
6,28,vid1a,7,688,1b,17,705
7,28,vid1a,8,784,1b,17,801
8,28,vid1a,9,880,1b,17,897
9,28,vid1a,10,976,1b,17,993
10,28,vid1b,1,128,1b,6,134
11,28,vid1b,2,224,1b,6,230
12,28,vid1b,3,320,1b,6,326
13,28,vid1b,4,416,1b,6,422
14,28,vid1b,5,512,1b,6,518
15,28,vid1b,6,608,1b,6,614
16,28,vid1b,7,704,1b,6,710
17,28,vid1b,8,801,1b,6,807
18,28,vid1b,9,897,1b,6,903
19,28,vid1b,10,993,1b,6,999
20,28,vid2,1,134,2a,11,145
21,28,vid2,2,230,2b,11,241
22,28,vid2,3,326,2b,11,337
23,28,vid2,4,422,2a,11,433
24,28,vid2,5,518,2a,11,529
25,28,vid2,6,614,2a,11,625
26,28,vid2,7,710,2a,11,721
27,28,vid2,8,807,2b,11,818
28,28,vid2,9,903,2b,11,914
29,28,vid2,10,999,2b,11,1010
30,28,vid3,1,145,3a,15,160
31,28,vid3,2,241,3b,15,256
32,28,vid3,3,337,3a,15,352
33,28,vid3,4,433,3b,15,448
34,28,vid3,5,529,3a,15,544
35,28,vid3,6,626,3a,15,641
36,28,vid3,7,722,3b,15,737
37,28,vid3,8,818,3a,15,833
38,28,vid3,9,914,3b,15,929
39,28,vid3,10,1010,3b,15,1025
40,28,vid4,1,161,4a,16,177
41,28,vid4,2,257,4b,16,273
42,28,vid4,3,353,4b,16,369
43,28,vid4,4,449,4a,16,465
44,28,vid4,5,545,4a,16,561
45,28,vid4,6,641,4a,16,657
46,28,vid4,7,737,4a,16,753
47,28,vid4,8,833,4b,16,849
48,28,vid4,9,930,4b,16,946
49,28,vid4,10,1025,4b,16,1041
50,28,vid5,1,177,5,7,184
51,28,vid5,2,273,5,7,280
52,28,vid5,3,369,5,7,376
53,28,vid5,4,465,5,7,472
54,28,vid5,5,561,5,7,568
55,28,vid5,6,657,5,7,664
56,28,vid5,7,753,5,7,760
57,28,vid5,8,849,5,7,856
58,28,vid5,9,946,5,7,953
59,28,vid5,10,1041,5,7,1048
60,28,vid1a_q,0,12,1b,17,29
61,28,vid1a_q,11,1075,1b,17,1092
62,28,vid1b_q,0,29,1b,6,35
63,28,vid1b_q,11,1092,1b,6,1098
64,28,vid2_q,0,35,2b,11,46
65,28,vid2_q,11,1098,2a,11,1109
66,28,vid3_q,0,49,3a,15,64
67,28,vid3_q,11,1112,3b,15,1127
68,28,vid4_q,0,67,4b,16,83
69,28,vid4_q,11,1130,4a,16,1146
70,28,vid5_q,0,83,5,7,90
71,28,vid5_q,11,1146,5,7,1153
0,29,vid1a,1,111,1b,17,128
1,29,vid1a,2,207,1b,17,224
2,29,vid1a,3,303,1b,17,320
3,29,vid1a,4,399,1b,17,416
4,29,vid1a,5,495,1b,17,512
5,29,vid1a,6,592,1b,17,609
6,29,vid1a,7,688,1b,17,705
7,29,vid1a,8,784,1b,17,801
8,29,vid1a,9,880,1b,17,897
9,29,vid1a,10,976,1b,17,993
10,29,vid1b,1,128,1b,6,134
11,29,vid1b,2,224,1b,6,230
12,29,vid1b,3,320,1b,6,326
13,29,vid1b,4,416,1b,6,422
14,29,vid1b,5,512,1b,6,518
15,29,vid1b,6,608,1b,6,614
16,29,vid1b,7,705,1b,6,711
17,29,vid1b,8,800,1b,6,806
18,29,vid1b,9,897,1b,6,903
19,29,vid1b,10,993,1b,6,999
20,29,vid2,1,134,2a,11,145
21,29,vid2,2,230,2b,11,241
22,29,vid2,3,326,2b,11,337
23,29,vid2,4,422,2a,11,433
24,29,vid2,5,518,2a,11,529
25,29,vid2,6,614,2a,11,625
26,29,vid2,7,711,2b,11,722
27,29,vid2,8,806,2a,11,817
28,29,vid2,9,903,2b,11,914
29,29,vid2,10,999,2b,11,1010
30,29,vid3,1,145,3a,15,160
31,29,vid3,2,241,3b,15,256
32,29,vid3,3,337,3a,15,352
33,29,vid3,4,433,3b,15,448
34,29,vid3,5,530,3a,15,545
35,29,vid3,6,626,3a,15,641
36,29,vid3,7,722,3a,15,737
37,29,vid3,8,818,3b,15,833
38,29,vid3,9,914,3b,15,929
39,29,vid3,10,1010,3b,15,1025
40,29,vid4,1,161,4a,16,177
41,29,vid4,2,256,4b,16,272
42,29,vid4,3,353,4b,16,369
43,29,vid4,4,449,4a,16,465
44,29,vid4,5,545,4a,16,561
45,29,vid4,6,641,4a,16,657
46,29,vid4,7,738,4b,16,754
47,29,vid4,8,833,4a,16,849
48,29,vid4,9,929,4b,16,945
49,29,vid4,10,1026,4b,16,1042
50,29,vid5,1,177,5,7,184
51,29,vid5,2,272,5,7,279
52,29,vid5,3,369,5,7,376
53,29,vid5,4,465,5,7,472
54,29,vid5,5,561,5,7,568
55,29,vid5,6,657,5,7,664
56,29,vid5,7,754,5,7,761
57,29,vid5,8,849,5,7,856
58,29,vid5,9,945,5,7,952
59,29,vid5,10,1042,5,7,1049
60,29,vid1a_q,0,12,1b,17,29
61,29,vid1a_q,11,1075,1b,17,1092
62,29,vid1b_q,0,29,1b,6,35
63,29,vid1b_q,11,1092,1b,6,1098
64,29,vid2_q,0,35,2b,11,46
65,29,vid2_q,11,1098,2a,11,1109
66,29,vid3_q,0,49,3a,15,64
67,29,vid3_q,11,1112,3b,15,1127
68,29,vid4_q,0,67,4b,16,83
69,29,vid4_q,11,1130,4a,16,1146
70,29,vid5_q,0,83,5,7,90
71,29,vid5_q,11,1146,5,7,1153
0,30,vid1a,1,111,1b,17,128
1,30,vid1a,2,207,1b,17,224
2,30,vid1a,3,303,1b,17,320
3,30,vid1a,4,398,1b,17,415
4,30,vid1a,5,495,1b,17,512
5,30,vid1a,6,591,1b,17,608
6,30,vid1a,7,687,1b,17,704
7,30,vid1a,8,783,1b,17,800
8,30,vid1a,9,879,1b,17,896
9,30,vid1a,10,976,1b,17,993
10,30,vid1b,1,128,1b,6,134
11,30,vid1b,2,223,1b,6,229
12,30,vid1b,3,319,1b,6,325
13,30,vid1b,4,415,1b,6,421
14,30,vid1b,5,511,1b,6,517
15,30,vid1b,6,607,1b,6,613
16,30,vid1b,7,703,1b,6,709
17,30,vid1b,8,800,1b,6,806
18,30,vid1b,9,896,1b,6,902
19,30,vid1b,10,992,1b,6,998
20,30,vid2,1,134,2b,11,145
21,30,vid2,2,229,2b,11,240
22,30,vid2,3,325,2a,11,336
23,30,vid2,4,421,2b,11,432
24,30,vid2,5,517,2a,11,528
25,30,vid2,6,613,2a,11,624
26,30,vid2,7,709,2b,11,720
27,30,vid2,8,806,2a,11,817
28,30,vid2,9,902,2a,11,913
29,30,vid2,10,998,2b,11,1009
30,30,vid3,1,145,3b,15,160
31,30,vid3,2,241,3b,15,256
32,30,vid3,3,337,3b,15,352
33,30,vid3,4,432,3a,15,447
34,30,vid3,5,529,3a,15,544
35,30,vid3,6,625,3a,15,640
36,30,vid3,7,721,3a,15,736
37,30,vid3,8,817,3b,15,832
38,30,vid3,9,913,3a,15,928
39,30,vid3,10,1010,3b,15,1025
40,30,vid4,1,161,4b,16,177
41,30,vid4,2,256,4b,16,272
42,30,vid4,3,352,4a,16,368
43,30,vid4,4,448,4b,16,464
44,30,vid4,5,544,4a,16,560
45,30,vid4,6,640,4a,16,656
46,30,vid4,7,736,4b,16,752
47,30,vid4,8,832,4a,16,848
48,30,vid4,9,928,4a,16,944
49,30,vid4,10,1025,4b,16,1041
50,30,vid5,1,177,5,7,184
51,30,vid5,2,272,5,7,279
52,30,vid5,3,368,5,7,375
53,30,vid5,4,464,5,7,471
54,30,vid5,5,560,5,7,567
55,30,vid5,6,656,5,7,663
56,30,vid5,7,752,5,7,759
57,30,vid5,8,848,5,7,855
58,30,vid5,9,944,5,7,951
59,30,vid5,10,1041,5,7,1048
60,30,vid1a_q,0,12,1b,17,29
61,30,vid1a_q,11,1075,1b,17,1092
62,30,vid1b_q,0,29,1b,6,35
63,30,vid1b_q,11,1091,1b,6,1097
64,30,vid2_q,0,35,2a,11,46
65,30,vid2_q,11,1097,2b,11,1108
66,30,vid3_q,0,49,3b,15,64
67,30,vid3_q,11,1111,3a,15,1126
68,30,vid4_q,0,67,4a,16,83
69,30,vid4_q,11,1129,4b,16,1145
70,30,vid5_q,0,83,5,7,90
71,30,vid5_q,11,1145,5,7,1152
0,31,vid1a,1,111,1b,17,128
1,31,vid1a,2,207,1b,17,224
2,31,vid1a,3,303,1b,17,320
3,31,vid1a,4,399,1b,17,416
4,31,vid1a,5,495,1b,17,512
5,31,vid1a,6,591,1b,17,608
6,31,vid1a,7,687,1b,17,704
7,31,vid1a,8,783,1b,17,800
8,31,vid1a,9,879,1b,17,896
9,31,vid1a,10,976,1b,17,993
10,31,vid1b,1,128,1b,6,134
11,31,vid1b,2,224,1b,6,230
12,31,vid1b,3,320,1b,6,326
13,31,vid1b,4,416,1b,6,422
14,31,vid1b,5,512,1b,6,518
15,31,vid1b,6,608,1b,6,614
16,31,vid1b,7,704,1b,6,710
17,31,vid1b,8,800,1b,6,806
18,31,vid1b,9,896,1b,6,902
19,31,vid1b,10,993,1b,6,999
20,31,vid2,1,134,2b,11,145
21,31,vid2,2,230,2a,11,241
22,31,vid2,3,326,2a,11,337
23,31,vid2,4,422,2b,11,433
24,31,vid2,5,518,2b,11,529
25,31,vid2,6,614,2b,11,625
26,31,vid2,7,710,2a,11,721
27,31,vid2,8,806,2a,11,817
28,31,vid2,9,902,2a,11,913
29,31,vid2,10,999,2a,11,1010
30,31,vid3,1,145,3b,15,160
31,31,vid3,2,241,3a,15,256
32,31,vid3,3,337,3b,15,352
33,31,vid3,4,433,3a,15,448
34,31,vid3,5,529,3b,15,544
35,31,vid3,6,625,3b,15,640
36,31,vid3,7,721,3b,15,736
37,31,vid3,8,817,3b,15,832
38,31,vid3,9,913,3a,15,928
39,31,vid3,10,1010,3a,15,1025
40,31,vid4,1,161,4b,16,177
41,31,vid4,2,257,4a,16,273
42,31,vid4,3,352,4a,16,368
43,31,vid4,4,448,4b,16,464
44,31,vid4,5,544,4b,16,560
45,31,vid4,6,640,4b,16,656
46,31,vid4,7,737,4a,16,753
47,31,vid4,8,832,4a,16,848
48,31,vid4,9,929,4a,16,945
49,31,vid4,10,1025,4a,16,1041
50,31,vid5,1,177,5,7,184
51,31,vid5,2,273,5,7,280
52,31,vid5,3,368,5,7,375
53,31,vid5,4,464,5,7,471
54,31,vid5,5,560,5,7,567
55,31,vid5,6,656,5,7,663
56,31,vid5,7,753,5,7,760
57,31,vid5,8,848,5,7,855
58,31,vid5,9,945,5,7,952
59,31,vid5,10,1041,5,7,1048
60,31,vid1a_q,0,12,1b,17,29
61,31,vid1a_q,11,1075,1b,17,1092
62,31,vid1b_q,0,29,1b,6,35
63,31,vid1b_q,11,1091,1b,6,1097
64,31,vid2_q,0,35,2b,11,46
65,31,vid2_q,11,1097,2b,11,1108
66,31,vid3_q,0,49,3a,15,64
67,31,vid3_q,11,1111,3a,15,1126
68,31,vid4_q,0,67,4b,16,83
69,31,vid4_q,11,1129,4b,16,1145
70,31,vid5_q,0,83,5,7,90
71,31,vid5_q,11,1145,5,7,1152
0,32,vid1a,1,111,1b,17,128
1,32,vid1a,2,207,1b,17,224
2,32,vid1a,3,303,1b,17,320
3,32,vid1a,4,398,1b,17,415
4,32,vid1a,5,494,1b,17,511
5,32,vid1a,6,590,1b,17,607
6,32,vid1a,7,687,1b,17,704
7,32,vid1a,8,783,1b,17,800
8,32,vid1a,9,880,1b,17,897
9,32,vid1a,10,976,1b,17,993
10,32,vid1b,1,128,1b,6,134
11,32,vid1b,2,224,1b,6,230
12,32,vid1b,3,319,1b,6,325
13,32,vid1b,4,415,1b,6,421
14,32,vid1b,5,511,1b,6,517
15,32,vid1b,6,607,1b,6,613
16,32,vid1b,7,704,1b,6,710
17,32,vid1b,8,800,1b,6,806
18,32,vid1b,9,896,1b,6,902
19,32,vid1b,10,993,1b,6,999
20,32,vid2,1,134,2a,11,145
21,32,vid2,2,230,2a,11,241
22,32,vid2,3,325,2b,11,336
23,32,vid2,4,421,2b,11,432
24,32,vid2,5,517,2b,11,528
25,32,vid2,6,613,2a,11,624
26,32,vid2,7,710,2a,11,721
27,32,vid2,8,806,2a,11,817
28,32,vid2,9,902,2b,11,913
29,32,vid2,10,999,2b,11,1010
30,32,vid3,1,145,3a,15,160
31,32,vid3,2,241,3a,15,256
32,32,vid3,3,337,3a,15,352
33,32,vid3,4,432,3a,15,447
34,32,vid3,5,528,3b,15,543
35,32,vid3,6,624,3a,15,639
36,32,vid3,7,721,3b,15,736
37,32,vid3,8,817,3b,15,832
38,32,vid3,9,914,3b,15,929
39,32,vid3,10,1010,3b,15,1025
40,32,vid4,1,161,4a,16,177
41,32,vid4,2,256,4a,16,272
42,32,vid4,3,352,4b,16,368
43,32,vid4,4,447,4b,16,463
44,32,vid4,5,543,4b,16,559
45,32,vid4,6,640,4a,16,656
46,32,vid4,7,736,4a,16,752
47,32,vid4,8,833,4a,16,849
48,32,vid4,9,929,4b,16,945
49,32,vid4,10,1026,4b,16,1042
50,32,vid5,1,177,5,7,184
51,32,vid5,2,272,5,7,279
52,32,vid5,3,368,5,7,375
53,32,vid5,4,463,5,7,470
54,32,vid5,5,559,5,7,566
55,32,vid5,6,656,5,7,663
56,32,vid5,7,752,5,7,759
57,32,vid5,8,849,5,7,856
58,32,vid5,9,945,5,7,952
59,32,vid5,10,1042,5,7,1049
60,32,vid1a_q,0,12,1b,17,29
61,32,vid1a_q,11,1075,1b,17,1092
62,32,vid1b_q,0,29,1b,6,35
63,32,vid1b_q,11,1092,1b,6,1098
64,32,vid2_q,0,35,2a,11,46
65,32,vid2_q,11,1098,2b,11,1109
66,32,vid3_q,0,49,3b,15,64
67,32,vid3_q,11,1112,3a,15,1127
68,32,vid4_q,0,67,4a,16,83
69,32,vid4_q,11,1130,4b,16,1146
70,32,vid5_q,0,83,5,7,90
71,32,vid5_q,11,1146,5,7,1153
0,33,vid1a,1,112,1b,17,129
1,33,vid1a,2,207,1b,17,224
2,33,vid1a,3,304,1b,17,321
3,33,vid1a,4,400,1b,17,417
4,33,vid1a,5,496,1b,17,513
5,33,vid1a,6,591,1b,17,608
6,33,vid1a,7,687,1b,17,704
7,33,vid1a,8,784,1b,17,801
8,33,vid1a,9,880,1b,17,897
9,33,vid1a,10,976,1b,17,993
10,33,vid1b,1,128,1b,6,134
11,33,vid1b,2,224,1b,6,230
12,33,vid1b,3,320,1b,6,326
13,33,vid1b,4,416,1b,6,422
14,33,vid1b,5,512,1b,6,518
15,33,vid1b,6,608,1b,6,614
16,33,vid1b,7,704,1b,6,710
17,33,vid1b,8,800,1b,6,806
18,33,vid1b,9,897,1b,6,903
19,33,vid1b,10,993,1b,6,999
20,33,vid2,1,134,2a,11,145
21,33,vid2,2,230,2a,11,241
22,33,vid2,3,326,2a,11,337
23,33,vid2,4,422,2a,11,433
24,33,vid2,5,518,2b,11,529
25,33,vid2,6,614,2a,11,625
26,33,vid2,7,710,2a,11,721
27,33,vid2,8,806,2b,11,817
28,33,vid2,9,903,2b,11,914
29,33,vid2,10,999,2b,11,1010
30,33,vid3,1,146,3a,15,161
31,33,vid3,2,242,3a,15,257
32,33,vid3,3,338,3b,15,353
33,33,vid3,4,434,3b,15,449
34,33,vid3,5,530,3b,15,545
35,33,vid3,6,625,3a,15,640
36,33,vid3,7,721,3b,15,736
37,33,vid3,8,818,3a,15,833
38,33,vid3,9,914,3b,15,929
39,33,vid3,10,1010,3b,15,1025
40,33,vid4,1,161,4a,16,177
41,33,vid4,2,257,4a,16,273
42,33,vid4,3,353,4a,16,369
43,33,vid4,4,449,4a,16,465
44,33,vid4,5,545,4b,16,561
45,33,vid4,6,640,4a,16,656
46,33,vid4,7,737,4a,16,753
47,33,vid4,8,833,4b,16,849
48,33,vid4,9,929,4b,16,945
49,33,vid4,10,1026,4b,16,1042
50,33,vid5,1,177,5,7,184
51,33,vid5,2,273,5,7,280
52,33,vid5,3,369,5,7,376
53,33,vid5,4,465,5,7,472
54,33,vid5,5,561,5,7,568
55,33,vid5,6,656,5,7,663
56,33,vid5,7,753,5,7,760
57,33,vid5,8,849,5,7,856
58,33,vid5,9,945,5,7,952
59,33,vid5,10,1042,5,7,1049
60,33,vid1a_q,0,12,1b,17,29
61,33,vid1a_q,11,1075,1b,17,1092
62,33,vid1b_q,0,29,1b,6,35
63,33,vid1b_q,11,1091,1b,6,1097
64,33,vid2_q,0,35,2b,11,46
65,33,vid2_q,11,1097,2b,11,1108
66,33,vid3_q,0,49,3a,15,64
67,33,vid3_q,11,1111,3a,15,1126
68,33,vid4_q,0,67,4b,16,83
69,33,vid4_q,11,1129,4b,16,1145
70,33,vid5_q,0,83,5,7,90
71,33,vid5_q,11,1145,5,7,1152
0,34,vid1a,1,112,1b,17,129
1,34,vid1a,2,208,1b,17,225
2,34,vid1a,3,304,1b,17,321
3,34,vid1a,4,399,1b,17,416
4,34,vid1a,5,495,1b,17,512
5,34,vid1a,6,591,1b,17,608
6,34,vid1a,7,687,1b,17,704
7,34,vid1a,8,783,1b,17,800
8,34,vid1a,9,880,1b,17,897
9,34,vid1a,10,976,1b,17,993
10,34,vid1b,1,129,1b,6,135
11,34,vid1b,2,225,1b,6,231
12,34,vid1b,3,321,1b,6,327
13,34,vid1b,4,416,1b,6,422
14,34,vid1b,5,512,1b,6,518
15,34,vid1b,6,608,1b,6,614
16,34,vid1b,7,704,1b,6,710
17,34,vid1b,8,800,1b,6,806
18,34,vid1b,9,896,1b,6,902
19,34,vid1b,10,993,1b,6,999
20,34,vid2,1,135,2a,11,146
21,34,vid2,2,231,2b,11,242
22,34,vid2,3,327,2b,11,338
23,34,vid2,4,422,2a,11,433
24,34,vid2,5,518,2a,11,529
25,34,vid2,6,614,2b,11,625
26,34,vid2,7,710,2a,11,721
27,34,vid2,8,806,2b,11,817
28,34,vid2,9,902,2a,11,913
29,34,vid2,10,999,2b,11,1010
30,34,vid3,1,146,3a,15,161
31,34,vid3,2,242,3b,15,257
32,34,vid3,3,338,3a,15,353
33,34,vid3,4,433,3b,15,448
34,34,vid3,5,529,3a,15,544
35,34,vid3,6,625,3b,15,640
36,34,vid3,7,721,3b,15,736
37,34,vid3,8,818,3a,15,833
38,34,vid3,9,914,3a,15,929
39,34,vid3,10,1010,3b,15,1025
40,34,vid4,1,162,4a,16,178
41,34,vid4,2,258,4b,16,274
42,34,vid4,3,353,4b,16,369
43,34,vid4,4,449,4a,16,465
44,34,vid4,5,545,4a,16,561
45,34,vid4,6,641,4b,16,657
46,34,vid4,7,737,4a,16,753
47,34,vid4,8,833,4b,16,849
48,34,vid4,9,929,4a,16,945
49,34,vid4,10,1026,4b,16,1042
50,34,vid5,1,178,5,7,185
51,34,vid5,2,274,5,7,281
52,34,vid5,3,369,5,7,376
53,34,vid5,4,465,5,7,472
54,34,vid5,5,561,5,7,568
55,34,vid5,6,657,5,7,664
56,34,vid5,7,753,5,7,760
57,34,vid5,8,849,5,7,856
58,34,vid5,9,945,5,7,952
59,34,vid5,10,1042,5,7,1049
60,34,vid1a_q,0,13,1b,17,30
61,34,vid1a_q,11,1075,1b,17,1092
62,34,vid1b_q,0,29,1b,6,35
63,34,vid1b_q,11,1092,1b,6,1098
64,34,vid2_q,0,35,2a,11,46
65,34,vid2_q,11,1098,2b,11,1109
66,34,vid3_q,0,49,3b,15,64
67,34,vid3_q,11,1112,3a,15,1127
68,34,vid4_q,0,67,4a,16,83
69,34,vid4_q,11,1130,4b,16,1146
70,34,vid5_q,0,83,5,7,90
71,34,vid5_q,11,1146,5,7,1153
0,35,vid1a,1,111,1b,17,128
1,35,vid1a,2,208,1b,17,225
2,35,vid1a,3,303,1b,17,320
3,35,vid1a,4,399,1b,17,416
4,35,vid1a,5,496,1b,17,513
5,35,vid1a,6,592,1b,17,609
6,35,vid1a,7,688,1b,17,705
7,35,vid1a,8,785,1b,17,802
8,35,vid1a,9,881,1b,17,898
9,35,vid1a,10,978,1b,17,995
10,35,vid1b,1,128,1b,6,134
11,35,vid1b,2,224,1b,6,230
12,35,vid1b,3,320,1b,6,326
13,35,vid1b,4,416,1b,6,422
14,35,vid1b,5,512,1b,6,518
15,35,vid1b,6,609,1b,6,615
16,35,vid1b,7,705,1b,6,711
17,35,vid1b,8,801,1b,6,807
18,35,vid1b,9,898,1b,6,904
19,35,vid1b,10,994,1b,6,1000
20,35,vid2,1,134,2a,11,145
21,35,vid2,2,230,2b,11,241
22,35,vid2,3,326,2b,11,337
23,35,vid2,4,422,2a,11,433
24,35,vid2,5,518,2a,11,529
25,35,vid2,6,615,2a,11,626
26,35,vid2,7,711,2a,11,722
27,35,vid2,8,807,2b,11,818
28,35,vid2,9,904,2b,11,915
29,35,vid2,10,1000,2b,11,1011
30,35,vid3,1,145,3a,15,160
31,35,vid3,2,242,3b,15,257
32,35,vid3,3,337,3a,15,352
33,35,vid3,4,433,3b,15,448
34,35,vid3,5,530,3a,15,545
35,35,vid3,6,626,3a,15,641
36,35,vid3,7,722,3b,15,737
37,35,vid3,8,819,3a,15,834
38,35,vid3,9,915,3b,15,930
39,35,vid3,10,1012,3b,15,1027
40,35,vid4,1,161,4a,16,177
41,35,vid4,2,257,4b,16,273
42,35,vid4,3,353,4b,16,369
43,35,vid4,4,449,4a,16,465
44,35,vid4,5,545,4a,16,561
45,35,vid4,6,641,4a,16,657
46,35,vid4,7,737,4a,16,753
47,35,vid4,8,834,4b,16,850
48,35,vid4,9,930,4b,16,946
49,35,vid4,10,1027,4b,16,1043
50,35,vid5,1,177,5,7,184
51,35,vid5,2,273,5,7,280
52,35,vid5,3,369,5,7,376
53,35,vid5,4,465,5,7,472
54,35,vid5,5,561,5,7,568
55,35,vid5,6,657,5,7,664
56,35,vid5,7,753,5,7,760
57,35,vid5,8,850,5,7,857
58,35,vid5,9,946,5,7,953
59,35,vid5,10,1043,5,7,1050
60,35,vid1a_q,0,12,1b,17,29
61,35,vid1a_q,11,1076,1b,17,1093
62,35,vid1b_q,0,29,1b,6,35
63,35,vid1b_q,11,1093,1b,6,1099
64,35,vid2_q,0,35,2a,11,46
65,35,vid2_q,11,1099,2b,11,1110
66,35,vid3_q,0,49,3b,15,64
67,35,vid3_q,11,1113,3a,15,1128
68,35,vid4_q,0,67,4a,16,83
69,35,vid4_q,11,1131,4b,16,1147
70,35,vid5_q,0,83,5,7,90
71,35,vid5_q,11,1147,5,7,1154
0,36,vid1a,1,111,1b,17,128
1,36,vid1a,2,207,1b,17,224
2,36,vid1a,3,303,1b,17,320
3,36,vid1a,4,399,1b,17,416
4,36,vid1a,5,496,1b,17,513
5,36,vid1a,6,592,1b,17,609
6,36,vid1a,7,689,1b,17,706
7,36,vid1a,8,785,1b,17,802
8,36,vid1a,9,881,1b,17,898
9,36,vid1a,10,977,1b,17,994
10,36,vid1b,1,128,1b,6,134
11,36,vid1b,2,224,1b,6,230
12,36,vid1b,3,320,1b,6,326
13,36,vid1b,4,416,1b,6,422
14,36,vid1b,5,512,1b,6,518
15,36,vid1b,6,609,1b,6,615
16,36,vid1b,7,705,1b,6,711
17,36,vid1b,8,801,1b,6,807
18,36,vid1b,9,897,1b,6,903
19,36,vid1b,10,994,1b,6,1000
20,36,vid2,1,134,2b,11,145
21,36,vid2,2,230,2b,11,241
22,36,vid2,3,326,2a,11,337
23,36,vid2,4,422,2b,11,433
24,36,vid2,5,518,2b,11,529
25,36,vid2,6,615,2a,11,626
26,36,vid2,7,711,2a,11,722
27,36,vid2,8,807,2b,11,818
